method,scenario,seed,status,K_true_relevant,K_selected,K_absolute_error,K_exact_recovery,selected_features,any_component_selected,joint_test_nrmse,mean_test_rmse,mean_test_r2,pca_joint_test_nrmse,dense_pls_joint_test_nrmse,sparse_regression_joint_test_nrmse,oracle_joint_test_nrmse,runtime_seconds,rmse_Y1,rmse_Y2,rmse_Y3,rmse_Y4,r2_Y1,r2_Y2,r2_Y3,r2_Y4,support_precision,support_recall,support_f1,support_fdr,noise_features_selected,assignment_coverage,ari_signal,nmi_signal,ari_with_noise,mean_group_jaccard,mean_score_correlation,mean_score_r2,mean_loading_cosine,subspace_error,bootstrap_support_jaccard,bootstrap_group_ari
latent_variable_determination,outcome_irrelevant_latent_block,2,ok,3.0,3.0,0.0,1.0,24.0,1.0,0.4069403132660252,0.6200098245290471,0.5930596867339748,0.5419436188619009,0.41028384625509845,0.41713178785780614,0.3728810922467465,0.1355905890086433,0.587647897363324,0.5110435870041034,0.5412725152957771,0.840075298452984,0.6639193927178473,0.7370548834483848,0.7198100219763013,0.25145444879336587,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9760010922104803,0.952578549510537,0.9976941452438215,0.22983549112854473,0.9151844532279314,0.8546491585722661
latent_variable_determination,outcome_irrelevant_latent_block,3,ok,3.0,3.0,0.0,1.0,24.0,1.0,0.4324502947742128,0.6488725244963333,0.5675497052257872,0.5044264523222566,0.42902036044077657,0.4388826022224124,0.3921090945565704,0.12599782401230186,0.5829555408755006,0.5689881308048197,0.5850513648489378,0.8584950614560748,0.6439020015182684,0.6573643344132898,0.6795653446842942,0.28936714028729627,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9177537046348404,0.8429911395440923,0.9193763221775219,0.25977738389211363,0.9666666666666668,0.9318153931576745
latent_variable_determination,outcome_irrelevant_latent_block,4,ok,3.0,3.0,0.0,1.0,21.0,1.0,0.3883498798874137,0.6329248100662981,0.6116501201125862,0.5857799989545173,0.3843314437687744,0.3935909873521703,0.34691638818248993,0.12371654898743145,0.5837559689160193,0.5424843969713786,0.5621757386770004,0.8432831357007942,0.6605975349146873,0.7198690638040044,0.705196212395527,0.36093766933612637,1.0,0.875,0.9333333333333333,0.0,0.0,0.875,0.6904196357878069,0.7382463949784291,0.7690117722847376,0.8055555555555555,0.9322749646838161,0.8697572666166953,0.8851125829954906,0.24924004139913356,0.9079710144927537,0.8368819887760169
latent_variable_determination,correlated_latents,0,ok,4.0,4.0,0.0,1.0,24.0,1.0,0.3902924859305878,0.6169075603162258,0.6097075140694123,0.3747346818058673,0.3662740289396438,0.3819450093884644,0.3178686603011269,0.13026474400248844,0.7798364744536079,0.4816555106209166,0.7693232101332987,0.43681504605708005,0.4442134029278314,0.774848656515232,0.44221589198352107,0.7775521048510644,1.0,0.75,0.8571428571428571,0.0,0.0,0.75,0.34704112337011034,0.5337651413188624,0.39918098572412614,0.5008207070707071,0.5458050890561305,0.3546270176141307,0.6983806001099658,0.4260003460458931,0.7590619206525769,0.44309707350138217
latent_variable_determination,correlated_latents,1,ok,4.0,3.0,1.0,0.0,32.0,1.0,0.39024608550448253,0.5857669034352864,0.6097539144955175,0.38092623527770325,0.3844194489523533,0.38548971816855204,0.32924111330542327,0.12252498099405784,0.6803325335934666,0.4918585691140146,0.7064937857514607,0.46438272528220376,0.46973424233785266,0.7548856342827791,0.4561970976757673,0.7581986836856707,1.0,1.0,1.0,0.0,0.0,1.0,0.40937957987298484,0.5167712295937126,0.6310083411677635,0.5334757834757835,0.5356235630675418,0.36102586575623624,0.615902531619187,0.4845159614086984,0.924873949579832,0.38108193358192755
latent_variable_determination,correlated_latents,2,ok,4.0,4.0,0.0,1.0,29.0,1.0,0.37104720260884444,0.5966723951735879,0.6289527973911555,0.3603968466401894,0.35644401796773706,0.3688841346707701,0.308372773072113,0.12407534901285544,0.745321252448573,0.457883680879331,0.7028153760742776,0.4806692712921702,0.515312617655478,0.803349150644189,0.4339651353124153,0.76318428595254,1.0,0.90625,0.9508196721311475,0.0,0.0,0.90625,0.6259244842351109,0.7289643425377489,0.6762853192172856,0.7162247474747474,0.6303970400222538,0.4324993444711005,0.7941354336871094,0.3838538775889792,0.8959136550514634,0.5062851613905012
latent_variable_determination,correlated_latents,3,ok,4.0,4.0,0.0,1.0,30.0,1.0,0.3672353756836229,0.6072194315160795,0.6327646243163771,0.37022324078318936,0.3658218028797257,0.3751999844792818,0.3127520239339038,0.11927336899680085,0.6987101881687782,0.4840449034713853,0.7786115321968069,0.46751110222734754,0.4854379702879915,0.7766818197065792,0.4843516514028856,0.7845870558680519,1.0,0.9375,0.967741935483871,0.0,0.0,0.9375,0.8496605237633366,0.8887841114983154,0.8343896705228333,0.8854166666666666,0.6407017709051013,0.4460205597550364,0.9431473483126185,0.3885142826223493,0.7400843379368129,0.45500374472251737
latent_variable_determination,correlated_latents,4,ok,4.0,3.0,1.0,0.0,27.0,1.0,0.38692914294836206,0.6208218514016193,0.6130708570516379,0.34906860709148335,0.35072533146685936,0.348982707061724,0.29521441658601366,0.12209438499121461,0.7785122556722764,0.42591496050696864,0.7539646651275383,0.5248955242996939,0.43555760329183535,0.8093721533161107,0.45891650084183533,0.7484371707567703,1.0,0.84375,0.9152542372881356,0.0,0.0,0.84375,0.20454959053685168,0.32623941809713036,0.39238443397733735,0.4621212121212121,0.6117410121109345,0.42633451881175843,0.6611963582430588,0.4415098587457588,0.7620750569415753,0.39061703154324906
latent_variable_determination,unequal_group_sizes,0,ok,4.0,4.0,0.0,1.0,25.0,1.0,0.3238163664801731,0.5534330135623101,0.6761836335198268,0.3136176606412982,0.3138874151280956,0.32364220420449014,0.2650740670487697,0.15068484800576698,0.5771757028248796,0.5713264829646361,0.5326015325100644,0.5326283359496603,0.6752569717453605,0.6504509799769193,0.6887884914169349,0.6902380909400929,1.0,0.6097560975609756,0.7575757575757575,0.0,0.0,0.6097560975609756,0.47983045471583863,0.7240290627125328,0.3531968735331932,0.7666666666666666,0.9474472383812877,0.8985986433504849,0.8502502434627763,0.2630063540736123,0.759514687100894,0.6519985020179528
latent_variable_determination,unequal_group_sizes,1,ok,4.0,4.0,0.0,1.0,25.0,1.0,0.3240301031666166,0.5884758737784586,0.6759698968333834,0.31916652386450073,0.3187491279112188,0.3384062440972274,0.26027444997603594,0.15203098001074977,0.6180020072910659,0.5543171360791777,0.6340651754958373,0.5475191762477534,0.6227499121839328,0.6823679619943752,0.6885666238319688,0.7101950893232566,1.0,0.6097560975609756,0.7575757575757575,0.0,0.0,0.6097560975609756,0.47983045471583863,0.7240290627125328,0.3531968735331932,0.7666666666666666,0.9515484318617494,0.9064802921012459,0.8727658732470045,0.27925066590957415,0.5673472345531169,0.34066088013659646
latent_variable_determination,unequal_group_sizes,2,ok,4.0,4.0,0.0,1.0,25.0,1.0,0.31594038666932345,0.5504971489698606,0.6840596133306766,0.3081128290106467,0.308182622604517,0.31767404078557404,0.26289841142629244,0.16140394800459035,0.5751874549850676,0.5131898962131024,0.5595326355931602,0.5540786090881119,0.6455618805347412,0.6415520555727556,0.7345046414712855,0.714619875743924,1.0,0.6097560975609756,0.7575757575757575,0.0,0.0,0.6097560975609756,0.47983045471583863,0.7240290627125328,0.3531968735331932,0.7666666666666666,0.951293542494278,0.9059046126136331,0.8543149812023717,0.25973912380384956,0.6798607248794958,0.5267294792067012
latent_variable_determination,unequal_group_sizes,3,ok,4.0,4.0,0.0,1.0,26.0,1.0,0.2947662473153231,0.5446975992836876,0.705233752684677,0.2926226818359744,0.2921621394296368,0.29533011412460697,0.24873033722550747,0.19063718999677803,0.5510284067689788,0.5552910864596222,0.5149406450834014,0.5575302588227475,0.6884301521203204,0.6984199928168295,0.7160767122521557,0.7180081535494021,0.9615384615384616,0.6097560975609756,0.7462686567164178,0.038461538461538464,1.0,0.6097560975609756,0.47983045471583863,0.7240290627125328,0.34266693080869165,0.7041666666666666,0.9621997793253496,0.9261669748867665,0.8787403072820137,0.2690463002654317,0.5456914111906371,0.30420701419504603
latent_variable_determination,unequal_group_sizes,4,ok,4.0,4.0,0.0,1.0,37.0,1.0,0.3113663261548389,0.5411103944165274,0.688633673845161,0.3108607621347549,0.3097877906749049,0.3122034700608998,0.2586638215396099,0.17570331699971575,0.5921071835578547,0.518522382713153,0.5505743758743953,0.5032376355207067,0.6271510159558843,0.7055591187575581,0.6969330368671361,0.7248915238000657,0.918918918918919,0.8292682926829268,0.8717948717948718,0.08108108108108109,3.0,0.8292682926829268,0.6804505749830887,0.8315879575769921,0.5604793275106567,0.7375,0.936484800129947,0.8799901951561151,0.899473069504325,0.25378806316916036,0.7076673244139766,0.4623064648104186
latent_variable_determination,correlated_nuisance_features,0,ok,4.0,4.0,0.0,1.0,32.0,1.0,0.3050834340718515,0.535500380492242,0.6949165659281484,0.4713331256583739,0.30460845923950775,0.31287352929739676,0.2617595017015433,0.14293733499653172,0.5137894208666596,0.5473172615156503,0.531274741909034,0.549620097677624,0.6973517988478954,0.6755187359642942,0.7182469465091306,0.6885487823912737,1.0,1.0,1.0,0.0,0.0,1.0,0.9137771184869276,0.9305437585578182,0.9482113008124147,0.9409722222222222,0.8475335652143943,0.7275301818209283,0.8550603168406462,0.24885158352053466,0.9625,0.8148449947116061
latent_variable_determination,correlated_nuisance_features,1,ok,4.0,4.0,0.0,1.0,32.0,1.0,0.2765711562515837,0.5365754664176454,0.7234288437484163,0.448601211649851,0.2827163901254011,0.2848797809713911,0.24574975021960405,0.17098682399955578,0.5294575756239506,0.5250835498440165,0.5610964198084493,0.5306643203941652,0.7100436517885664,0.7133871209860754,0.7263286469078709,0.7439559553111526,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9727429039436719,0.9462346332961564,0.9970961058413492,0.226735556036426,0.874375,0.7435276675163298
latent_variable_determination,correlated_nuisance_features,2,ok,4.0,4.0,0.0,1.0,32.0,1.0,0.29939556254098043,0.5412663406880871,0.7006044374590196,0.4596442256633396,0.3044170503566093,0.30622934556230486,0.26540544398308474,0.1611490950017469,0.568275303768225,0.5548500998448138,0.5250487333958566,0.5168912257434528,0.694131683312069,0.6954872782509296,0.7135653788102485,0.6992334094628312,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9753371745378957,0.9512954724113276,0.9971101646045251,0.2264188304632825,0.9309475806451613,0.8361438567036327
latent_variable_determination,correlated_nuisance_features,3,ok,4.0,4.0,0.0,1.0,31.0,1.0,0.30371055579005857,0.5557669000590701,0.6962894442099414,0.495864221221673,0.3134575744699043,0.31076628277426577,0.25926611971864344,0.19434228099999018,0.5540371513469923,0.5525903311234636,0.5381350633590559,0.5783050544067687,0.7015356584818073,0.6978155741366373,0.6957822069013135,0.6900243373200077,1.0,0.96875,0.9841269841269841,0.0,0.0,0.96875,0.8761651131824234,0.9014303516513876,0.8870378277451711,0.9131944444444444,0.9645457745886803,0.9303924128505371,0.9717237070259804,0.2483699266496006,0.8547110215053764,0.6246679618131215
latent_variable_determination,correlated_nuisance_features,4,ok,4.0,4.0,0.0,1.0,32.0,1.0,0.30619263608014213,0.5453040991486152,0.6938073639198579,0.44728484478561886,0.30857583897810015,0.30885067984518416,0.2670754176663738,0.18452327499107923,0.5553454264168344,0.5244277994058074,0.5598360678402985,0.5416071029315205,0.6763986706967549,0.7100640835343311,0.6859316085687365,0.702835092879609,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.928041182340403,0.8623765655474819,0.9366686039607843,0.23253787740949722,0.9375,0.7612705648943633
latent_variable_determination,cross_loadings,0,ok,4.0,4.0,0.0,1.0,32.0,1.0,0.3120885427231835,0.5600306428033137,0.6879114572768165,0.30582182872818975,0.30570967725182874,0.3175643517333863,0.2690546976779626,0.14257217300473712,0.5578600953553224,0.5683085870588133,0.568612859584684,0.5453410292144351,0.7071921515574777,0.6559694982251256,0.6889006208963155,0.6995835584283472,1.0,1.0,1.0,0.0,0.0,1.0,0.8229224249124747,0.8594553793107826,0.8934289805144306,0.8875,0.8192562144646103,0.6761583527812918,0.8344944492110105,0.23640407670587904,0.9875,0.7557083040630038
latent_variable_determination,cross_loadings,1,ok,4.0,4.0,0.0,1.0,16.0,1.0,0.35684045788539376,0.6085863248124291,0.6431595421146062,0.30916780127987675,0.3084741947027749,0.3169046744006707,0.2721009768454784,0.1287257569929352,0.6086023859168052,0.6151317738377768,0.6247991868891588,0.5858119526059758,0.6740508795532114,0.5999014921352672,0.665398046974758,0.6332877497951883,1.0,0.5,0.6666666666666666,0.0,0.0,0.5,0.12027027027027028,0.40998173371136704,0.16028878017989584,0.41666666666666663,0.8915416583250231,0.7951282350593623,0.6253517176382131,0.34364492559522586,0.47200545830980617,0.34414633262318156
latent_variable_determination,cross_loadings,2,ok,4.0,4.0,0.0,1.0,31.0,1.0,0.29320218794691055,0.5630349850189633,0.7067978120530894,0.2911151666405519,0.29088788335065835,0.30436592993344636,0.25612437897028706,0.13318630499998108,0.6001877651348735,0.5030112524584609,0.5708422251885207,0.5780986972939984,0.6900433724677719,0.7108122209866943,0.7174375729936576,0.7088980817642341,1.0,0.96875,0.9841269841269841,0.0,0.0,0.96875,0.6308826308826309,0.7036194563134673,0.7443593309744971,0.7513888888888889,0.8573023990142222,0.7382702872806914,0.8357288100420448,0.24905415510197632,0.9551344086021505,0.6671670154853606
latent_variable_determination,cross_loadings,3,ok,4.0,4.0,0.0,1.0,28.0,1.0,0.3314724091650254,0.5748219028668694,0.6685275908349746,0.3173991029211072,0.3170877361176836,0.32418394337426787,0.2768006211044987,0.12541838000470307,0.5804162218688698,0.6092334060363017,0.5282878319352776,0.5813501516270282,0.66361883151588,0.6804688869010312,0.6653098052844102,0.6647128396385769,1.0,0.875,0.9333333333333333,0.0,0.0,0.875,0.6799046862589356,0.7496687004779173,0.6737120940371403,0.7388888888888889,0.8323948486532626,0.712202215373442,0.8089606505492428,0.27092112164644633,0.829220430107527,0.5681969142337759
latent_variable_determination,cross_loadings,4,ok,4.0,4.0,0.0,1.0,28.0,1.0,0.2948910000979631,0.5469997556431728,0.705108999902037,0.28384226622388153,0.28423899615230563,0.29413542345406835,0.24985813953032524,0.12645247799810022,0.5520241346009754,0.5346836093575298,0.5750962524701274,0.5261950261440589,0.7199664544904019,0.7072537157248036,0.6940423237149697,0.6991735056779727,1.0,0.875,0.9333333333333333,0.0,0.0,0.875,0.5766871165644172,0.6605474768638823,0.6190184429191995,0.7118055555555556,0.9311861870686402,0.8680656990500192,0.8646074436774571,0.24175283052405677,0.7883333333333333,0.5493538355408849
latent_variable_determination,high_dimensional,0,ok,4.0,4.0,0.0,1.0,77.0,1.0,0.2908416434015132,0.5247854384180471,0.7091583565984867,0.28075935285829007,0.2808265442050563,0.30631262507041557,0.2731218162323168,0.561661590996664,0.5694844134320773,0.5130052804807623,0.49585583591563803,0.520796223843711,0.7017344257448794,0.7162697356893994,0.7313515057315674,0.687277759228101,1.0,0.6416666666666667,0.7817258883248732,0.0,0.0,0.6416666666666667,0.3820330070223522,0.5650139140888166,0.48907604970856416,0.6161458333333333,0.9854486868665042,0.9711237446577313,0.8106875461150354,0.15642126285482025,0.5039526373418407,0.40913186182604033
latent_variable_determination,high_dimensional,1,ok,4.0,4.0,0.0,1.0,47.0,1.0,0.3118514584252616,0.554176713535033,0.6881485415747384,0.2809962880484449,0.28167876660834323,0.3048674508942828,0.26813177978646796,0.5759738560009282,0.6459628736339905,0.539199863609141,0.5472929719419237,0.48425114495507676,0.6321410705578572,0.6924726430682878,0.7452870089024968,0.6826934437703118,1.0,0.39166666666666666,0.562874251497006,0.0,0.0,0.39166666666666666,0.09320247334777078,0.32952757990803905,0.23850240169774242,0.30049019607843136,0.8442933566380167,0.7146424122742381,0.5388106786600224,0.23605218498397607,0.345558267075897,0.32874061428585843
latent_variable_determination,high_dimensional,2,ok,4.0,4.0,0.0,1.0,79.0,1.0,0.2792961939681662,0.5482252685558864,0.7207038060318338,0.27153244180653435,0.27313346738801425,0.29860787038965664,0.26058870685585134,0.6421769559965469,0.5412629786445458,0.5121743999622553,0.5556360991285295,0.5838275964882148,0.7313202277523481,0.7496420498390866,0.7137450515959787,0.6881078949399217,1.0,0.6583333333333333,0.7939698492462312,0.0,0.0,0.6583333333333333,0.4335039251557326,0.6208574046603494,0.5144409012164258,0.6583333333333332,0.9917920748787752,0.9836550601603994,0.8294044189821568,0.14434515338345505,0.5103005723857679,0.4187237193928737
