method,scenario,seed,status,global_search_p,critical_score,n_true_breaks_all,n_true_breaks_slope,n_raw_breaks,n_slope_breaks,segment_ari,segment_nmi,segment_row_accuracy,boundary_displacement,relative_coefficient_error,intercept_error,joint_test_loss_pooled,joint_test_loss_segmented,joint_test_loss_oracle,oracle_improvement_recovered,false_slope_attribution,runtime_seconds,raw_break_precision,raw_break_recall,raw_break_f1,raw_break_fdr,raw_break_count_error,raw_break_exact_set,raw_break_localization_mae,raw_break_localization_median,raw_break_localization_rmse,raw_break_localization_normalized,raw_break_any_detection,slope_break_precision,slope_break_recall,slope_break_f1,slope_break_fdr,slope_break_count_error,slope_break_exact_set,slope_break_localization_mae,slope_break_localization_median,slope_break_localization_rmse,slope_break_localization_normalized,slope_break_any_detection,bootstrap_break_jaccard,bootstrap_any_break_frequency,bootstrap_mean_break_count,bootstrap_detected_break_frequency,bootstrap_location_interval_width,bootstrap_location_ci_coverage,slope_0pct_precision,slope_0pct_recall,slope_0pct_f1,slope_0pct_fdr,slope_0pct_count_error,slope_0pct_exact_set,slope_0pct_localization_mae,slope_0pct_localization_median,slope_0pct_localization_rmse,slope_0pct_localization_normalized,slope_0pct_any_detection,slope_2pct_precision,slope_2pct_recall,slope_2pct_f1,slope_2pct_fdr,slope_2pct_count_error,slope_2pct_exact_set,slope_2pct_localization_mae,slope_2pct_localization_median,slope_2pct_localization_rmse,slope_2pct_localization_normalized,slope_2pct_any_detection,slope_5pct_precision,slope_5pct_recall,slope_5pct_f1,slope_5pct_fdr,slope_5pct_count_error,slope_5pct_exact_set,slope_5pct_localization_mae,slope_5pct_localization_median,slope_5pct_localization_rmse,slope_5pct_localization_normalized,slope_5pct_any_detection
temporal_split_detection,variance_only_break,0,ok,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.10889601886868641,0.07669309881587907,0.5325260576723779,0.5325260576723779,0.5360695812403372,-0.0,0.0,0.37210068000422325,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,variance_only_break,1,ok,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.16134865355514105,0.052397652954737986,0.5685729166664428,0.5685729166664428,0.5833442707328074,-0.0,0.0,0.5628032649983652,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,variance_only_break,2,ok,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.11419687538756648,0.02802754345037346,0.47039757577946767,0.47039757577946767,0.47760134167656454,-0.0,0.0,0.5509849259979092,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,variance_only_break,3,ok,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.13536024902098265,0.05412887094450853,0.49279963615352457,0.49279963615352457,0.5021966988722322,-0.0,0.0,0.4366641829983564,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,variance_only_break,4,ok,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.09010548100220005,0.03588517433855384,0.4963226799658398,0.4963226799658398,0.5042092583561147,-0.0,0.0,0.4893074669962516,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,feature_shift_only,0,ok,0.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.061989888429888826,0.05914096788683858,0.2883556268269582,0.2883556268269582,0.2883556268269582,,0.0,0.3387136880046455,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,feature_shift_only,1,ok,0.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.10174911134003271,0.044108459614393115,0.32094018929151175,0.32094018929151175,0.32094018929151175,,0.0,0.1987563550064806,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,feature_shift_only,2,ok,0.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.06535381844642435,0.021700381028804425,0.21587105786275718,0.21587105786275718,0.21587105786275718,,0.0,0.21330343298905063,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,feature_shift_only,3,ok,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.09111359015487377,0.034085053245379276,0.2690257706440489,0.2690257706440489,0.2690257706440489,,0.0,0.2168596279952908,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,feature_shift_only,4,ok,0.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.06395717694936415,0.029751889086398527,0.2862870135878021,0.2862870135878021,0.2862870135878021,,0.0,0.20815829900675453,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,global_nonlinear_correct,0,ok,0.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,0.31139198504517046,0.31139198504517046,0.31139198504517046,,0.0,0.307799554997473,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,global_nonlinear_correct,1,ok,0.65,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,0.29372787098149283,0.29372787098149283,0.29372787098149283,,0.0,0.20977112499531358,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,global_nonlinear_correct,2,ok,0.95,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,0.31222467458874875,0.31222467458874875,0.31222467458874875,,0.0,0.21901326799707022,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,global_nonlinear_correct,3,ok,0.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,0.36772021512550196,0.36772021512550196,0.36772021512550196,,0.0,0.20360026699199807,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,global_nonlinear_correct,4,ok,0.15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,0.2638631843894348,0.2638631843894348,0.2638631843894348,,0.0,0.20432589799747802,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,misspecified_local_model,0,ok,0.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,0.9563418172291516,0.9563418172291516,0.9563418172291516,,0.0,0.20716279599582776,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,misspecified_local_model,1,ok,0.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,0.9691593739572703,0.9691593739572703,0.9691593739572703,,0.0,0.2092183280037716,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,misspecified_local_model,2,ok,0.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,0.9553606537413352,0.9553606537413352,0.9553606537413352,,0.0,0.21397700799570885,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,misspecified_local_model,3,ok,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,0.9443023088466808,0.9443023088466808,0.9443023088466808,,0.0,0.20609964500181377,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,misspecified_local_model,4,ok,0.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,0.9551639042012768,0.9551639042012768,0.9551639042012768,,0.0,0.2344447920040693,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0
temporal_split_detection,strong_temporal_dependence,0,ok,0.05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16973852149908542,0.13003095150966237,0.4800811845826471,0.407104177323482,0.407104177323482,1.0,0.0,0.2674228090036195,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
temporal_split_detection,strong_temporal_dependence,1,ok,0.05,0.0,1.0,1.0,1.0,1.0,0.9023373648103478,0.8557693561998527,0.975,0.025000000000000022,0.18581549790120097,0.10765650435895471,0.40667399341941324,0.3460967570237643,0.3364219257856415,0.8622840357018633,0.0,0.22736534800787922,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0,15.0,15.0,0.025,1.0
temporal_split_detection,strong_temporal_dependence,2,ok,0.05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.15207186877408974,0.06374397920882774,0.30131346792731234,0.2501617927746578,0.2501617927746578,1.0,0.0,0.22418837000441272,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
temporal_split_detection,strong_temporal_dependence,3,ok,0.05,0.0,1.0,1.0,1.0,1.0,0.9668891829760391,0.9387478727103401,0.9916666666666667,0.008333333333333304,0.15610375715154673,0.11747692847715047,0.41018831968941427,0.34661477250878514,0.3463383420811166,0.9956706260828408,0.0,0.2321812379959738,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,0.6,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0
temporal_split_detection,strong_temporal_dependence,4,ok,0.05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.15687767384015947,0.06984684798888363,0.3217229247864954,0.2824300317526734,0.2824300317526734,1.0,0.0,0.2180603640008485,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
temporal_split_detection,short_segment,0,ok,0.05,0.0,1.0,1.0,1.0,1.0,0.9525855732588513,0.8983049001888411,0.9916666666666667,0.008333333333333304,0.1690771238498561,0.1573880570621238,0.390308700267372,0.369205470865168,0.36730459519645703,0.9173679800691618,0.0,0.2285708959971089,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0
temporal_split_detection,short_segment,1,ok,0.05,0.0,1.0,1.0,1.0,1.0,0.9525855732588513,0.8983049001888411,0.9916666666666667,0.008333333333333304,0.17386466223432284,0.06043203404653302,0.24120370582733217,0.22449985667567965,0.22179537059663754,0.8606533715078808,0.0,0.20619182799418923,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0
temporal_split_detection,short_segment,2,ok,0.05,0.0,1.0,1.0,1.0,1.0,0.9525855732588513,0.8983049001888411,0.9916666666666667,0.008333333333333304,0.0869861859408642,0.031582978816578997,0.188428566136843,0.17202399076045383,0.17114869673015423,0.9493460274670373,0.0,0.2178243329981342,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0
temporal_split_detection,short_segment,3,ok,0.05,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.875,0.125,0.10178198140318452,0.02043886791677205,0.2449170112755464,0.2449170112755464,0.22657590808069206,0.0,0.0,0.21134170299046673,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0
temporal_split_detection,short_segment,4,ok,0.05,0.0,1.0,1.0,1.0,1.0,0.9525855732588513,0.8983049001888411,0.9916666666666667,0.008333333333333304,0.13360625453158045,0.0787786753952045,0.23054300501729166,0.21534437758397473,0.21436783962571607,0.9396273277819298,0.0,0.21423092400073074,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0
temporal_split_detection,gradual_drift,0,ok,0.05,0.0,1.0,1.0,1.0,1.0,0.8400125416603765,0.7900575401876586,0.9583333333333334,0.04166666666666663,,,0.4103649970850402,0.3489021629064959,0.3433001119495375,0.916468194262324,0.0,0.2057952899922384,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,25.0,25.0,25.0,0.041666666666666664,1.0
temporal_split_detection,gradual_drift,1,ok,0.05,0.0,1.0,1.0,1.0,1.0,0.8708965373724461,0.8214296888424342,0.9666666666666667,0.033333333333333326,,,0.32297211277679266,0.26597401679089516,0.2629477427787615,0.9495825776724863,0.0,0.2209289980091853,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,20.0,20.0,20.0,0.03333333333333333,1.0
temporal_split_detection,gradual_drift,2,ok,0.05,0.0,1.0,1.0,1.0,1.0,0.9343349417782576,0.8941355940977418,0.9833333333333333,0.01666666666666672,,,0.24363502711031274,0.20286422636554802,0.20168180374006558,0.9718156906551072,0.0,0.21604236100392882,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,10.0,0.016666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,10.0,0.016666666666666666,1.0
temporal_split_detection,gradual_drift,3,ok,0.05,0.0,1.0,1.0,1.0,1.0,0.9668891829760391,0.9387478727103401,0.9916666666666667,0.008333333333333304,,,0.30601321606025716,0.2523288866395709,0.2535545086676055,1.023363557528416,0.0,0.20975118099886458,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,0.4,1.0,1.0,0.6,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.008333333333333333,1.0
temporal_split_detection,gradual_drift,4,ok,0.05,0.0,1.0,1.0,1.0,1.0,0.9343349417782576,0.8941355940977418,0.9833333333333333,0.01666666666666672,,,0.28601328177109425,0.24579593369085195,0.24579144306915168,0.9998883536445574,0.0,0.21086311800172552,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,10.0,0.016666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,10.0,0.016666666666666666,1.0
