method,scenario,seed,status,split_detected,n_true_splits,n_detected_splits,selected_root_feature,root_feature_exact_hit,root_feature_proxy_family_hit,permutation_p,feature_precision,feature_recall,feature_f1,feature_fdr,split_count_absolute_error,threshold_mae_iqr,regime_ari,regime_nmi,regime_row_accuracy,minimum_leaf_fraction,relative_parameter_error,intercept_error,joint_test_loss_pooled,joint_test_loss_partitioned,joint_test_loss_predictive_tree,joint_test_loss_oracle,delta_loss_pooled,oracle_improvement_recovered,rmse,runtime_seconds,bootstrap_support_jaccard,bootstrap_threshold_median,bootstrap_threshold_q05,bootstrap_threshold_q95,bootstrap_leaf_count_mode,bootstrap_root_frequency_X1,bootstrap_root_frequency_X2,bootstrap_root_frequency_X3,bootstrap_root_frequency_X4,bootstrap_root_frequency_X5,bootstrap_root_frequency_X6,bootstrap_root_frequency_X7,bootstrap_root_frequency_X8,bootstrap_root_frequency_X9,bootstrap_root_frequency_X10,bootstrap_root_frequency_X11,bootstrap_root_frequency_X12,bootstrap_root_frequency_X13,bootstrap_root_frequency_X14,bootstrap_root_frequency_X15,bootstrap_root_frequency_X16,bootstrap_root_frequency_X17,bootstrap_root_frequency_X18,bootstrap_root_frequency_X19,bootstrap_root_frequency_X20
causal_model_determination,global_nonlinearity_misspecified,0,ok,1.0,0.0,3.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,1.0,3.0,,0.0,0.0,0.37,0.06714285714285714,,,0.9675898841872425,0.2846622126344751,0.5781987180958316,0.9675898841872425,0.6829276715527673,,0.559977299523933,2.200071592000313,1.0,-0.15241693926964564,-0.2069077146771305,0.005719408912760921,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
causal_model_determination,global_nonlinearity_misspecified,1,ok,1.0,0.0,3.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,1.0,3.0,,0.0,0.0,0.4257142857142857,0.04285714285714286,,,0.948828935108193,0.2948815888026003,0.5702737416639736,0.948828935108193,0.6539473463055927,,0.5306976061384542,2.181868758998462,1.0,-0.23143407710585337,-0.3350497702028694,-0.10596863223487299,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
causal_model_determination,global_nonlinearity_misspecified,2,ok,1.0,0.0,3.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,1.0,3.0,,0.0,0.0,0.41,0.07857142857142857,,,0.9469759300604691,0.3071133516155243,0.5262943271854312,0.9469759300604691,0.6398625784449448,,0.5556724567151722,2.244238931001746,1.0,-0.09024400787323772,-0.19662073800853716,-0.028864819275779722,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
causal_model_determination,global_nonlinearity_misspecified,3,ok,1.0,0.0,3.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,1.0,3.0,,0.0,0.0,0.46,0.06142857142857143,,,0.9358813261617723,0.32634674888509957,0.5679911127709674,0.9358813261617723,0.6095345772766727,,0.5754312919410544,2.3332335450104438,1.0,0.21193158954401947,-0.04741631208288832,0.23727053979602816,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
causal_model_determination,global_nonlinearity_misspecified,4,ok,1.0,0.0,3.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,1.0,3.0,,0.0,0.0,0.39571428571428574,0.06571428571428571,,,0.9511204492098333,0.3024068726947026,0.5540906481168403,0.9511204492098333,0.6487135765151306,,0.5295683720084521,2.194861222000327,1.0,-0.16447878718485154,-0.22807580725014356,-0.0726546682648945,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
causal_model_determination,main_effect_distractor,0,ok,0.0,0.0,0.0,-1.0,0.0,0.0,0.25,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.028894604112255105,0.016430951531536703,0.10348265866121531,0.10348265908465043,0.29468561277974453,0.10348265866121531,-4.234351203002973e-10,,0.3142086014212888,1.0279485110077076,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
causal_model_determination,main_effect_distractor,1,ok,0.0,0.0,0.0,-1.0,0.0,0.0,0.25,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.023269494152622743,0.014646773611652578,0.0702360053491879,0.07023600583733529,0.262953070541701,0.0702360053491879,-4.881473836260142e-10,,0.265435140823531,1.1261302739876555,0.6,0.5201222967278949,0.5201222967278949,0.5201222967278949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
causal_model_determination,main_effect_distractor,2,ok,0.0,0.0,0.0,-1.0,0.0,0.0,0.9,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.036448971176674706,0.01483855808685966,0.07393614057069411,0.07393614046852771,0.32453799839994923,0.07393614057069411,1.0216640033977598e-10,,0.26041284502376916,1.106714995999937,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
causal_model_determination,main_effect_distractor,3,ok,0.0,0.0,0.0,-1.0,0.0,0.0,0.45,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.041719822004681106,0.023020772480166346,0.07586388732591469,0.07586388600216372,0.29625159689286545,0.07586388732591469,1.3237509699504102e-09,,0.2595949351989368,1.0955705359956482,0.6,-1.073984781956819,-1.073984781956819,-1.073984781956819,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
causal_model_determination,main_effect_distractor,4,ok,0.0,0.0,0.0,-1.0,0.0,0.0,0.7,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.032500885753019175,0.035076300285652375,0.07431244546934133,0.07431244516545744,0.2699124536708784,0.07431244546934133,3.0388389027358187e-10,,0.27783994520855526,1.4105344940035138,0.3,-0.38066131675714293,-0.9294543019308636,0.1681316684165778,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
causal_model_determination,variance_only_change,0,ok,0.0,0.0,0.0,-1.0,0.0,0.0,0.05,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.12566042362671784,0.039753620654653744,0.6776117056550065,0.677611704800143,0.8595980965230261,0.6776117056550065,8.548635133109883e-10,,0.8025796928957654,1.31215356499888,0.4,0.8526740627026471,0.8233396814944337,0.8820084439108605,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
causal_model_determination,variance_only_change,1,ok,0.0,0.0,0.0,-1.0,0.0,0.0,0.35,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.10098232950830825,0.039966322524543144,0.6112551560510794,0.6112551554691019,0.805344018921815,0.6112551560510794,5.81977466218575e-10,,0.7649398766771345,1.167256515007466,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
causal_model_determination,variance_only_change,2,ok,0.0,0.0,0.0,-1.0,0.0,0.0,0.85,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.10606473158872579,0.030820958587843436,0.45165257466960035,0.4516525746135251,0.6265362192976723,0.45165257466960035,5.607525555006987e-11,,0.6594616997559501,1.1193793199927313,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
causal_model_determination,variance_only_change,3,ok,0.0,0.0,0.0,-1.0,0.0,0.0,0.6,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.12739211019242294,0.0451766151654709,0.40023633194216385,0.40023633094275085,0.6319330329407283,0.40023633194216385,9.994129968049492e-10,,0.6368193660728244,1.0809929139941232,0.6,-0.3666163259794234,-0.3666163259794234,-0.3666163259794234,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
causal_model_determination,variance_only_change,4,ok,0.0,0.0,0.0,-1.0,0.0,0.0,0.25,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.12421375322122928,0.07294373239968649,0.5693818360641676,0.5693818344092102,0.7986986001554305,0.5693818360641676,1.654957393348866e-09,,0.7217892154232627,0.97749389699311,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
