scenario,seed,probe,original_estimate,transformed_estimate,expected_transformed_estimate,absolute_equivariance_error,relative_equivariance_error
ate_linear,86000006,negative_outcome_scaling,0.44862300157546997,-0.7114872932434082,-0.672934502363205,0.03855279088020325,0.05729055464508644
ate_linear,86000006,treatment_recoding,0.44862300157546997,-0.4770905375480652,-0.44862300157546997,0.028467535972595215,0.063455364242634
ate_linear,86000006,irrelevant_feature_insertion,0.44862300157546997,0.44373390078544617,0.44862300157546997,0.004889100790023804,0.010898016314041649
ate_linear,86000006,near_duplicate_feature,0.44862300157546997,0.45008161664009094,0.44862300157546997,0.0014586150646209717,0.0032513158253112775
ate_linear,86000006,near_constant_feature,0.44862300157546997,0.44928067922592163,0.44862300157546997,0.0006576776504516602,0.0014659918197284447
ate_linear,86000007,row_permutation,0.6651034355163574,0.6651034355163574,0.6651034355163574,0.0,0.0
ate_linear,86000007,covariate_permutation,0.6651034355163574,0.6651034355163574,0.6651034355163574,0.0,0.0
ate_linear,86000007,outcome_translation,0.6651034355163574,0.6651034355163574,0.6651034355163574,0.0,0.0
ate_linear,86000007,positive_outcome_scaling,0.6651034355163574,1.662758708000183,1.6627585887908936,1.1920928955078125e-07,7.169368443164473e-08
ate_linear,86000007,negative_outcome_scaling,0.6651034355163574,-1.006318211555481,-0.9976551532745361,0.008663058280944824,0.008683419568886757
ate_linear,86000007,treatment_recoding,0.6651034355163574,-0.6668660640716553,-0.6651034355163574,0.0017626285552978516,0.0026501570450157474
ate_linear,86000007,irrelevant_feature_insertion,0.6651034355163574,0.4740857779979706,0.6651034355163574,0.19101765751838684,0.28719992608381134
ate_linear,86000007,near_duplicate_feature,0.6651034355163574,0.6640415191650391,0.6651034355163574,0.0010619163513183594,0.0015966183522927281
ate_linear,86000007,near_constant_feature,0.6651034355163574,0.6655306816101074,0.6651034355163574,0.00042724609375,0.0006423754125075369
ate_linear,86000008,row_permutation,1.5808628797531128,1.5808629989624023,1.5808628797531128,1.1920928955078125e-07,7.54077352802404e-08
ate_linear,86000008,covariate_permutation,1.5808628797531128,1.5808628797531128,1.5808628797531128,0.0,0.0
ate_linear,86000008,outcome_translation,1.5808628797531128,1.5808628797531128,1.5808628797531128,0.0,0.0
ate_linear,86000008,positive_outcome_scaling,1.5808628797531128,3.952157497406006,3.952157199382782,2.980232238769531e-07,7.54077352802404e-08
ate_linear,86000008,negative_outcome_scaling,1.5808628797531128,-2.374979257583618,-2.371294319629669,0.0036849379539489746,0.0015539774727434342
ate_linear,86000008,treatment_recoding,1.5808628797531128,-1.5829410552978516,-1.5808628797531128,0.0020781755447387695,0.001314583049140431
ate_linear,86000008,irrelevant_feature_insertion,1.5808628797531128,1.5728756189346313,1.5808628797531128,0.007987260818481445,0.005052469079246668
ate_linear,86000008,near_duplicate_feature,1.5808629989624023,1.581174612045288,1.5808629989624023,0.0003116130828857422,0.00019711580515849197
ate_linear,86000008,near_constant_feature,1.5808628797531128,1.581268548965454,1.5808628797531128,0.0004056692123413086,0.0002566125231586581
ate_linear,86000009,row_permutation,-1.5402400493621826,-1.540239930152893,-1.5402400493621826,1.1920928955078125e-07,7.739656529522533e-08
ate_linear,86000009,covariate_permutation,-1.5402400493621826,-1.540239930152893,-1.5402400493621826,1.1920928955078125e-07,7.739656529522533e-08
ate_linear,86000009,outcome_translation,-1.5402400493621826,-1.5402400493621826,-1.5402400493621826,0.0,0.0
ate_linear,86000009,positive_outcome_scaling,-1.5402400493621826,-3.850600004196167,-3.8506001234054565,1.1920928955078125e-07,3.095862611809013e-08
ate_linear,86000009,negative_outcome_scaling,-1.5402400493621826,2.3056726455688477,2.310360074043274,0.0046874284744262695,0.002028873562649037
ate_linear,86000009,treatment_recoding,-1.5402400493621826,1.5354593992233276,1.5402400493621826,0.0047806501388549805,0.0031038344580344213
ate_linear,86000009,irrelevant_feature_insertion,-1.5402400493621826,-1.5799028873443604,-1.5402400493621826,0.039662837982177734,0.02575107561876619
ate_linear,86000009,near_duplicate_feature,-1.540239930152893,-1.539747953414917,-1.540239930152893,0.0004919767379760742,0.0003194156496950691
ate_linear,86000009,near_constant_feature,-1.5402400493621826,-1.5401499271392822,-1.5402400493621826,9.012222290039062e-05,5.8511803363190346e-05
ate_linear,86000010,row_permutation,0.8781481981277466,0.8781481981277466,0.8781481981277466,0.0,0.0
ate_linear,86000010,covariate_permutation,0.8781481981277466,0.8781481981277466,0.8781481981277466,0.0,0.0
ate_linear,86000010,outcome_translation,0.8781481981277466,0.8781481981277466,0.8781481981277466,0.0,0.0
ate_linear,86000010,positive_outcome_scaling,0.8781481981277466,2.1953701972961426,2.1953704953193665,2.980232238769531e-07,1.3575076485374687e-07
ate_linear,86000010,negative_outcome_scaling,0.8781481981277466,-1.2955858707427979,-1.3172222971916199,0.02163642644882202,0.01642579729704842
ate_linear,86000010,treatment_recoding,0.8781481981277466,-0.8611535429954529,-0.8781481981277466,0.0169946551322937,0.019352832663697434
ate_linear,86000010,irrelevant_feature_insertion,0.8781481981277466,0.8894432187080383,0.8781481981277466,0.011295020580291748,0.01286231709451009
ate_linear,86000010,near_duplicate_feature,0.8781481981277466,0.8815909624099731,0.8781481981277466,0.0034427642822265625,0.0039204820889762095
ate_linear,86000010,near_constant_feature,0.8781481981277466,0.8781444430351257,0.8781481981277466,3.7550926208496094e-06,4.276149092893026e-06
ate_linear,86000011,row_permutation,1.7671284675598145,1.7671284675598145,1.7671284675598145,0.0,0.0
ate_linear,86000011,covariate_permutation,1.7671284675598145,1.767128348350525,1.7671284675598145,1.1920928955078125e-07,6.745932270300332e-08
ate_linear,86000011,outcome_translation,1.7671284675598145,1.7671284675598145,1.7671284675598145,0.0,0.0
ate_linear,86000011,positive_outcome_scaling,1.7671284675598145,4.417820930480957,4.417821168899536,2.384185791015625e-07,5.3967458162402656e-08
ate_linear,86000011,negative_outcome_scaling,1.7671284675598145,-2.6520352363586426,-2.6506927013397217,0.0013425350189208984,0.0005064845948541489
ate_linear,86000011,treatment_recoding,1.7671284675598145,-1.7680152654647827,-1.7671284675598145,0.0008867979049682617,0.0005018299015876416
ate_linear,86000011,irrelevant_feature_insertion,1.7671284675598145,1.761305332183838,1.7671284675598145,0.0058231353759765625,0.003295252995396306
ate_linear,86000011,near_duplicate_feature,1.7671284675598145,1.7673335075378418,1.7671284675598145,0.00020503997802734375,0.0001160300350491657
ate_linear,86000011,near_constant_feature,1.7671284675598145,1.767164945602417,1.7671284675598145,3.647804260253906e-05,2.0642552747119014e-05
ate_linear,86000012,row_permutation,0.5760164260864258,0.5760163068771362,0.5760164260864258,1.1920928955078125e-07,2.0695467030465383e-07
ate_linear,86000012,covariate_permutation,0.5760164260864258,0.576016366481781,0.5760164260864258,5.960464477539063e-08,1.0347733515232692e-07
ate_linear,86000012,outcome_translation,0.5760164260864258,0.576016366481781,0.5760164260864258,5.960464477539063e-08,1.0347733515232692e-07
ate_linear,86000012,positive_outcome_scaling,0.5760164260864258,1.440040946006775,1.4400410652160645,1.1920928955078125e-07,8.278186812186154e-08
ate_linear,86000012,negative_outcome_scaling,0.5760164260864258,-0.8736501932144165,-0.8640246391296387,0.009625554084777832,0.011140369902499515
ate_linear,86000012,treatment_recoding,0.5760164260864258,-0.581673800945282,-0.5760164260864258,0.005657374858856201,0.009821551265983108
ate_linear,86000012,irrelevant_feature_insertion,0.5760164260864258,0.567339301109314,0.5760164260864258,0.008677124977111816,0.015064023496805449
ate_linear,86000012,near_duplicate_feature,0.5760164260864258,0.5762181878089905,0.5760164260864258,0.00020176172256469727,0.00035027077949062663
ate_linear,86000012,near_constant_feature,0.5760164260864258,0.5760684013366699,0.5760164260864258,5.1975250244140625e-05,9.023223625282907e-05
ate_linear,86000013,row_permutation,0.2636137902736664,0.263613760471344,0.2636137902736664,2.9802322387695312e-08,1.1305297176128955e-07
ate_linear,86000013,covariate_permutation,0.2636137902736664,0.2636137902736664,0.2636137902736664,0.0,0.0
ate_linear,86000013,outcome_translation,0.2636137902736664,0.2636137902736664,0.2636137902736664,0.0,0.0
ate_linear,86000013,positive_outcome_scaling,0.2636137902736664,0.6590344905853271,0.659034475684166,1.4901161193847656e-08,2.261059435225791e-08
ate_linear,86000013,negative_outcome_scaling,0.2636137902736664,-0.4038925766944885,-0.3954206854104996,0.008471891283988953,0.02142500783739727
ate_linear,86000013,treatment_recoding,0.2636137902736664,-0.26852232217788696,-0.2636137902736664,0.004908531904220581,0.018620163607999674
ate_linear,86000013,irrelevant_feature_insertion,0.2636137902736664,0.256382018327713,0.2636137902736664,0.007231771945953369,0.027433208021651
ate_linear,86000013,near_duplicate_feature,0.2636137902736664,0.2638930082321167,0.2636137902736664,0.0002792179584503174,0.0010591932924315219
ate_linear,86000013,near_constant_feature,0.2636137902736664,0.26384860277175903,0.2636137902736664,0.00023481249809265137,0.0008907443645072004
ate_linear,86000014,row_permutation,-0.2881651520729065,-0.2881651520729065,-0.2881651520729065,0.0,0.0
ate_linear,86000014,covariate_permutation,-0.2881651520729065,-0.2881651818752289,-0.2881651520729065,2.9802322387695312e-08,1.0342097985586839e-07
ate_linear,86000014,outcome_translation,-0.2881651520729065,-0.2881651222705841,-0.2881651520729065,2.9802322387695312e-08,1.0342097985586839e-07
ate_linear,86000014,positive_outcome_scaling,-0.2881651520729065,-0.7204129099845886,-0.7204128801822662,2.9802322387695312e-08,4.1368391942347354e-08
ate_linear,86000014,negative_outcome_scaling,-0.2881651520729065,0.4344528615474701,0.43224772810935974,0.0022051334381103516,0.005101550094330276
ate_linear,86000014,treatment_recoding,-0.2881651520729065,0.28929612040519714,0.2881651520729065,0.0011309683322906494,0.0039247227645503495
ate_linear,86000014,irrelevant_feature_insertion,-0.2881651520729065,-0.2606334984302521,-0.2881651520729065,0.02753165364265442,0.09554123197966992
ate_linear,86000014,near_duplicate_feature,-0.2881651520729065,-0.2882411479949951,-0.2881651520729065,7.599592208862305e-05,0.00026372349863246436
ate_linear,86000014,near_constant_feature,-0.2881651520729065,-0.2882136404514313,-0.2881651520729065,4.8488378524780273e-05,0.00016826593422549787
ate_linear,86000015,row_permutation,-1.31007719039917,-1.31007719039917,-1.31007719039917,0.0,0.0
ate_linear,86000015,covariate_permutation,-1.31007719039917,-1.3100773096084595,-1.31007719039917,1.1920928955078125e-07,9.099409593907909e-08
ate_linear,86000015,outcome_translation,-1.31007719039917,-1.3100773096084595,-1.31007719039917,1.1920928955078125e-07,9.099409593907909e-08
ate_linear,86000015,positive_outcome_scaling,-1.31007719039917,-3.275192975997925,-3.275192975997925,0.0,0.0
ate_linear,86000015,negative_outcome_scaling,-1.31007719039917,1.9635952711105347,1.9651157855987549,0.0015205144882202148,0.0007737531291353026
ate_linear,86000015,treatment_recoding,-1.31007719039917,1.3042962551116943,1.31007719039917,0.005780935287475586,0.004412667688469702
ate_linear,86000015,irrelevant_feature_insertion,-1.31007719039917,-1.3412247896194458,-1.31007719039917,0.03114759922027588,0.02377539235744228
ate_linear,86000015,near_duplicate_feature,-1.31007719039917,-1.3097846508026123,-1.31007719039917,0.0002925395965576172,0.00022329951143450007
ate_linear,86000015,near_constant_feature,-1.310077428817749,-1.3104676008224487,-1.310077428817749,0.00039017200469970703,0.0002978236218082234
ate_linear,86000016,row_permutation,0.6010492444038391,0.6010493636131287,0.6010492444038391,1.1920928955078125e-07,1.9833531222391104e-07
ate_linear,86000016,covariate_permutation,0.6010492444038391,0.6010492444038391,0.6010492444038391,0.0,0.0
ate_linear,86000016,outcome_translation,0.6010492444038391,0.6010492444038391,0.6010492444038391,0.0,0.0
ate_linear,86000016,positive_outcome_scaling,0.6010492444038391,1.5026233196258545,1.5026231110095978,2.086162567138672e-07,1.3883471855673773e-07
ate_linear,86000016,negative_outcome_scaling,0.6010492444038391,-0.9491418600082397,-0.9015738666057587,0.04756799340248108,0.052761060590148706
ate_linear,86000016,treatment_recoding,0.6010492444038391,-0.6333286762237549,-0.6010492444038391,0.03227943181991577,0.053705136676334524
ate_linear,86000016,irrelevant_feature_insertion,0.6010492444038391,0.5799650549888611,0.6010492444038391,0.021084189414978027,0.035078971667106475
ate_linear,86000016,near_duplicate_feature,0.6010492444038391,0.6017869114875793,0.6010492444038391,0.0007376670837402344,0.0012272989120415616
ate_linear,86000016,near_constant_feature,0.6010492444038391,0.6017115116119385,0.6010492444038391,0.0006622672080993652,0.0011018518270599377
ate_linear,86000017,row_permutation,-1.3943133354187012,-1.3943133354187012,-1.3943133354187012,0.0,0.0
ate_linear,86000017,covariate_permutation,-1.3943133354187012,-1.3943133354187012,-1.3943133354187012,0.0,0.0
ate_linear,86000017,outcome_translation,-1.3943133354187012,-1.3943133354187012,-1.3943133354187012,0.0,0.0
ate_linear,86000017,positive_outcome_scaling,-1.3943133354187012,-3.485783576965332,-3.485783338546753,2.384185791015625e-07,6.839741772389125e-08
ate_linear,86000017,negative_outcome_scaling,-1.3943133354187012,2.085710048675537,2.0914700031280518,0.0057599544525146484,0.002754022024652481
ate_linear,86000017,treatment_recoding,-1.3943133354187012,1.3926231861114502,1.3943133354187012,0.0016901493072509766,0.0012121732356116628
ate_linear,86000017,irrelevant_feature_insertion,-1.3943133354187012,-1.4216190576553345,-1.3943133354187012,0.0273057222366333,0.019583634139476697
ate_linear,86000017,near_duplicate_feature,-1.3943133354187012,-1.3930974006652832,-1.3943133354187012,0.0012159347534179688,0.0008720670759796135
ate_linear,86000017,near_constant_feature,-1.3943133354187012,-1.3947336673736572,-1.3943133354187012,0.0004203319549560547,0.0003014616186180507
ate_linear,86000018,row_permutation,0.7994732856750488,0.799473226070404,0.7994732856750488,5.960464477539063e-08,7.455489238150394e-08
ate_linear,86000018,covariate_permutation,0.7994732856750488,0.799473226070404,0.7994732856750488,5.960464477539063e-08,7.455489238150394e-08
ate_linear,86000018,outcome_translation,0.7994732856750488,0.799473226070404,0.7994732856750488,5.960464477539063e-08,7.455489238150394e-08
ate_linear,86000018,positive_outcome_scaling,0.7994732856750488,1.998683214187622,1.998683214187622,0.0,0.0
ate_linear,86000018,negative_outcome_scaling,0.7994732856750488,-1.195134162902832,-1.1992099285125732,0.004075765609741211,0.0033987090273648263
ate_linear,86000018,treatment_recoding,0.7994732856750488,-0.7912809252738953,-0.7994732856750488,0.008192360401153564,0.010247197183375809
ate_linear,86000018,irrelevant_feature_insertion,0.7994732856750488,0.7907597422599792,0.7994732856750488,0.00871354341506958,0.01089910516235968
ate_linear,86000018,near_duplicate_feature,0.7994732856750488,0.7998716831207275,0.7994732856750488,0.00039839744567871094,0.0004983249006779724
ate_linear,86000018,near_constant_feature,0.7994732856750488,0.7998390197753906,0.7994732856750488,0.0003657341003417969,0.0004574688196529082
ate_linear,86000019,row_permutation,1.7329896688461304,1.7329896688461304,1.7329896688461304,0.0,0.0
ate_linear,86000019,covariate_permutation,1.7329896688461304,1.7329896688461304,1.7329896688461304,0.0,0.0
ate_linear,86000019,outcome_translation,1.7329896688461304,1.7329896688461304,1.7329896688461304,0.0,0.0
ate_linear,86000019,positive_outcome_scaling,1.7329896688461304,4.332474708557129,4.332474172115326,5.364418029785156e-07,1.2381881153064058e-07
ate_linear,86000019,negative_outcome_scaling,1.7329899072647095,-2.607802391052246,-2.599484860897064,0.008317530155181885,0.003199684014436446
ate_linear,86000019,treatment_recoding,1.7329896688461304,-1.7376192808151245,-1.7329896688461304,0.004629611968994141,0.0026714596470021985
ate_linear,86000019,irrelevant_feature_insertion,1.7329896688461304,1.8226605653762817,1.7329896688461304,0.08967089653015137,0.05174346860928293
ate_linear,86000019,near_duplicate_feature,1.7329896688461304,1.7329777479171753,1.7329896688461304,1.1920928955078125e-05,6.878822862813365e-06
ate_linear,86000019,near_constant_feature,1.7329896688461304,1.733049750328064,1.7329896688461304,6.008148193359375e-05,3.466926722857936e-05
ate_linear,86000020,row_permutation,0.9106554985046387,0.9106554985046387,0.9106554985046387,0.0,0.0
ate_linear,86000020,covariate_permutation,0.9106554985046387,0.9106555581092834,0.9106554985046387,5.960464477539063e-08,6.545246240017844e-08
ate_linear,86000020,outcome_translation,0.9106554985046387,0.9106554388999939,0.9106554985046387,5.960464477539063e-08,6.545246240017844e-08
ate_linear,86000020,positive_outcome_scaling,0.9106554985046387,2.2766385078430176,2.2766387462615967,2.384185791015625e-07,1.0472393984028552e-07
ate_linear,86000020,negative_outcome_scaling,0.9106554985046387,-1.403180480003357,-1.365983247756958,0.037197232246398926,0.027231104266819843
ate_linear,86000020,treatment_recoding,0.9106554985046387,-0.9360982179641724,-0.9106554985046387,0.02544271945953369,0.027938907195215374
ate_linear,86000020,irrelevant_feature_insertion,0.9106554985046387,0.9998390674591064,0.9106554985046387,0.08918356895446777,0.0979333777711918
ate_linear,86000020,near_duplicate_feature,0.9106554985046387,0.9071199297904968,0.9106554985046387,0.0035355687141418457,0.003882443712191385
ate_linear,86000020,near_constant_feature,0.9106554985046387,0.9102820754051208,0.9106554985046387,0.00037342309951782227,0.000410059676937118
ate_linear,86000021,row_permutation,0.8891323208808899,0.8891323208808899,0.8891323208808899,0.0,0.0
ate_linear,86000021,covariate_permutation,0.8891323208808899,0.8891323208808899,0.8891323208808899,0.0,0.0
ate_linear,86000021,outcome_translation,0.8891322612762451,0.8891324400901794,0.8891322612762451,1.7881393432617188e-07,2.011106132506152e-07
ate_linear,86000021,positive_outcome_scaling,0.8891323208808899,2.2228307723999023,2.2228308022022247,2.9802322387695312e-08,1.3407373317919323e-08
ate_linear,86000021,negative_outcome_scaling,0.8891323208808899,-1.330620288848877,-1.3336984813213348,0.0030781924724578857,0.002308012279813222
ate_linear,86000021,treatment_recoding,0.8891323208808899,-0.8875595927238464,-0.8891323208808899,0.001572728157043457,0.0017688347618330963
ate_linear,86000021,irrelevant_feature_insertion,0.8891323208808899,0.9217892289161682,0.8891323208808899,0.03265690803527832,0.03672896290950727
ate_linear,86000021,near_duplicate_feature,0.8891323208808899,0.8893010020256042,0.8891323208808899,0.00016868114471435547,0.00018971433244855844
ate_linear,86000021,near_constant_feature,0.8891323208808899,0.8890990018844604,0.8891323208808899,3.331899642944336e-05,3.747360842358451e-05
ate_linear,86000022,row_permutation,0.3000999987125397,0.3000999987125397,0.3000999987125397,0.0,0.0
ate_linear,86000022,covariate_permutation,0.3000999987125397,0.3000999987125397,0.3000999987125397,0.0,0.0
ate_linear,86000022,outcome_translation,0.3000999987125397,0.30010002851486206,0.3000999987125397,2.9802322387695312e-08,9.930797239436983e-08
ate_linear,86000022,positive_outcome_scaling,0.3000999987125397,0.750249981880188,0.7502499967813492,1.4901161193847656e-08,1.9861594478873967e-08
ate_linear,86000022,negative_outcome_scaling,0.3000999987125397,-0.4556853771209717,-0.4501499980688095,0.00553537905216217,0.012296743476417914
ate_linear,86000022,treatment_recoding,0.3000999987125397,-0.2990732192993164,-0.3000999987125397,0.0010267794132232666,0.0034214575729032237
ate_linear,86000022,irrelevant_feature_insertion,0.3000999987125397,0.2986048758029938,0.3000999987125397,0.0014951229095458984,0.004982082359080746
ate_linear,86000022,near_duplicate_feature,0.3000999987125397,0.301306813955307,0.3000999987125397,0.001206815242767334,0.0040213770341376125
ate_linear,86000022,near_constant_feature,0.3000999987125397,0.29996827244758606,0.3000999987125397,0.00013172626495361328,0.00043894123798311464
ate_linear,86000023,row_permutation,-1.0305205583572388,-1.0305205583572388,-1.0305205583572388,0.0,0.0
ate_linear,86000023,covariate_permutation,-1.0305205583572388,-1.0305205583572388,-1.0305205583572388,0.0,0.0
ate_linear,86000023,outcome_translation,-1.0305205583572388,-1.0305205583572388,-1.0305205583572388,0.0,0.0
ate_linear,86000023,positive_outcome_scaling,-1.0305205583572388,-2.576301336288452,-2.576301395893097,5.960464477539063e-08,2.31357421419741e-08
ate_linear,86000023,negative_outcome_scaling,-1.0305205583572388,1.5438408851623535,1.5457808375358582,0.0019399523735046387,0.0012549983324913851
ate_linear,86000023,treatment_recoding,-1.0305205583572388,1.030547857284546,1.0305205583572388,2.7298927307128906e-05,2.6490424752560346e-05
