task,scenario,method,mae,mae_sd,standardized_mae,regret,coverage,mean_width,standardized_width,mean_rank,episodes,coverage_ci_low,coverage_ci_high
network_interference,interference_linear,Median expert,0.10118797870612256,0.07818140661774181,0.09790703187160368,0.0508471129638541,0.8866666666666667,0.3925147150440593,0.38194670403162473,4.943333333333333,300,0.8458006041283088,0.9177554981247089
network_interference,interference_linear,Metadata-only selector,0.09547045309246227,0.08224048256188071,0.09272099222817162,0.04512958735019381,0.87,0.37598731807579977,0.36586428837609847,4.546666666666667,300,0.8272195707065882,0.9034246305872476
network_interference,interference_linear,Null shrinkage,0.3780424720130307,0.1502028418014253,0.36517663578281384,0.3277016062707623,0.9066666666666666,1.2379434774156228,1.204613261246195,,300,0.8684146029829267,0.934635780421109
network_interference,interference_linear,Oracle: per-cell expert,0.09072061085556044,0.07319593267395552,0.08785751051805821,0.040379745113291975,,,,,300,,
network_interference,interference_linear,Oracle: per-episode expert,0.05034086574226847,0.05581844762115817,0.04896998152532971,0.0,,,,,300,,
network_interference,interference_linear,Piecewise exposure-response,0.18305038279464175,0.13193163460182375,0.17705127888199543,0.13270951705237327,0.8833333333333333,0.7194499550328822,0.7000795855759572,,300,0.8420668566758442,0.9149068653853369
network_interference,interference_linear,Pretrained hard top-1,0.09358003600130434,0.07849079796520927,0.09062548996089895,0.04323917025903587,0.89,0.3884991071141015,0.378039211765103,4.415,300,0.8495437677561146,0.9205947146887394
network_interference,interference_linear,Pretrained soft router,0.10276304784983156,0.07963565698409912,0.09986889044591667,0.052422182107563095,0.86,0.3880731046383438,0.37762467892011986,5.1433333333333335,300,0.8161683876490509,0.8947286730692758
network_interference,interference_linear,Random forest g-computation,0.19101475785182712,0.1149397716708133,0.18318133426115762,0.14067389210955866,0.9066666666666666,0.6733602132704158,0.6552307575419133,,300,0.8684146029829267,0.934635780421109
network_interference,interference_linear,Shallow risk selector,0.1216376578536491,0.10473116052498789,0.11914454530775336,0.07129679211138065,0.8833333333333333,0.45374052780274404,0.44152408161404744,5.308333333333334,300,0.8420668566758442,0.9149068653853369
network_interference,interference_linear,Spline g-computation,0.22015264379233268,0.18178501743446895,0.21598507779232445,0.1698117780500642,0.8766666666666667,0.9289767026901246,0.9039650645322469,,300,0.8346262759711767,0.9091826857063321
network_interference,interference_linear,Temperature-scaled router,0.09778960838552071,0.07667266695634443,0.09501872527704097,0.047448742643252245,0.8833333333333333,0.3776847692533578,0.367516037616761,4.696666666666666,300,0.8420668566758442,0.9149068653853369
network_interference,interference_linear,Uniform expert mean,0.10992926858216566,0.08410081984177256,0.10693536448409546,0.05958840283989719,0.85,0.4161551124105851,0.4049506106625618,5.653333333333333,300,0.805182388854671,0.8859675312881468
network_interference,interference_null,Best fixed expert,0.09445575455242458,0.07528317153215237,0.0942655300743992,0.09445575455242458,0.88,0.3842243552207947,0.38489515336427305,5.471666666666667,300,0.8383421861729838,0.912049155696361
network_interference,interference_null,Convex stack,0.1171657181334698,0.08942578508091706,0.11680715995962293,0.1171657181334698,0.9133333333333333,0.48737298393424566,0.48822386412536917,6.916666666666667,300,0.8760440413057516,0.9401711024819569
network_interference,interference_null,Expert: design_or_null,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,300,0.9873570287754538,0.9999999999999998
network_interference,interference_null,Expert: interaction,0.09445575455242458,0.07528317153215237,0.0942655300743992,0.09445575455242458,0.88,0.3842243552207947,0.38489515336427305,,300,0.8383421861729838,0.912049155696361
network_interference,interference_null,Expert: linear,0.09045109490049072,0.06936988222389369,0.090014969074328,0.09045109490049072,0.8766666666666667,0.3560350835323334,0.3566566674319521,,300,0.8346262759711767,0.9091826857063321
network_interference,interference_null,Expert: orthogonal,0.10587815722033458,0.08746406216202127,0.10653291754992866,0.10587815722033458,0.88,0.42104458808898926,0.42177966884109147,,300,0.8383421861729838,0.912049155696361
network_interference,interference_null,Expert: piecewise,0.169464390797851,0.12178121343132592,0.1705653266872056,0.169464390797851,0.8966666666666666,0.6794110536575317,0.6805972035391296,,300,0.8570598275670679,0.9262434152614588
network_interference,interference_null,Expert: spline,0.217424532645576,0.15996249059995538,0.21628811981890275,0.217424532645576,0.8866666666666667,0.8745254874229431,0.8760522778656017,,300,0.8458006041283088,0.9177554981247089
network_interference,interference_null,Interaction g-computation,0.0944557545601856,0.07528317148989508,0.09426553008223823,0.0944557545601856,0.88,0.3842243552207947,0.38489515336427305,,300,0.8383421861729838,0.912049155696361
network_interference,interference_null,Linear g-computation,0.09328323519952463,0.06815872127466481,0.09294777237198594,0.09328323519952463,0.9,0.3731129907701579,0.3737643901364799,,300,0.8608335376153785,0.9290520854049847
network_interference,interference_null,Median expert,0.0786184774255768,0.07012567345347757,0.07864578260463445,0.0786184774255768,0.91,0.3616279661655426,0.36225931440007686,4.246666666666667,300,0.8722229892013517,0.9374097743945206
network_interference,interference_null,Metadata-only selector,0.09445575455242458,0.07528317153215237,0.0942655300743992,0.09445575455242458,0.88,0.3842243552207947,0.38489515336427305,5.471666666666667,300,0.8383421861729838,0.912049155696361
network_interference,interference_null,Null shrinkage,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,300,0.9873570287754538,0.9999999999999998
network_interference,interference_null,Oracle: per-cell expert,0.0,0.0,0.0,0.0,,,,,300,,
network_interference,interference_null,Oracle: per-episode expert,0.0,0.0,0.0,0.0,,,,,300,,
network_interference,interference_null,Piecewise exposure-response,0.16946439100895078,0.12178121327071037,0.1705653269137625,0.16946439100895078,0.8966666666666666,0.6794110536575317,0.6805972035391296,,300,0.8570598275670679,0.9262434152614588
network_interference,interference_null,Pretrained hard top-1,0.09344427367245468,0.07426134785338226,0.0932400996782187,0.09344427367245468,0.89,0.3829418122768402,0.3836103712925432,5.435,300,0.8495437677561146,0.9205947146887394
network_interference,interference_null,Pretrained soft router,0.08703431781919387,0.06809786281927678,0.08685270102024681,0.08703431781919387,0.9066666666666666,0.3746569112097311,0.3753110060297651,4.94,300,0.8684146029829267,0.934635780421109
network_interference,interference_null,Random forest g-computation,0.04748791376901486,0.04859070629364004,0.047902396216582946,0.04748791376901486,0.9233333333333333,0.23971365314307755,0.24013215725743123,,300,0.8875898961498251,0.9483723882133924
network_interference,interference_null,Shallow risk selector,0.05115295921529954,0.093950239176563,0.05112391043366269,0.05115295921529954,0.8866666666666667,0.3582081198692322,0.358833497564639,2.4283333333333332,300,0.8458006041283088,0.9177554981247089
network_interference,interference_null,Spline g-computation,0.21742453318884752,0.1599624915025313,0.21628812042672152,0.21742453318884752,0.8866666666666667,0.8745254874229431,0.8760522778656017,,300,0.8458006041283088,0.9177554981247089
network_interference,interference_null,Temperature-scaled router,0.08538697466694516,0.06747375186612155,0.08520227304825642,0.08538697466694516,0.9,0.35826805884081836,0.358893541180687,4.796666666666667,300,0.8608335376153785,0.9290520854049847
network_interference,interference_null,Uniform expert mean,0.09070622417644093,0.07052094713917452,0.09049516569715012,0.09070622417644093,0.9066666666666666,0.3866308331489563,0.38730583264225693,5.293333333333333,300,0.8684146029829267,0.934635780421109
network_interference,interference_threshold,Best fixed expert,0.30742545522455716,0.1596914055409427,0.28295178980565977,0.22134869531213486,0.9133333333333333,1.0639521325987347,0.9870522485154076,5.926666666666667,300,0.8760440413057516,0.9401711024819569
network_interference,interference_threshold,Convex stack,0.1787906880882123,0.11728906280599757,0.16543453230994576,0.09271392817579005,0.9066666666666666,0.7219928994228348,0.6698090007553363,2.4,300,0.8684146029829267,0.934635780421109
network_interference,interference_threshold,Expert: design_or_null,0.7814969938590298,0.3081410808835043,0.7124171518327486,0.6954202339466076,0.9133333333333333,2.538239925743394,2.354782089544897,,300,0.8760440413057516,0.9401711024819569
network_interference,interference_threshold,Expert: interaction,0.30742545522455716,0.1596914055409427,0.28295178980565977,0.22134869531213486,0.9133333333333333,1.0639521325987347,0.9870522485154076,,300,0.8760440413057516,0.9401711024819569
network_interference,interference_threshold,Expert: linear,0.317655302120037,0.16464319067510613,0.2919427578387526,0.23157854220761473,0.91,1.0866735983080726,1.0081314616969146,,300,0.8722229892013517,0.9374097743945206
network_interference,interference_threshold,Expert: orthogonal,0.3220733669276641,0.17808887985882266,0.29660634820652515,0.23599660701524186,0.8933333333333333,1.089222194235216,1.0104958512811524,,300,0.8532967116826325,0.9234241509540578
network_interference,interference_threshold,Expert: piecewise,0.15288435319600047,0.13308727558552158,0.14114828707124838,0.06680759328357821,0.95,0.8364506721496582,0.7759940427967764,,300,0.9191529665272558,0.9694683593706526
network_interference,interference_threshold,Expert: spline,0.23254082414879804,0.19130540023860537,0.21207284483319055,0.14646406423637576,0.8933333333333333,0.9557653585204289,0.88668495252363,,300,0.8532967116826325,0.9234241509540578
network_interference,interference_threshold,Interaction g-computation,0.3074254542808169,0.15969140514934277,0.28295178909969665,0.22134869436839466,0.9133333333333333,1.0639520133894451,0.9870521379222768,,300,0.8760440413057516,0.9401711024819569
network_interference,interference_threshold,Linear g-computation,0.31320575454520017,0.16221060059580578,0.28790082705967773,0.2271289946327779,0.8933333333333333,1.0569500311323585,0.9805562419894013,,300,0.8532967116826325,0.9234241509540578
network_interference,interference_threshold,Median expert,0.3029924618094576,0.15889145739765545,0.2787500501042398,0.21691570189703535,0.9,1.0256853897023586,0.951551333143424,5.483333333333333,300,0.8608335376153785,0.9290520854049847
network_interference,interference_threshold,Metadata-only selector,0.30742545522455716,0.1596914055409427,0.28295178980565977,0.22134869531213486,0.9133333333333333,1.0639521325987347,0.9870522485154076,5.926666666666667,300,0.8760440413057516,0.9401711024819569
network_interference,interference_threshold,Null shrinkage,0.7814969938590298,0.3081410808835043,0.7124171518327486,0.6954202339466076,0.9133333333333333,2.538239925743394,2.354782089544897,,300,0.8760440413057516,0.9401711024819569
network_interference,interference_threshold,Oracle: per-cell expert,0.15288435319600047,0.13308727558552158,0.14114828707124838,0.06680759328357821,,,,,300,,
network_interference,interference_threshold,Oracle: per-episode expert,0.08607675991242227,0.07468958507717141,0.07889547318942688,0.0,,,,,300,,
network_interference,interference_threshold,Piecewise exposure-response,0.15288435545290552,0.1330872757116021,0.14114828901456586,0.06680759554048325,0.95,0.8364506721496582,0.7759940427967764,,300,0.9191529665272558,0.9694683593706526
network_interference,interference_threshold,Pretrained hard top-1,0.30817784599045256,0.16042534079945645,0.283543640595624,0.2221010860780303,0.91,1.066118092096258,0.9890616577047119,5.948333333333333,300,0.8722229892013517,0.9374097743945206
network_interference,interference_threshold,Pretrained soft router,0.2858841603691141,0.14889694123718625,0.26340482971941276,0.19980740045669185,0.8966666666666666,0.959421237742319,0.8900765936470454,4.976666666666667,300,0.8570598275670679,0.9262434152614588
network_interference,interference_threshold,Random forest g-computation,0.34335093275426554,0.19548516078956382,0.3143729449124084,0.2572741728418433,0.88,1.1599224771194698,1.0760860888993866,,300,0.8383421861729838,0.912049155696361
network_interference,interference_threshold,Shallow risk selector,0.19130570085913734,0.12721564422377582,0.17895179298137914,0.10522894094671507,0.9133333333333333,0.7789139780516496,0.7226159616392464,3.9683333333333333,300,0.8760440413057516,0.9401711024819569
network_interference,interference_threshold,Spline g-computation,0.2325408256885847,0.19130539848867495,0.21207284613307847,0.14646406577616242,0.8933333333333333,0.9557652393111393,0.8866848419304993,,300,0.8532967116826325,0.9234241509540578
network_interference,interference_threshold,Temperature-scaled router,0.2950872592024795,0.15097515864412805,0.27224137311089397,0.20901049929005722,0.9066666666666666,0.9951858512974248,0.9232562275283429,5.59,300,0.8684146029829267,0.934635780421109
network_interference,interference_threshold,Uniform expert mean,0.27904207056268093,0.15077128792516534,0.25647258728496297,0.19296531065025868,0.8966666666666666,0.9498129746674647,0.8811627925635341,4.78,300,0.8570598275670679,0.9262434152614588
static_ate,ate_linear,AIPW,0.35831221065934105,0.33834135382877456,0.2607782538127899,0.26783543626367445,0.9433333333333334,1.987692496345565,1.4394152303548227,,300,0.9111340419775253,0.9643225235367106
static_ate,ate_linear,Best fixed expert,0.15437173886449262,0.11366999823550002,0.11135327733460369,0.06389496446882607,0.9033333333333333,0.6412798299968434,0.4643917285565536,5.15,300,0.8646182980304887,0.9318497051817106
static_ate,ate_linear,Convex stack,0.14797175177057922,0.10703166386106507,0.10626825412602292,0.057494977374912666,0.91,0.6077946796338183,0.44014299012650204,4.636666666666667,300,0.8722229892013517,0.9374097743945206
static_ate,ate_linear,DR learner (spline nuisances),0.20356434398985698,0.16729462132070635,0.14243028145985892,0.11308756959419043,0.9233333333333333,0.8835875517537343,0.6398622431209003,,300,0.8875898961498251,0.9483723882133924
static_ate,ate_linear,Expert: interaction,0.15437173886449262,0.11366999823550002,0.11135327733460369,0.06389496446882607,0.9033333333333333,0.6412798299968434,0.4643917285565536,,300,0.8646182980304887,0.9318497051817106
static_ate,ate_linear,Expert: linear,0.14411158011146122,0.10476292556826242,0.10331662009444383,0.05363480571579465,0.9233333333333333,0.6036742606004366,0.4371591312434013,,300,0.8875898961498251,0.9483723882133924
static_ate,ate_linear,Expert: orthogonal,0.35831220943930847,0.3383413529473482,0.2607782529701389,0.2678354350436419,0.9433333333333334,1.987692496345565,1.4394152303548227,,300,0.9111340419775253,0.9643225235367106
static_ate,ate_linear,Expert: piecewise,0.1690782470751441,0.12408120435281939,0.12098494969798816,0.07860147267947755,0.9,0.6844208563088525,0.49563290416133793,,300,0.8608335376153785,0.9290520854049847
static_ate,ate_linear,Expert: spline,0.15751675775292479,0.11558181214804032,0.11329319586782208,0.06703998335725822,0.9033333333333333,0.6539602682030317,0.4735744446532929,,300,0.8646182980304887,0.9318497051817106
static_ate,ate_linear,Interaction g-computation,0.154371739361198,0.11366999677175262,0.11135327771661331,0.06389496496553145,0.9033333333333333,0.6412798299968434,0.4643917285565536,,300,0.8646182980304887,0.9318497051817106
static_ate,ate_linear,Linear g-computation,0.14411612159223894,0.10476803166700742,0.10331990299934211,0.05363934719657237,0.9233333333333333,0.6036106822295157,0.4371130900797942,,300,0.8875898961498251,0.9483723882133924
static_ate,ate_linear,Median expert,0.14958105510284533,0.11163172421640584,0.10746557492999599,0.059104280707178776,0.9033333333333333,0.6141970296916743,0.4447793411718898,4.758333333333334,300,0.8646182980304887,0.9318497051817106
static_ate,ate_linear,Metadata-only selector,0.15437173886449262,0.11366999823550002,0.11135327733460369,0.06389496446882607,0.9033333333333333,0.6412798299968434,0.4643917285565536,5.15,300,0.8646182980304887,0.9318497051817106
static_ate,ate_linear,Oracle: per-cell expert,0.14411158011146122,0.10476292556826242,0.10331662009444383,0.05363480571579465,,,,,300,,
static_ate,ate_linear,Oracle: per-episode expert,0.09047677439566656,0.08926275666954128,0.06493909154374664,0.0,,,,,300,,
static_ate,ate_linear,Pretrained hard top-1,0.15535423091011316,0.11004700677724769,0.11203959062270921,0.06487745651444662,0.91,0.6377861760334804,0.46186175033623034,5.326666666666667,300,0.8722229892013517,0.9374097743945206
static_ate,ate_linear,Pretrained soft router,0.15481245185114814,0.11462963248601243,0.11112326359353278,0.0643356774554816,0.9066666666666666,0.6326237742370242,0.4581233251096462,4.9366666666666665,300,0.8684146029829267,0.934635780421109
static_ate,ate_linear,Random forest g-computation,0.4114172999882433,0.28118498340843595,0.28753228412365295,0.32094052559257674,0.89,1.6310534498892353,1.1811500931908623,,300,0.8495437677561146,0.9205947146887394
static_ate,ate_linear,Shallow risk selector,0.15489120707652357,0.10725800788036172,0.11158101065301534,0.064414432680857,0.9133333333333333,0.6146369662436282,0.445097927358856,5.118333333333333,300,0.8760440413057516,0.9401711024819569
static_ate,ate_linear,Spline g-computation,0.15751675683246763,0.11558181050999167,0.11329319522451042,0.06703998243680108,0.9033333333333333,0.6539602682030317,0.4735744446532929,,300,0.8646182980304887,0.9318497051817106
static_ate,ate_linear,Temperature-scaled router,0.1504939359344407,0.10881077640543353,0.10815996308680567,0.060017161538774115,0.91,0.6053415614871616,0.43836653042327856,4.733333333333333,300,0.8722229892013517,0.9374097743945206
static_ate,ate_linear,Uniform expert mean,0.16511140210854425,0.12819972667917678,0.1187643494513932,0.07463462771287771,0.8933333333333333,0.7000543001007467,0.5069540804188933,5.19,300,0.8532967116826325,0.9234241509540578
static_ate,ate_nonlinear,AIPW,0.5676713295044271,0.5277719281887798,0.3506700511463251,0.47531466638034175,0.9333333333333333,2.91580121446476,1.8158944813438154,,300,0.899276940483885,0.9564324844548417
static_ate,ate_nonlinear,Best fixed expert,0.17097745909934006,0.1482677183267892,0.10678532212018645,0.07862079597525465,0.8233333333333334,0.5834974041662171,0.36338887261845654,4.958333333333333,300,0.7761675879076233,0.8623232907005036
static_ate,ate_nonlinear,Convex stack,0.16630711536714163,0.1437996780718329,0.10410424423883599,0.07395045224305621,0.8433333333333334,0.6008703562561573,0.37420835086967325,4.613333333333333,300,0.7978919765479306,0.8800931832112144
static_ate,ate_nonlinear,DR learner (spline nuisances),0.23370010338829034,0.1876452213826375,0.14321231687518612,0.1413434402642049,0.8633333333333333,0.9064676588037494,0.5645273796350121,,300,0.8198445870022494,0.8976348539079136
static_ate,ate_nonlinear,Expert: interaction,0.17097745909934006,0.1482677183267892,0.10678532212018645,0.07862079597525465,0.8233333333333334,0.5834974041662171,0.36338887261845654,,300,0.7761675879076233,0.8623232907005036
static_ate,ate_nonlinear,Expert: linear,0.1903558202095335,0.15718209139441405,0.11861750374615018,0.09799915708544808,0.8733333333333333,0.7217735265394747,0.44950408728864205,,300,0.8309188299507383,0.9063077515349339
static_ate,ate_nonlinear,Expert: orthogonal,0.5676713291505245,0.5277719273881698,0.35067005098568493,0.4753146660264392,0.9333333333333333,2.91580121446476,1.8158944813438154,,300,0.899276940483885,0.9564324844548417
static_ate,ate_nonlinear,Expert: piecewise,0.19428769837194657,0.16116541612349378,0.1209227750918835,0.10193103524786111,0.8466666666666667,0.6874155702567921,0.4281067358867468,,300,0.8015339429418983,0.8830335970090831
static_ate,ate_nonlinear,Expert: spline,0.16593235265828826,0.1374859982224069,0.10346387829346858,0.07357568953420283,0.86,0.597568357284008,0.372151941234756,,300,0.8161683876490509,0.8947286730692758
static_ate,ate_nonlinear,Interaction g-computation,0.17097745835583422,0.1482677182176212,0.10678532171908939,0.0786207952317488,0.8233333333333334,0.5834974041662171,0.36338887261845654,,300,0.7761675879076233,0.8623232907005036
static_ate,ate_nonlinear,Linear g-computation,0.1903636670269743,0.1571860006107489,0.11862237001745048,0.0980070039028889,0.8733333333333333,0.7217395528034105,0.44948292922082744,,300,0.8309188299507383,0.9063077515349339
static_ate,ate_nonlinear,Median expert,0.16877435762275703,0.14459463034557699,0.10548594781364459,0.0764176944986716,0.8333333333333334,0.5672112678998107,0.35324623846978065,4.675,300,0.7870033503873166,0.8712346687963193
static_ate,ate_nonlinear,Metadata-only selector,0.17097745909934006,0.1482677183267892,0.10678532212018645,0.07862079597525465,0.8233333333333334,0.5834974041662171,0.36338887261845654,4.958333333333333,300,0.7761675879076233,0.8623232907005036
static_ate,ate_nonlinear,Oracle: per-cell expert,0.16593235265828826,0.1374859982224069,0.10346387829346858,0.07357568953420283,,,,,300,,
static_ate,ate_nonlinear,Oracle: per-episode expert,0.09235666312408543,0.10868416369919351,0.057267090708195204,0.0,,,,,300,,
static_ate,ate_nonlinear,Pretrained hard top-1,0.17281816283991686,0.14764348870554275,0.10770049409112424,0.08046149971583144,0.82,0.5834974041662171,0.36338887261845654,4.895,300,0.7725668011129554,0.859341697303335
static_ate,ate_nonlinear,Pretrained soft router,0.18297769579524747,0.14784370570878252,0.11493958808118729,0.09062103267116205,0.85,0.6828422634108751,0.42525858470902084,5.2,300,0.805182388854671,0.8859675312881468
static_ate,ate_nonlinear,Random forest g-computation,0.4583168618533142,0.2841604078278877,0.27640816875534535,0.3659601987292288,0.9166666666666666,1.754335524257339,1.0925601447453588,,300,0.8798783980359391,0.9429191259436057
static_ate,ate_nonlinear,Shallow risk selector,0.17299149215593962,0.14247829279020216,0.10736926610849058,0.08063482903185418,0.8433333333333334,0.5981684655111894,0.3725256749490235,5.023333333333333,300,0.7978919765479306,0.8800931832112144
static_ate,ate_nonlinear,Spline g-computation,0.16593235279488225,0.13748599750351184,0.10346387837477464,0.07357568967079682,0.86,0.597568357284008,0.372151941234756,,300,0.8161683876490509,0.8947286730692758
static_ate,ate_nonlinear,Temperature-scaled router,0.16866995825900802,0.1418638042029883,0.10550538697158515,0.07631329513492259,0.8333333333333334,0.5844496145357131,0.36398188751483157,4.833333333333333,300,0.7870033503873166,0.8712346687963193
static_ate,ate_nonlinear,Uniform expert mean,0.2092658191093904,0.16426233543721974,0.13122391314838106,0.11690915598530498,0.89,0.8381946278326383,0.5220084933851435,5.843333333333334,300,0.8495437677561146,0.9205947146887394
static_ate,ate_randomized,AIPW,0.1925425724084838,0.22756906241330166,0.1430692765630616,0.10844852926098386,0.8866666666666667,0.759449937102032,0.5698161362203371,,300,0.8458006041283088,0.9177554981247089
static_ate,ate_randomized,Best fixed expert,0.1569050267692819,0.1250323326330386,0.11823669948567944,0.07281098362178196,0.8833333333333333,0.6488934049499797,0.48686544663941445,5.348333333333334,300,0.8420668566758442,0.9149068653853369
static_ate,ate_randomized,Convex stack,0.1487560737657625,0.1207333152718921,0.1113183456630787,0.06466203061826255,0.8866666666666667,0.6249625605793362,0.4689101073739926,4.876666666666667,300,0.8458006041283088,0.9177554981247089
static_ate,ate_randomized,DR learner (spline nuisances),0.1970248338429256,0.15808223646383437,0.1461737252771971,0.11293079069542564,0.8833333333333333,0.8147978055902005,0.6113437037783847,,300,0.8420668566758442,0.9149068653853369
static_ate,ate_randomized,Expert: design_or_null,0.22796299713734655,0.18814102391128698,0.16518334039098123,0.1438689539898466,0.91,0.996488417908418,0.7476663731747802,,300,0.8722229892013517,0.9374097743945206
static_ate,ate_randomized,Expert: interaction,0.1569050267692819,0.1250323326330386,0.11823669948567944,0.07281098362178196,0.8833333333333333,0.6488934049499797,0.48686544663941445,,300,0.8420668566758442,0.9149068653853369
static_ate,ate_randomized,Expert: linear,0.14697382823835242,0.11973059241232503,0.10946455997024442,0.06287978509085246,0.9,0.6340258258020874,0.47571028539556826,,300,0.8608335376153785,0.9290520854049847
static_ate,ate_randomized,Expert: orthogonal,0.19254257152683177,0.22756906237454844,0.14306927585878873,0.10844852837933182,0.8866666666666667,0.7594496986834529,0.5698159573346109,,300,0.8458006041283088,0.9177554981247089
static_ate,ate_randomized,Expert: piecewise,0.17678108922775418,0.1402236167162954,0.13245051975037797,0.09268704608025422,0.8966666666666666,0.7573541494160588,0.568243664378261,,300,0.8570598275670679,0.9262434152614588
static_ate,ate_randomized,Expert: spline,0.1556494737788973,0.12393024970717863,0.11662432070189627,0.07155543063139734,0.91,0.6870809200928958,0.5155175819119843,,300,0.8722229892013517,0.9374097743945206
static_ate,ate_randomized,Interaction g-computation,0.15690502522755498,0.12503233130955557,0.11823669845187271,0.07281098208005504,0.8833333333333333,0.6488934049499797,0.48686544663941445,,300,0.8420668566758442,0.9149068653853369
static_ate,ate_randomized,Linear g-computation,0.14698151868743617,0.11973401926262656,0.10946987398382632,0.0628874755399362,0.9,0.6341735159301587,0.4758210974636508,,300,0.8608335376153785,0.9290520854049847
static_ate,ate_randomized,Median expert,0.15065990749450983,0.1210571008799895,0.11256269126305765,0.06656586434700985,0.8966666666666666,0.6339454353944318,0.4756499683828968,4.8966666666666665,300,0.8570598275670679,0.9262434152614588
static_ate,ate_randomized,Metadata-only selector,0.14697382823835242,0.11973059241232503,0.10946455997024442,0.06287978509085246,0.9,0.6340258258020874,0.47571028539556826,4.695,300,0.8608335376153785,0.9290520854049847
static_ate,ate_randomized,Oracle: per-cell expert,0.14697382823835242,0.11973059241232503,0.10946455997024442,0.06287978509085246,,,,,300,,
static_ate,ate_randomized,Oracle: per-episode expert,0.08409404314749995,0.09727428720553705,0.06381692199348854,0.0,,,,,300,,
static_ate,ate_randomized,Pretrained hard top-1,0.15309601253652805,0.12641138459231693,0.11405785978568789,0.0690019693890281,0.8966666666666666,0.6723721200242423,0.5044815527886696,4.776666666666666,300,0.8570598275670679,0.9262434152614588
static_ate,ate_randomized,Pretrained soft router,0.15371912181321626,0.12408790133012736,0.11461958053129291,0.06962507866571631,0.8966666666666666,0.6445986162220607,0.4836430618589721,5.133333333333334,300,0.8570598275670679,0.9262434152614588
static_ate,ate_randomized,Random forest g-computation,0.4330218796005306,0.27619039310333493,0.3094142023042474,0.34892783645303066,0.92,1.6625022432451004,1.2473772903562619,,300,0.8837267595665261,0.9456531446048553
static_ate,ate_randomized,Randomized difference-in-means,0.22796299800037215,0.18814102397744445,0.165183340832567,0.14386895485287218,0.91,0.996488417908418,0.7476663731747802,,300,0.8722229892013517,0.9374097743945206
static_ate,ate_randomized,Shallow risk selector,0.15497612804448127,0.12867650267929248,0.11563043224424498,0.0708820848969813,0.89,0.6431969964399764,0.4825914249706673,4.996666666666667,300,0.8495437677561146,0.9205947146887394
static_ate,ate_randomized,Spline g-computation,0.15564947405208526,0.12393024964857728,0.11662432099067994,0.0715554309045853,0.91,0.6870809200928958,0.5155175819119843,,300,0.8722229892013517,0.9374097743945206
static_ate,ate_randomized,Temperature-scaled router,0.15176955354442975,0.12378653496562517,0.11326312861838159,0.0676755103969298,0.8966666666666666,0.6419397596350713,0.48164811879143626,4.903333333333333,300,0.8570598275670679,0.9262434152614588
static_ate,ate_randomized,Uniform expert mean,0.15579396315905458,0.12611074357747787,0.11601838466758577,0.07169992001155463,0.89,0.6457141045258792,0.4844800139794849,5.373333333333333,300,0.8495437677561146,0.9205947146887394
