scenario,task,seed,method,truth,estimate,absolute_error,standardized_absolute_error,regret_to_episode_oracle,lower,upper,covered,interval_width,standardized_interval_width,answered,nondeployable_oracle,method_rank
external_appliances_energy,static_ate,88000000,Expert: piecewise,0.36805278464305374,0.7013617157936096,0.3333089311505559,0.2892884426514735,0.27073389291763306,0.31465043824551375,1.0880729933417055,1.0,0.7734225550961917,0.6712757612073595,True,False,
external_appliances_energy,static_ate,88000000,Linear g-computation,0.36805278464305374,0.48055639191405,0.11250360727099623,0.09764512828310155,0.04992856903807341,0.15489977997801568,0.8062130038500843,1.0,0.6513132238720686,0.5652935478262147,True,False,
external_appliances_energy,static_ate,88000000,Random forest g-computation,0.36805278464305374,0.17364558578847922,0.19440719885457453,0.1687316196500947,0.1318321606216517,-0.18976519838543954,0.537056369962398,1.0,0.7268215683478375,0.6308294196229394,True,False,
external_appliances_energy,static_ate,88000000,Spline g-computation,0.36805278464305374,0.48848414421081543,0.12043135956776169,0.10452585334420707,0.05785632133483887,0.12252023247752941,0.8544480559441014,1.0,0.731927823466572,0.6352612858378072,True,False,
external_appliances_energy,static_ate,88000000,Interaction g-computation,0.36805278464305374,0.5921207070350647,0.22406792239201095,0.19447501779559792,0.16149288415908813,0.2515757097975398,0.9326657042725897,1.0,0.6810899944750498,0.5911376665697224,True,False,
external_appliances_energy,static_ate,88000000,AIPW,0.36805278464305374,0.43062782287597656,0.06257503823292282,0.05431068197534096,0.0,-0.4619438422224871,1.3231994879744402,1.0,1.7851433301969273,1.549377426280445,True,False,
external_appliances_energy,static_ate,88000000,DR learner (spline nuisances),0.36805278464305374,0.48113330025362844,0.1130805156105747,0.09814584368407565,0.050505477377651875,0.10046670362301546,0.8617998968842414,1.0,0.761333193261226,0.6607830550989005,True,False,
external_appliances_energy,static_ate,88000000,Oracle: per-cell expert,0.36805278464305374,0.4805663228034973,0.11251353816044357,0.09765374758871827,0.04993849992752075,,,,,,True,True,
external_appliances_energy,static_ate,88000000,Oracle: per-episode expert,0.36805278464305374,0.43062782287597656,0.06257503823292282,0.05431068197534096,0.0,,,,,,True,True,
external_appliances_energy,static_ate,88000001,Pretrained soft router,0.36947768883255244,0.1083780312392596,0.26109965759329284,0.23627408697860425,0.23118751321394648,-0.2549182310825243,0.4716742935610435,1.0,0.7265925246435678,0.6575075086197585,True,False,2.0
external_appliances_energy,static_ate,88000001,Pretrained hard top-1,0.36947768883255244,0.09874460101127625,0.2707330878212762,0.24499156272165679,0.24082094344192984,-0.24639093394657074,0.44388013596912324,1.0,0.690271069915694,0.6246395277397118,True,False,4.0
external_appliances_energy,static_ate,88000001,Temperature-scaled router,0.36947768883255244,0.08527644931098641,0.28420123952156606,0.2571791514592571,0.2542890951422197,-0.25763195821097384,0.4281848568329467,1.0,0.6858168150439206,0.6206087870918723,True,False,8.0
external_appliances_energy,static_ate,88000001,Uniform expert mean,0.36947768883255244,0.13211344641167672,0.23736424242087573,0.21479545464099897,0.20745209804152936,-0.2689055406076866,0.5331324334310401,1.0,0.8020379740387267,0.725779542512267,True,False,1.0
external_appliances_energy,static_ate,88000001,Median expert,0.36947768883255244,0.08588597178459167,0.28359171704796077,0.2566275828847462,0.2536795726686144,-0.2591845213261076,0.43095646489529094,1.0,0.6901409862213985,0.6245218125102712,True,False,6.5
external_appliances_energy,static_ate,88000001,Best fixed expert,0.36947768883255244,0.09874460101127625,0.2707330878212762,0.24499156272165679,0.24082094344192984,-0.24180039622624866,0.43928959824880115,1.0,0.6810899944750498,0.6163313965180353,True,False,4.0
external_appliances_energy,static_ate,88000001,Metadata-only selector,0.36947768883255244,0.09874460101127625,0.2707330878212762,0.24499156272165679,0.24082094344192984,-0.24180039622624866,0.43928959824880115,1.0,0.6810899944750498,0.6163313965180353,True,False,4.0
external_appliances_energy,static_ate,88000001,Shallow risk selector,0.36947768883255244,0.08588597178459167,0.28359171704796077,0.2566275828847462,0.2536795726686144,-0.2558721627441086,0.42764410631329197,1.0,0.6835162690574006,0.6185269789136172,True,False,6.5
external_appliances_energy,static_ate,88000001,Convex stack,0.36947768883255244,0.0661069963781255,0.30337069245442694,0.27452595700982624,0.2734585480750806,-0.2666000771743811,0.3988140699306321,1.0,0.6654141471050132,0.602146021634317,True,False,9.0
external_appliances_energy,static_ate,88000001,Expert: linear,0.36947768883255244,0.08588597178459167,0.28359171704796077,0.2566275828847462,0.2536795726686144,-0.23977042285423134,0.4115423664234147,1.0,0.651312789277646,0.5893854325300233,True,False,
external_appliances_energy,static_ate,88000001,Expert: orthogonal,0.36947768883255244,0.3993898332118988,0.02991214437934636,0.02706807304133286,0.0,-0.49318183188656484,1.2919614983103624,1.0,1.7851433301969273,1.6154104312355055,True,False,
external_appliances_energy,static_ate,88000001,Expert: spline,0.36947768883255244,-0.0018006482860073447,0.3712783371185598,0.335976886856996,0.3413661927392134,-0.36776456001929336,0.3641632634472787,0.0,0.731927823466572,0.6623355228338825,True,False,
external_appliances_energy,static_ate,88000001,Expert: interaction,0.36947768883255244,0.09874460101127625,0.2707330878212762,0.24499156272165679,0.24082094344192984,-0.24180039622624866,0.43928959824880115,1.0,0.6810899944750498,0.6163313965180353,True,False,
external_appliances_energy,static_ate,88000001,Expert: piecewise,0.36947768883255244,0.07834747433662415,0.2911302144959283,0.2634493137829288,0.26121807011658194,-0.3083638032114717,0.46505875188472,1.0,0.7734225550961917,0.6998849011845896,True,False,
external_appliances_energy,static_ate,88000001,Linear g-computation,0.36947768883255244,0.0858915368774151,0.28358615195513737,0.2566225469255346,0.253674007575791,-0.2397650750586192,0.41154814881344937,1.0,0.6513132238720686,0.5893858258028499,True,False,
external_appliances_energy,static_ate,88000001,Random forest g-computation,0.36947768883255244,0.010627698551577806,0.35884999028097464,0.3247302374788572,0.3289378459016283,-0.35278308562234095,0.37403848272549656,1.0,0.7268215683478375,0.6577147746598726,True,False,
external_appliances_energy,static_ate,88000001,Spline g-computation,0.36947768883255244,-0.0018006482860073447,0.3712783371185598,0.335976886856996,0.3413661927392134,-0.36776456001929336,0.3641632634472787,0.0,0.731927823466572,0.6623355228338825,True,False,
external_appliances_energy,static_ate,88000001,Interaction g-computation,0.36947768883255244,0.09874460101127625,0.2707330878212762,0.24499156272165679,0.24082094344192984,-0.24180039622624866,0.43928959824880115,1.0,0.6810899944750498,0.6163313965180353,True,False,
external_appliances_energy,static_ate,88000001,AIPW,0.36947768883255244,0.3993898034095764,0.029912114577023974,0.027068046072639844,-2.9802322387695312e-08,-0.4931818616888872,1.29196146850804,1.0,1.7851433301969273,1.6154104312355055,True,False,
external_appliances_energy,static_ate,88000001,DR learner (spline nuisances),0.36947768883255244,0.16226615709891806,0.20721153173363438,0.1875096885345751,0.17729938735428802,-0.2184004395316949,0.542932753729531,1.0,0.761333193261226,0.6889450058356655,True,False,
external_appliances_energy,static_ate,88000001,Oracle: per-cell expert,0.36947768883255244,0.08588597178459167,0.28359171704796077,0.2566275828847462,0.2536795726686144,,,,,,True,True,
external_appliances_energy,static_ate,88000001,Oracle: per-episode expert,0.36947768883255244,0.3993898332118988,0.02991214437934636,0.02706807304133286,0.0,,,,,,True,True,
external_appliances_energy,static_ate,88000002,Pretrained soft router,0.3595722048192407,0.5772158013566067,0.21764359653736598,0.20283045425734622,0.13899670111971396,0.21391953903482275,0.9405120636783906,1.0,0.7265925246435678,0.6771395721175969,True,False,8.0
external_appliances_energy,static_ate,88000002,Pretrained hard top-1,0.3595722048192407,0.4955410063266754,0.13596880150743473,0.12671456552522606,0.057321906089782715,0.15040547136882843,0.8406765412845224,1.0,0.690271069915694,0.6432902088514579,True,False,3.0
external_appliances_energy,static_ate,88000002,Temperature-scaled router,0.3595722048192407,0.5020774093934075,0.14250520457416682,0.13280609141584315,0.0638583091565148,0.15916900187144722,0.8449858169153678,1.0,0.6858168150439206,0.6391391170968944,True,False,5.0
external_appliances_energy,static_ate,88000002,Uniform expert mean,0.3595722048192407,0.6705175995826721,0.3109453947634314,0.2897819953010593,0.2322984993457794,0.26949861256330876,1.0715365866020354,1.0,0.8020379740387267,0.7474500936120461,True,False,9.0
external_appliances_energy,static_ate,88000002,Median expert,0.3595722048192407,0.5081908702850342,0.1486186654657935,0.1385034611958921,0.06997177004814148,0.16312037717433492,0.8532613633957334,1.0,0.6901409862213985,0.6431689788441193,True,False,6.5
external_appliances_energy,static_ate,88000002,Best fixed expert,0.3595722048192407,0.4955410063266754,0.13596880150743473,0.12671456552522606,0.057321906089782715,0.1549960090891505,0.8360860035642004,1.0,0.6810899944750498,0.6347340108662022,True,False,3.0
external_appliances_energy,static_ate,88000002,Metadata-only selector,0.3595722048192407,0.4955410063266754,0.13596880150743473,0.12671456552522606,0.057321906089782715,0.1549960090891505,0.8360860035642004,1.0,0.6810899944750498,0.6347340108662022,True,False,3.0
external_appliances_energy,static_ate,88000002,Shallow risk selector,0.3595722048192407,0.5081908702850342,0.1486186654657935,0.1385034611958921,0.06997177004814148,0.16643273575633388,0.8499490048137345,1.0,0.6835162690574006,0.6369951496431786,True,False,6.5
external_appliances_energy,static_ate,88000002,Convex stack,0.3595722048192407,0.4754480010526432,0.1158757962334025,0.10798911964964518,0.037228900815750476,0.14274092750013656,0.8081550746051498,1.0,0.6654141471050132,0.6201250846514239,True,False,1.0
external_appliances_energy,static_ate,88000002,Expert: linear,0.3595722048192407,0.4382191002368927,0.07864689541765202,0.0732940724068289,0.0,0.11256270559806969,0.7638754948757157,1.0,0.651312789277646,0.6069834859125921,True,False,
external_appliances_energy,static_ate,88000002,Expert: orthogonal,0.3595722048192407,1.3371708393096924,0.9775986344904517,0.9110618381139322,0.8989517390727997,0.44459917421122874,2.229742504408156,0.0,1.7851433301969273,1.6636438578433015,True,False,
external_appliances_energy,static_ate,88000002,Expert: spline,0.3595722048192407,0.5081908702850342,0.1486186654657935,0.1385034611958921,0.06997177004814148,0.14222695855174816,0.8741547820183202,1.0,0.731927823466572,0.6821117426803216,True,False,
external_appliances_energy,static_ate,88000002,Expert: interaction,0.3595722048192407,0.4955410063266754,0.13596880150743473,0.12671456552522606,0.057321906089782715,0.1549960090891505,0.8360860035642004,1.0,0.6810899944750498,0.6347340108662022,True,False,
external_appliances_energy,static_ate,88000002,Expert: piecewise,0.3595722048192407,0.5734661817550659,0.21389397693582524,0.19933603926341742,0.13524708151817322,0.18675490420697005,0.9601774593031618,1.0,0.7734225550961917,0.7207822820374373,True,False,
external_appliances_energy,static_ate,88000002,Linear g-computation,0.3595722048192407,0.4382450048882702,0.07867280006902949,0.07331821394965334,2.5904651377472998e-05,0.11258839295223588,0.7639016168243045,1.0,0.6513132238720686,0.6069838909278811,True,False,
external_appliances_energy,static_ate,88000002,Random forest g-computation,0.3595722048192407,0.13479659136273092,0.22477561345650976,0.2094770556483164,0.14612871803885774,-0.22861419281118783,0.4982073755366497,1.0,0.7268215683478375,0.6773530267715399,True,False,
external_appliances_energy,static_ate,88000002,Spline g-computation,0.3595722048192407,0.5081908702850342,0.1486186654657935,0.1385034611958921,0.06997177004814148,0.14222695855174816,0.8741547820183202,1.0,0.731927823466572,0.6821117426803216,True,False,
external_appliances_energy,static_ate,88000002,Interaction g-computation,0.3595722048192407,0.4955410063266754,0.13596880150743473,0.12671456552522606,0.057321906089782715,0.1549960090891505,0.8360860035642004,1.0,0.6810899944750498,0.6347340108662022,True,False,
external_appliances_energy,static_ate,88000002,AIPW,0.3595722048192407,1.3371708393096924,0.9775986344904517,0.9110618381139322,0.8989517390727997,0.44459917421122874,2.229742504408156,0.0,1.7851433301969273,1.6636438578433015,True,False,
external_appliances_energy,static_ate,88000002,DR learner (spline nuisances),0.3595722048192407,0.10037613626485141,0.25919606855438926,0.2415548041064424,0.18054917313673724,-0.28029046036576155,0.4810427328954644,1.0,0.761333193261226,0.7095157398938621,True,False,
external_appliances_energy,static_ate,88000002,Oracle: per-cell expert,0.3595722048192407,0.4382191002368927,0.07864689541765202,0.0732940724068289,0.0,,,,,,True,True,
external_appliances_energy,static_ate,88000002,Oracle: per-episode expert,0.3595722048192407,0.4382191002368927,0.07864689541765202,0.0732940724068289,0.0,,,,,,True,True,
external_appliances_energy,static_ate,88000003,Pretrained soft router,0.38829672488891753,0.8150885070292375,0.42679178214032,0.3664174775183573,0.14611553797406174,0.4517922447074536,1.1783847693510214,0.0,0.7265925246435678,0.6238081687712962,True,False,3.0
external_appliances_energy,static_ate,88000003,Pretrained hard top-1,0.38829672488891753,0.8210398554801941,0.43274313059127656,0.3715269434886166,0.1520668864250183,0.4759043205223471,1.166175390438041,0.0,0.690271069915694,0.5926247758895441,True,False,4.5
external_appliances_energy,static_ate,88000003,Temperature-scaled router,0.38829672488891753,0.8341536309943662,0.4458569061054487,0.3827856338986047,0.16518066193919045,0.49124522347240596,1.1770620385163264,0.0,0.6858168150439206,0.5888006234511954,True,False,7.0
external_appliances_energy,static_ate,88000003,Uniform expert mean,0.38829672488891753,0.8013317346572876,0.41303500976837004,0.35460674909700535,0.1323587656021118,0.40031274763792424,1.202350721676651,0.0,0.8020379740387267,0.688581044947539,True,False,2.0
external_appliances_energy,static_ate,88000003,Median expert,0.38829672488891753,0.8210398554801941,0.43274313059127656,0.3715269434886166,0.1520668864250183,0.47596936236949483,1.1661103485908932,0.0,0.6901409862213985,0.5925130939380056,True,False,4.5
external_appliances_energy,static_ate,88000003,Best fixed expert,0.38829672488891753,0.903251051902771,0.5149543270138535,0.4421084787418489,0.23427808284759521,0.562706054665246,1.243796049140296,0.0,0.6810899944750498,0.5847424626758362,True,False,8.5
external_appliances_energy,static_ate,88000003,Metadata-only selector,0.38829672488891753,0.903251051902771,0.5149543270138535,0.4421084787418489,0.23427808284759521,0.562706054665246,1.243796049140296,0.0,0.6810899944750498,0.5847424626758362,True,False,8.5
external_appliances_energy,static_ate,88000003,Shallow risk selector,0.38829672488891753,0.7794837355613708,0.3911870106724533,0.33584938531318925,0.11051076650619507,0.43772560103267055,1.121241870090071,0.0,0.6835162690574006,0.5868255145278973,True,False,1.0
external_appliances_energy,static_ate,88000003,Convex stack,0.38829672488891753,0.8252656526068971,0.43696892771797957,0.37515495599604054,0.15629268355172132,0.4925585790543905,1.1579727261594037,0.0,0.6654141471050132,0.5712841331304863,True,False,6.0
external_appliances_energy,static_ate,88000003,Expert: linear,0.38829672488891753,0.7794837355613708,0.3911870106724533,0.33584938531318925,0.11051076650619507,0.45382734092254784,1.1051401302001937,0.0,0.651312789277646,0.5591775645860413,True,False,
external_appliances_energy,static_ate,88000003,Expert: orthogonal,0.38829672488891753,0.6689729690551758,0.28067624416625825,0.2409715596466517,0.0,-0.22359869604328786,1.5615446341536394,1.0,1.7851433301969273,1.5326155362673348,True,False,
external_appliances_energy,static_ate,88000003,Expert: spline,0.38829672488891753,0.8210398554801941,0.43274313059127656,0.3715269434886166,0.1520668864250183,0.4550759437469081,1.18700376721348,0.0,0.731927823466572,0.6283887319834742,True,False,
external_appliances_energy,static_ate,88000003,Expert: interaction,0.38829672488891753,0.903251051902771,0.5149543270138535,0.4421084787418489,0.23427808284759521,0.562706054665246,1.243796049140296,0.0,0.6810899944750498,0.5847424626758362,True,False,
external_appliances_energy,static_ate,88000003,Expert: piecewise,0.38829672488891753,0.8339110612869263,0.44561433639800874,0.3825773782947203,0.1649380922317505,0.4471997837388304,1.2206223388350221,0.0,0.7734225550961917,0.6640135859058667,True,False,
external_appliances_energy,static_ate,88000003,Linear g-computation,0.38829672488891753,0.7795092120595194,0.39121248717060186,0.33587125788566663,0.11053624300434362,0.4538526001234851,1.1051658239955537,0.0,0.6513132238720686,0.5591779377023915,True,False,
external_appliances_energy,static_ate,88000003,Random forest g-computation,0.38829672488891753,0.27733599873161735,0.11096072615730018,0.09526413366786823,-0.16971551800895807,-0.0860747854423014,0.6407467829055361,1.0,0.7268215683478375,0.6240048117711662,True,False,
external_appliances_energy,static_ate,88000003,Spline g-computation,0.38829672488891753,0.8210398554801941,0.43274313059127656,0.3715269434886166,0.1520668864250183,0.4550759437469081,1.18700376721348,0.0,0.731927823466572,0.6283887319834742,True,False,
external_appliances_energy,static_ate,88000003,Interaction g-computation,0.38829672488891753,0.903251051902771,0.5149543270138535,0.4421084787418489,0.23427808284759521,0.562706054665246,1.243796049140296,0.0,0.6810899944750498,0.5847424626758362,True,False,
external_appliances_energy,static_ate,88000003,AIPW,0.38829672488891753,0.6689729690551758,0.28067624416625825,0.2409715596466517,0.0,-0.22359869604328786,1.5615446341536394,1.0,1.7851433301969273,1.5326155362673348,True,False,
external_appliances_energy,static_ate,88000003,DR learner (spline nuisances),0.38829672488891753,0.8476349849147792,0.45933826002586164,0.3943599047814162,0.1786620158596034,0.4669683882841662,1.2283015815453922,0.0,0.761333193261226,0.6536343948020453,True,False,
external_appliances_energy,static_ate,88000003,Oracle: per-cell expert,0.38829672488891753,0.7794837355613708,0.3911870106724533,0.33584938531318925,0.11051076650619507,,,,,,True,True,
external_appliances_energy,static_ate,88000003,Oracle: per-episode expert,0.38829672488891753,0.6689729690551758,0.28067624416625825,0.2409715596466517,0.0,,,,,,True,True,
external_appliances_energy,static_ate,88000004,Pretrained soft router,0.37870990088562206,0.6429087544112955,0.2641988535256734,0.2293609144252491,0.12473118549878937,0.27961249208951156,1.0062050167330794,1.0,0.7265925246435678,0.630782168971845,True,False,8.0
external_appliances_energy,static_ate,88000004,Pretrained hard top-1,0.37870990088562206,0.5181775689125061,0.13946766802688404,0.12107710326719771,0.0,0.1730420339546591,0.8633131038703531,1.0,0.690271069915694,0.5992501545120211,True,False,2.0
external_appliances_energy,static_ate,88000004,Temperature-scaled router,0.37870990088562206,0.5718405906055837,0.1931306897199616,0.16766398115139794,0.05366302169307757,0.2289321830836234,0.914748998127544,1.0,0.6858168150439206,0.5953832491229946,True,False,5.0
external_appliances_energy,static_ate,88000004,Uniform expert mean,0.37870990088562206,0.7214613795280457,0.3427514786424236,0.2975553887268979,0.20328381061553957,0.32044239250868234,1.122480366547409,1.0,0.8020379740387267,0.6962791877195663,True,False,9.0
external_appliances_energy,static_ate,88000004,Median expert,0.37870990088562206,0.5919845700263977,0.21327466914077564,0.1851517237303881,0.0738070011138916,0.24691407691569844,0.937055063137097,1.0,0.6901409862213985,0.5991372239876178,True,False,6.5
external_appliances_energy,static_ate,88000004,Best fixed expert,0.37870990088562206,0.5181775689125061,0.13946766802688404,0.12107710326719771,0.0,0.1776325716749812,0.8587225661500311,1.0,0.6810899944750498,0.5912797192494446,True,False,2.0
external_appliances_energy,static_ate,88000004,Metadata-only selector,0.37870990088562206,0.5181775689125061,0.13946766802688404,0.12107710326719771,0.0,0.1776325716749812,0.8587225661500311,1.0,0.6810899944750498,0.5912797192494446,True,False,2.0
external_appliances_energy,static_ate,88000004,Shallow risk selector,0.37870990088562206,0.5919845700263977,0.21327466914077564,0.1851517237303881,0.0738070011138916,0.2502264354976974,0.933742704555098,1.0,0.6835162690574006,0.593386059036421,True,False,6.5
external_appliances_energy,static_ate,88000004,Convex stack,0.37870990088562206,0.5697622954361289,0.19105239455050682,0.16585973531856957,0.05158472652362278,0.23705522188362227,0.9024693689886355,1.0,0.6654141471050132,0.5776709293580348,True,False,4.0
external_appliances_energy,static_ate,88000004,Expert: linear,0.37870990088562206,0.5827078223228455,0.2039979214372234,0.17709823179510872,0.06453025341033936,0.25705142768402245,0.9083642169616685,1.0,0.651312789277646,0.56542901277603,True,False,
external_appliances_energy,static_ate,88000004,Expert: orthogonal,0.37870990088562206,1.245726466178894,0.867016565293272,0.7526895351125339,0.7275488972663879,0.3531548010804304,2.1382981312773577,1.0,1.7851433301969273,1.549749747700227,True,False,
external_appliances_energy,static_ate,88000004,Expert: spline,0.37870990088562206,0.5919845700263977,0.21327466914077564,0.1851517237303881,0.0738070011138916,0.2260206582931117,0.9579484817596837,1.0,0.731927823466572,0.6354139415947996,True,False,
external_appliances_energy,static_ate,88000004,Expert: interaction,0.37870990088562206,0.5181775689125061,0.13946766802688404,0.12107710326719771,0.0,0.1776325716749812,0.8587225661500311,1.0,0.6810899944750498,0.5912797192494446,True,False,
external_appliances_energy,static_ate,88000004,Expert: piecewise,0.37870990088562206,0.668710470199585,0.2900005693139629,0.2517603497292611,0.15053290128707886,0.2819991926514891,1.0554217477476808,1.0,0.7734225550961917,0.6714370713828138,True,False,
external_appliances_energy,static_ate,88000004,Linear g-computation,0.37870990088562206,0.5827715939494935,0.20406169306387145,0.17715359433134684,0.06459402503698741,0.2571149820134592,0.9084282058855278,1.0,0.6513132238720686,0.5654293900637163,True,False,
external_appliances_energy,static_ate,88000004,Random forest g-computation,0.37870990088562206,0.15351883663580954,0.22519106424981253,0.19549679238753,0.08572339622292849,-0.20989194753810922,0.5169296208097283,1.0,0.7268215683478375,0.6309810103852486,True,False,
external_appliances_energy,static_ate,88000004,Spline g-computation,0.37870990088562206,0.5919845700263977,0.21327466914077564,0.1851517237303881,0.0738070011138916,0.2260206582931117,0.9579484817596837,1.0,0.731927823466572,0.6354139415947996,True,False,
external_appliances_energy,static_ate,88000004,Interaction g-computation,0.37870990088562206,0.5181775689125061,0.13946766802688404,0.12107710326719771,0.0,0.1776325716749812,0.8587225661500311,1.0,0.6810899944750498,0.5912797192494446,True,False,
external_appliances_energy,static_ate,88000004,AIPW,0.37870990088562206,1.245726466178894,0.867016565293272,0.7526895351125339,0.7275488972663879,0.3531548010804304,2.1382981312773577,1.0,1.7851433301969273,1.549749747700227,True,False,
external_appliances_energy,static_ate,88000004,DR learner (spline nuisances),0.37870990088562206,0.7893416818285977,0.4106317809429756,0.356484820097818,0.27116411291609155,0.4086750851979847,1.1700082784592105,0.0,0.761333193261226,0.6609418438362794,True,False,
external_appliances_energy,static_ate,88000004,Oracle: per-cell expert,0.37870990088562206,0.5827078223228455,0.2039979214372234,0.17709823179510872,0.06453025341033936,,,,,,True,True,
external_appliances_energy,static_ate,88000004,Oracle: per-episode expert,0.37870990088562206,0.5181775689125061,0.13946766802688404,0.12107710326719771,0.0,,,,,,True,True,
external_appliances_energy,static_ate,88000005,Pretrained soft router,0.3969864846272263,0.6160874747149094,0.21910099008768313,0.2081397809557872,0.1599388500954666,0.2527912123931255,0.9793837370366933,1.0,0.7265925246435678,0.6902424715785265,True,False,5.0
external_appliances_energy,static_ate,88000005,Pretrained hard top-1,0.3969864846272263,0.6205054521560669,0.2235189675288406,0.21233673532145264,0.16435682753662406,0.2753699171982199,0.9656409871139139,1.0,0.690271069915694,0.6557381106989624,True,False,7.0
external_appliances_energy,static_ate,88000005,Temperature-scaled router,0.3969864846272263,0.5485869812986419,0.15160049667141562,0.14401620986445202,0.09243835667919909,0.20567857377668164,0.8914953888206022,1.0,0.6858168150439206,0.651506693794086,True,False,4.0
external_appliances_energy,static_ate,88000005,Uniform expert mean,0.3969864846272263,0.7552396416664123,0.35825315703918603,0.3403304275485664,0.2990910170469695,0.354220654647049,1.1562586286857757,1.0,0.8020379740387267,0.7619135274917606,True,False,9.0
external_appliances_energy,static_ate,88000005,Median expert,0.3969864846272263,0.5170084834098816,0.12002199878265529,0.11401752464240447,0.06085985879043876,0.17193799029918233,0.8620789765205809,1.0,0.6901409862213985,0.6556145348464492,True,False,2.0
external_appliances_energy,static_ate,88000005,Best fixed expert,0.3969864846272263,0.6205054521560669,0.2235189675288406,0.21233673532145264,0.16435682753662406,0.279960454918542,0.9610504493935919,1.0,0.6810899944750498,0.6470163471396582,True,False,7.0
external_appliances_energy,static_ate,88000005,Metadata-only selector,0.3969864846272263,0.6205054521560669,0.2235189675288406,0.21233673532145264,0.16435682753662406,0.279960454918542,0.9610504493935919,1.0,0.6810899944750498,0.6470163471396582,True,False,7.0
external_appliances_energy,static_ate,88000005,Shallow risk selector,0.3969864846272263,0.4886817932128906,0.09169530858566433,0.08710796530885409,0.03253316859344779,0.14692365868419033,0.8304399277415909,1.0,0.6835162690574006,0.6493212397825758,True,False,1.0
external_appliances_energy,static_ate,88000005,Convex stack,0.3969864846272263,0.5332290713054308,0.13624258667820455,0.1294266271307255,0.07708044668598801,0.20052199775292423,0.8659361448579375,1.0,0.6654141471050132,0.6321247328361809,True,False,3.0
external_appliances_energy,static_ate,88000005,Expert: linear,0.3969864846272263,0.5170084834098816,0.12002199878265529,0.11401752464240447,0.06085985879043876,0.19135208877105858,0.8426648780487046,1.0,0.651312789277646,0.6187288393343177,True,False,
external_appliances_energy,static_ate,88000005,Expert: orthogonal,0.3969864846272263,1.812178134918213,1.4151916502909865,1.3443922822263121,1.3560295102987698,0.9196064698197493,2.7047498000166765,0.0,1.7851433301969273,1.695835977615513,True,False,
