scenario,task,seed,method,truth,estimate,absolute_error,standardized_absolute_error,regret_to_episode_oracle,lower,upper,covered,interval_width,standardized_interval_width,answered,nondeployable_oracle,method_rank
ate_linear,static_ate,80000000,Pretrained soft router,0.2726269682232747,0.14633807209771943,0.12628889612555527,0.08390507233429112,0.08520965608316589,-0.16997381502079267,0.46264995921623153,1.0,0.6326237742370242,0.42030887248375165,True,False,8.0
ate_linear,static_ate,80000000,Pretrained hard top-1,0.2726269682232747,0.19188551604747772,0.08074145217579698,0.05364380870389974,0.03966221213340759,-0.1270075719692625,0.5107786040642179,1.0,0.6377861760334804,0.4237387203123343,True,False,3.5
ate_linear,static_ate,80000000,Temperature-scaled router,0.2726269682232747,0.21793854467386656,0.054688423549408144,0.03633443853368913,0.013609183507018757,-0.08473223606971422,0.5206093254174473,1.0,0.6053415614871616,0.40218284474540694,True,False,1.0
ate_linear,static_ate,80000000,Uniform expert mean,0.2726269682232747,0.05397728085517883,0.21864968736809587,0.1452686530433442,0.17757044732570648,-0.2960498691951945,0.40400443090555216,1.0,0.7000543001007467,0.46510903563119116,True,False,9.0
ate_linear,static_ate,80000000,Median expert,0.2726269682232747,0.19188551604747772,0.08074145217579698,0.05364380870389974,0.03966221213340759,-0.11521299879835945,0.4989840308933149,1.0,0.6141970296916743,0.40806632874953475,True,False,3.5
ate_linear,static_ate,80000000,Best fixed expert,0.2726269682232747,0.18900403380393982,0.08362293441933488,0.05555823652369521,0.042543694376945496,-0.13163588119448189,0.5096439488023615,1.0,0.6412798299968434,0.42605986886537506,True,False,6.0
ate_linear,static_ate,80000000,Metadata-only selector,0.2726269682232747,0.18900403380393982,0.08362293441933488,0.05555823652369521,0.042543694376945496,-0.13163588119448189,0.5096439488023615,1.0,0.6412798299968434,0.42605986886537506,True,False,6.0
ate_linear,static_ate,80000000,Shallow risk selector,0.2726269682232747,0.18900403380393982,0.08362293441933488,0.05555823652369521,0.042543694376945496,-0.11831444931787427,0.4963225169257539,1.0,0.6146369662436282,0.4083586181696393,True,False,6.0
ate_linear,static_ate,80000000,Convex stack,0.2726269682232747,0.2061416569220178,0.0664853113012569,0.04417217209938848,0.025406071258867513,-0.09775568289489134,0.5100389967389269,1.0,0.6077946796338183,0.4038126717678489,True,False,2.0
ate_linear,static_ate,80000000,Expert: linear,0.2726269682232747,0.19188551604747772,0.08074145217579698,0.05364380870389974,0.03966221213340759,-0.10995161425274058,0.493722646347696,1.0,0.6036742606004366,0.4010751068064784,True,False,
ate_linear,static_ate,80000000,Expert: orthogonal,0.2726269682232747,-0.7235838770866394,0.9962108453099141,0.6618724654369618,0.9551316052675247,-1.717430125259422,0.27026237108614315,0.0,1.987692496345565,1.320602901765755,True,False,
ate_linear,static_ate,80000000,Expert: spline,0.2726269682232747,0.23154772818088531,0.04107924004238939,0.027292633896868142,0.0,-0.09543240592063051,0.5585278622824011,1.0,0.6539602682030317,0.43448462446592256,True,False,
ate_linear,static_ate,80000000,Expert: interaction,0.2726269682232747,0.18900403380393982,0.08362293441933488,0.05555823652369521,0.042543694376945496,-0.13163588119448189,0.5096439488023615,1.0,0.6412798299968434,0.42605986886537506,True,False,
ate_linear,static_ate,80000000,Expert: piecewise,0.2726269682232747,0.3810330033302307,0.10840603510695601,0.07202387934470397,0.06732679506456662,0.03882257517580445,0.723243431484657,1.0,0.6844208563088525,0.454722332821715,True,False,
ate_linear,static_ate,80000000,Linear g-computation,0.2726269682232747,0.1919051028089062,0.08072186541436849,0.053630795456616163,0.0396426253719791,-0.10990023830585166,0.4937104439236641,1.0,0.6036106822295157,0.40103286597632887,True,False,
ate_linear,static_ate,80000000,Random forest g-computation,0.2726269682232747,0.014091837742338362,0.25853513048093635,0.17176814026778697,0.21745589043854696,-0.8014348872022793,0.829618562686956,1.0,1.6310534498892353,1.0836555064824756,True,False,
ate_linear,static_ate,80000000,Spline g-computation,0.2726269682232747,0.23154771327972412,0.04107925494355058,0.027292643797049758,1.4901161193847656e-08,-0.09543242082179171,0.55852784738124,1.0,0.6539602682030317,0.43448462446592256,True,False,
ate_linear,static_ate,80000000,Interaction g-computation,0.2726269682232747,0.189004048705101,0.08362291951817369,0.05555822662351359,0.0425436794757843,-0.1316358662933207,0.5096439637035227,1.0,0.6412798299968434,0.42605986886537506,True,False,
ate_linear,static_ate,80000000,AIPW,0.2726269682232747,-0.7235838770866394,0.9962108453099141,0.6618724654369618,0.9551316052675247,-1.717430125259422,0.27026237108614315,0.0,1.987692496345565,1.320602901765755,True,False,
ate_linear,static_ate,80000000,DR learner (spline nuisances),0.2726269682232747,0.04164759480114274,0.23097937342213196,0.15346037244197194,0.18990013337974257,-0.40014618107572436,0.4834413706780098,1.0,0.8835875517537342,0.5870466819970416,True,False,
ate_linear,static_ate,80000000,Oracle: per-cell expert,0.2726269682232747,0.19188551604747772,0.08074145217579698,0.05364380870389974,0.03966221213340759,,,,,,True,True,
ate_linear,static_ate,80000000,Oracle: per-episode expert,0.2726269682232747,0.23154772818088531,0.04107924004238939,0.027292633896868142,0.0,,,,,,True,True,
ate_linear,static_ate,80000001,Pretrained soft router,-0.8229746633551448,-1.03515419015892,0.21217952680377528,0.16235938299855882,0.05461385498054483,-1.3514660772774323,-0.718842303040408,1.0,0.6326237742370242,0.4840825465235945,True,False,7.0
ate_linear,static_ate,80000001,Pretrained hard top-1,-0.8229746633551448,-1.0102689266204834,0.1872942632653386,0.14331722518663356,0.029728591442108154,-1.3291620146372236,-0.6913758386037432,1.0,0.6377861760334804,0.4880328068672252,True,False,3.5
ate_linear,static_ate,80000001,Temperature-scaled router,-0.8229746633551448,-1.0174552628994922,0.19448059954434738,0.14881619646749167,0.03691492772111693,-1.3201260436430728,-0.7147844821559114,1.0,0.6053415614871616,0.46320624759113643,True,False,6.0
ate_linear,static_ate,80000001,Uniform expert mean,-0.8229746633551448,-1.0491419196128846,0.2261672562577398,0.17306276780625857,0.06860158443450937,-1.399169069663258,-0.6991147695625113,1.0,0.7000543001007467,0.5356802606830152,True,False,9.0
