scenario,task,seed,method,truth,estimate,absolute_error
ate_linear,static_ate,60000001,Expert: piecewise,0.8644514708526545,0.8244713544845581,0.0399801163680964
ate_linear,static_ate,60000002,Pretrained soft router,0.6943828184136006,0.41202368109181764,0.28235913732178297
ate_linear,static_ate,60000002,Pretrained hard top-1,0.6943828184136006,0.39654940366744995,0.29783341474615066
ate_linear,static_ate,60000002,Temperature-scaled router,0.6943828184136006,0.4142992353941584,0.2800835830194422
ate_linear,static_ate,60000002,Uniform expert mean,0.6943828184136006,0.4107073903083801,0.2836754281052205
ate_linear,static_ate,60000002,Median expert,0.6943828184136006,0.3975837826728821,0.29679903574071853
ate_linear,static_ate,60000002,Best fixed expert,0.6943828184136006,0.45593181252479553,0.23845100588880508
ate_linear,static_ate,60000002,Metadata-only selector,0.6943828184136006,0.45593181252479553,0.23845100588880508
ate_linear,static_ate,60000002,Shallow risk selector,0.6943828184136006,0.45593181252479553,0.23845100588880508
ate_linear,static_ate,60000002,Convex stack,0.6943828184136006,0.4146890049478388,0.27969381346576183
ate_linear,static_ate,60000002,Expert: linear,0.6943828184136006,0.39277324080467224,0.30160957760892837
ate_linear,static_ate,60000002,Expert: orthogonal,0.6943828184136006,0.3975837826728821,0.29679903574071853
ate_linear,static_ate,60000002,Expert: spline,0.6943828184136006,0.41069871187210083,0.2836841065414998
ate_linear,static_ate,60000002,Expert: interaction,0.6943828184136006,0.45593181252479553,0.23845100588880508
ate_linear,static_ate,60000002,Expert: piecewise,0.6943828184136006,0.39654940366744995,0.29783341474615066
ate_linear,static_ate,60000003,Pretrained soft router,0.496648730413309,0.34808453744644985,0.14856419296685913
ate_linear,static_ate,60000003,Pretrained hard top-1,0.496648730413309,0.37348175048828125,0.12316697992502773
ate_linear,static_ate,60000003,Temperature-scaled router,0.496648730413309,0.3734845699273187,0.12316416048599027
ate_linear,static_ate,60000003,Uniform expert mean,0.496648730413309,0.336526557803154,0.160122172610155
ate_linear,static_ate,60000003,Median expert,0.496648730413309,0.37348175048828125,0.12316697992502773
ate_linear,static_ate,60000003,Best fixed expert,0.496648730413309,0.37348175048828125,0.12316697992502773
ate_linear,static_ate,60000003,Metadata-only selector,0.496648730413309,0.37348175048828125,0.12316697992502773
ate_linear,static_ate,60000003,Shallow risk selector,0.496648730413309,0.446742981672287,0.049905748741021994
ate_linear,static_ate,60000003,Convex stack,0.496648730413309,0.4050550737929742,0.0915936566203348
ate_linear,static_ate,60000003,Expert: linear,0.496648730413309,0.446742981672287,0.049905748741021994
ate_linear,static_ate,60000003,Expert: orthogonal,0.496648730413309,0.29000213742256165,0.20664659299074734
ate_linear,static_ate,60000003,Expert: spline,0.496648730413309,0.38796669244766235,0.10868203796564663
ate_linear,static_ate,60000003,Expert: interaction,0.496648730413309,0.37348175048828125,0.12316697992502773
ate_linear,static_ate,60000003,Expert: piecewise,0.496648730413309,0.18443922698497772,0.31220950342833126
ate_linear,static_ate,60000004,Pretrained soft router,0.8904249757956885,1.267990178702708,0.37756520290701945
ate_linear,static_ate,60000004,Pretrained hard top-1,0.8904249757956885,1.2801969051361084,0.38977192934041993
ate_linear,static_ate,60000004,Temperature-scaled router,0.8904249757956885,1.280055201808859,0.38963022601317043
ate_linear,static_ate,60000004,Uniform expert mean,0.8904249757956885,1.2596389293670653,0.3692139535713769
ate_linear,static_ate,60000004,Median expert,0.8904249757956885,1.2801969051361084,0.38977192934041993
ate_linear,static_ate,60000004,Best fixed expert,0.8904249757956885,1.2801969051361084,0.38977192934041993
ate_linear,static_ate,60000004,Metadata-only selector,0.8904249757956885,1.2801969051361084,0.38977192934041993
ate_linear,static_ate,60000004,Shallow risk selector,0.8904249757956885,1.157094955444336,0.26666997964864747
ate_linear,static_ate,60000004,Convex stack,0.8904249757956885,1.233361118163027,0.3429361423673386
ate_linear,static_ate,60000004,Expert: linear,0.8904249757956885,1.157094955444336,0.26666997964864747
ate_linear,static_ate,60000004,Expert: orthogonal,0.8904249757956885,1.1899751424789429,0.2995501666832544
ate_linear,static_ate,60000004,Expert: spline,0.8904249757956885,1.3004831075668335,0.41005813177114503
ate_linear,static_ate,60000004,Expert: interaction,0.8904249757956885,1.2801969051361084,0.38977192934041993
ate_linear,static_ate,60000004,Expert: piecewise,0.8904249757956885,1.3704445362091064,0.480019560413418
ate_linear,static_ate,60000005,Pretrained soft router,0.12630032007488445,0.03357672708475341,0.09272359299013104
ate_linear,static_ate,60000005,Pretrained hard top-1,0.12630032007488445,0.019701240584254265,0.10659907949063019
ate_linear,static_ate,60000005,Temperature-scaled router,0.12630032007488445,0.013099218878894179,0.11320110119599028
ate_linear,static_ate,60000005,Uniform expert mean,0.12630032007488445,0.06841972791589797,0.057880592158986485
ate_linear,static_ate,60000005,Median expert,0.12630032007488445,0.013372538611292839,0.11292778146359161
ate_linear,static_ate,60000005,Best fixed expert,0.12630032007488445,0.019701240584254265,0.10659907949063019
ate_linear,static_ate,60000005,Metadata-only selector,0.12630032007488445,0.019701240584254265,0.10659907949063019
ate_linear,static_ate,60000005,Shallow risk selector,0.12630032007488445,0.019701240584254265,0.10659907949063019
ate_linear,static_ate,60000005,Convex stack,0.12630032007488445,7.594238418884457e-06,0.12629272583646556
ate_linear,static_ate,60000005,Expert: linear,0.12630032007488445,0.013372538611292839,0.11292778146359161
ate_linear,static_ate,60000005,Expert: orthogonal,0.12630032007488445,0.3481954336166382,0.22189511354175373
ate_linear,static_ate,60000005,Expert: spline,0.12630032007488445,-0.04304296150803566,0.1693432815829201
ate_linear,static_ate,60000005,Expert: interaction,0.12630032007488445,0.019701240584254265,0.10659907949063019
ate_linear,static_ate,60000005,Expert: piecewise,0.12630032007488445,0.0038723882753401995,0.12242793179954425
ate_linear,static_ate,60000006,Pretrained soft router,-1.000342946886331,-0.8294435976970895,0.17089934918924143
ate_linear,static_ate,60000006,Pretrained hard top-1,-1.000342946886331,-0.7223787903785706,0.2779641565077604
ate_linear,static_ate,60000006,Temperature-scaled router,-1.000342946886331,-0.7877409793462127,0.2126019675401183
ate_linear,static_ate,60000006,Uniform expert mean,-1.000342946886331,-0.8551754593849182,0.14516748750141273
ate_linear,static_ate,60000006,Median expert,-1.000342946886331,-0.8422867059707642,0.1580562409155668
ate_linear,static_ate,60000006,Best fixed expert,-1.000342946886331,-0.8487695455551147,0.15157340133121622
ate_linear,static_ate,60000006,Metadata-only selector,-1.000342946886331,-0.8487695455551147,0.15157340133121622
ate_linear,static_ate,60000006,Shallow risk selector,-1.000342946886331,-0.8487695455551147,0.15157340133121622
ate_linear,static_ate,60000006,Convex stack,-1.000342946886331,-0.8104704874381118,0.18987245944821918
ate_linear,static_ate,60000006,Expert: linear,-1.000342946886331,-0.8422867059707642,0.1580562409155668
ate_linear,static_ate,60000006,Expert: orthogonal,-1.000342946886331,-1.1029783487319946,0.10263540184566367
ate_linear,static_ate,60000006,Expert: spline,-1.000342946886331,-0.7223787903785706,0.2779641565077604
ate_linear,static_ate,60000006,Expert: interaction,-1.000342946886331,-0.8487695455551147,0.15157340133121622
ate_linear,static_ate,60000006,Expert: piecewise,-1.000342946886331,-0.759463906288147,0.240879040598184
ate_linear,static_ate,60000007,Pretrained soft router,-1.0135831245959879,-1.0431975571295897,0.029614432533601853
ate_linear,static_ate,60000007,Pretrained hard top-1,-1.0135831245959879,-0.9795688986778259,0.034014225918161944
ate_linear,static_ate,60000007,Temperature-scaled router,-1.0135831245959879,-0.9963435773599503,0.0172395472360376
ate_linear,static_ate,60000007,Uniform expert mean,-1.0135831245959879,-1.0837637543678285,0.07018062977184059
ate_linear,static_ate,60000007,Median expert,-1.0135831245959879,-1.0139620304107666,0.0003789058147787294
ate_linear,static_ate,60000007,Best fixed expert,-1.0135831245959879,-1.0139620304107666,0.0003789058147787294
ate_linear,static_ate,60000007,Metadata-only selector,-1.0135831245959879,-1.0139620304107666,0.0003789058147787294
ate_linear,static_ate,60000007,Shallow risk selector,-1.0135831245959879,-1.0819482803344727,0.06836515573848478
ate_linear,static_ate,60000007,Convex stack,-1.0135831245959879,-0.9897219193298008,0.02386120526618707
ate_linear,static_ate,60000007,Expert: linear,-1.0135831245959879,-0.975831151008606,0.037751973587381915
ate_linear,static_ate,60000007,Expert: orthogonal,-1.0135831245959879,-1.3675084114074707,0.35392528681148283
ate_linear,static_ate,60000007,Expert: spline,-1.0135831245959879,-0.9795688986778259,0.034014225918161944
ate_linear,static_ate,60000007,Expert: interaction,-1.0135831245959879,-1.0139620304107666,0.0003789058147787294
ate_linear,static_ate,60000007,Expert: piecewise,-1.0135831245959879,-1.0819482803344727,0.06836515573848478
ate_linear,static_ate,60000008,Pretrained soft router,-0.15581327462392247,-0.07807047217739638,0.0777428024465261
ate_linear,static_ate,60000008,Pretrained hard top-1,-0.15581327462392247,-0.14484935998916626,0.010963914634756211
ate_linear,static_ate,60000008,Temperature-scaled router,-0.15581327462392247,-0.18696584255869042,0.03115256793476795
ate_linear,static_ate,60000008,Uniform expert mean,-0.15581327462392247,0.028729170560836792,0.18454244518475926
ate_linear,static_ate,60000008,Median expert,-0.15581327462392247,-0.10620878636837006,0.049604488255552415
ate_linear,static_ate,60000008,Best fixed expert,-0.15581327462392247,-0.14484935998916626,0.010963914634756211
ate_linear,static_ate,60000008,Metadata-only selector,-0.15581327462392247,-0.14484935998916626,0.010963914634756211
ate_linear,static_ate,60000008,Shallow risk selector,-0.15581327462392247,-0.10620878636837006,0.049604488255552415
ate_linear,static_ate,60000008,Convex stack,-0.15581327462392247,-0.1154345977774404,0.04037867684648207
ate_linear,static_ate,60000008,Expert: linear,-0.15581327462392247,-0.10620878636837006,0.049604488255552415
ate_linear,static_ate,60000008,Expert: orthogonal,-0.15581327462392247,0.9572995901107788,1.1131128647347013
ate_linear,static_ate,60000008,Expert: spline,-0.15581327462392247,-0.06538607180118561,0.09042720282273686
ate_linear,static_ate,60000008,Expert: interaction,-0.15581327462392247,-0.14484935998916626,0.010963914634756211
ate_linear,static_ate,60000008,Expert: piecewise,-0.15581327462392247,-0.4972095191478729,0.34139624452395045
ate_linear,static_ate,60000009,Pretrained soft router,-0.5633126877061269,-0.45104560284017836,0.1122670848659485
ate_linear,static_ate,60000009,Pretrained hard top-1,-0.5633126877061269,-0.377550333738327,0.18576235396779983
ate_linear,static_ate,60000009,Temperature-scaled router,-0.5633126877061269,-0.44622912355841415,0.1170835641477127
ate_linear,static_ate,60000009,Uniform expert mean,-0.5633126877061269,-0.4523558497428894,0.11095683796323746
ate_linear,static_ate,60000009,Median expert,-0.5633126877061269,-0.4560249447822571,0.10728774292386978
ate_linear,static_ate,60000009,Best fixed expert,-0.5633126877061269,-0.5165015459060669,0.04681114180005996
ate_linear,static_ate,60000009,Metadata-only selector,-0.5633126877061269,-0.5165015459060669,0.04681114180005996
ate_linear,static_ate,60000009,Shallow risk selector,-0.5633126877061269,-0.48864370584487915,0.07466898186124771
ate_linear,static_ate,60000009,Convex stack,-0.5633126877061269,-0.445529566087265,0.11778312161886184
ate_linear,static_ate,60000009,Expert: linear,-0.5633126877061269,-0.377550333738327,0.18576235396779983
ate_linear,static_ate,60000009,Expert: orthogonal,-0.5633126877061269,-0.4560249447822571,0.10728774292386978
ate_linear,static_ate,60000009,Expert: spline,-0.5633126877061269,-0.48864370584487915,0.07466898186124771
ate_linear,static_ate,60000009,Expert: interaction,-0.5633126877061269,-0.5165015459060669,0.04681114180005996
ate_linear,static_ate,60000009,Expert: piecewise,-0.5633126877061269,-0.42305871844291687,0.14025396926321
ate_linear,static_ate,60000010,Pretrained soft router,0.5228846019310428,0.5169749629520242,0.005909638979018639
ate_linear,static_ate,60000010,Pretrained hard top-1,0.5228846019310428,0.5194046497344971,0.0034799521965457325
ate_linear,static_ate,60000010,Temperature-scaled router,0.5228846019310428,0.536736118209196,0.013851516278153175
ate_linear,static_ate,60000010,Uniform expert mean,0.5228846019310428,0.5008747458457947,0.02200985608524808
ate_linear,static_ate,60000010,Median expert,0.5228846019310428,0.5217987298965454,0.0010858720344973927
ate_linear,static_ate,60000010,Best fixed expert,0.5228846019310428,0.578029990196228,0.055145388265185225
ate_linear,static_ate,60000010,Metadata-only selector,0.5228846019310428,0.578029990196228,0.055145388265185225
ate_linear,static_ate,60000010,Shallow risk selector,0.5228846019310428,0.5396478176116943,0.016763215680651533
ate_linear,static_ate,60000010,Convex stack,0.5228846019310428,0.5406690180024329,0.01778441607139014
ate_linear,static_ate,60000010,Expert: linear,0.5228846019310428,0.5194046497344971,0.0034799521965457325
ate_linear,static_ate,60000010,Expert: orthogonal,0.5228846019310428,0.34549254179000854,0.17739206014103426
ate_linear,static_ate,60000010,Expert: spline,0.5228846019310428,0.5396478176116943,0.016763215680651533
ate_linear,static_ate,60000010,Expert: interaction,0.5228846019310428,0.578029990196228,0.055145388265185225
ate_linear,static_ate,60000010,Expert: piecewise,0.5228846019310428,0.5217987298965454,0.0010858720344973927
ate_linear,static_ate,60000011,Pretrained soft router,0.7800404072724177,0.7697192545365779,0.010321152735839889
ate_linear,static_ate,60000011,Pretrained hard top-1,0.7800404072724177,0.8366984724998474,0.056658065227429666
ate_linear,static_ate,60000011,Temperature-scaled router,0.7800404072724177,0.7844634618079663,0.004423054535548587
ate_linear,static_ate,60000011,Uniform expert mean,0.7800404072724177,0.7703286528587341,0.00971175441368366
ate_linear,static_ate,60000011,Median expert,0.7800404072724177,0.8366984724998474,0.056658065227429666
ate_linear,static_ate,60000011,Best fixed expert,0.7800404072724177,0.8366984724998474,0.056658065227429666
ate_linear,static_ate,60000011,Metadata-only selector,0.7800404072724177,0.8366984724998474,0.056658065227429666
ate_linear,static_ate,60000011,Shallow risk selector,0.7800404072724177,0.8751998543739319,0.09515944710151414
ate_linear,static_ate,60000011,Convex stack,0.7800404072724177,0.8279565542753339,0.04791614700291613
ate_linear,static_ate,60000011,Expert: linear,0.7800404072724177,0.8751998543739319,0.09515944710151414
ate_linear,static_ate,60000011,Expert: orthogonal,0.7800404072724177,0.8484027981758118,0.06836239090339402
ate_linear,static_ate,60000011,Expert: spline,0.7800404072724177,0.7677977085113525,0.012242698761065207
ate_linear,static_ate,60000011,Expert: interaction,0.7800404072724177,0.8366984724998474,0.056658065227429666
ate_linear,static_ate,60000011,Expert: piecewise,0.7800404072724177,0.523544430732727,0.2564959765396907
ate_linear,static_ate,60000012,Pretrained soft router,-0.5116821143325935,-0.4411532487657135,0.07052886556687998
ate_linear,static_ate,60000012,Pretrained hard top-1,-0.5116821143325935,-0.46361789107322693,0.048064223259366545
ate_linear,static_ate,60000012,Temperature-scaled router,-0.5116821143325935,-0.4554978417291669,0.056184272603426566
ate_linear,static_ate,60000012,Uniform expert mean,-0.5116821143325935,-0.4227506875991821,0.08893142673341137
ate_linear,static_ate,60000012,Median expert,-0.5116821143325935,-0.4361809194087982,0.07550119492379526
ate_linear,static_ate,60000012,Best fixed expert,-0.5116821143325935,-0.4361809194087982,0.07550119492379526
ate_linear,static_ate,60000012,Metadata-only selector,-0.5116821143325935,-0.4361809194087982,0.07550119492379526
ate_linear,static_ate,60000012,Shallow risk selector,-0.5116821143325935,-0.46361789107322693,0.048064223259366545
ate_linear,static_ate,60000012,Convex stack,-0.5116821143325935,-0.47190442530975557,0.0397776890228379
ate_linear,static_ate,60000012,Expert: linear,-0.5116821143325935,-0.46361789107322693,0.048064223259366545
ate_linear,static_ate,60000012,Expert: orthogonal,-0.5116821143325935,-0.2528362572193146,0.2588458571132789
ate_linear,static_ate,60000012,Expert: spline,-0.5116821143325935,-0.5259664058685303,0.0142842915359368
ate_linear,static_ate,60000012,Expert: interaction,-0.5116821143325935,-0.4361809194087982,0.07550119492379526
ate_linear,static_ate,60000012,Expert: piecewise,-0.5116821143325935,-0.43515196442604065,0.07653014990655282
ate_linear,static_ate,60000013,Pretrained soft router,1.2382015093690288,1.1265573563406157,0.11164415302841313
ate_linear,static_ate,60000013,Pretrained hard top-1,1.2382015093690288,1.1459897756576538,0.09221173371137503
ate_linear,static_ate,60000013,Temperature-scaled router,1.2382015093690288,1.1455410311834537,0.0926604781855751
ate_linear,static_ate,60000013,Uniform expert mean,1.2382015093690288,1.1115227460861206,0.12667876328290828
ate_linear,static_ate,60000013,Median expert,1.2382015093690288,1.1459897756576538,0.09221173371137503
ate_linear,static_ate,60000013,Best fixed expert,1.2382015093690288,1.1459897756576538,0.09221173371137503
ate_linear,static_ate,60000013,Metadata-only selector,1.2382015093690288,1.1459897756576538,0.09221173371137503
ate_linear,static_ate,60000013,Shallow risk selector,1.2382015093690288,1.1761095523834229,0.06209195698560599
ate_linear,static_ate,60000013,Convex stack,1.2382015093690288,1.1301253806708706,0.10807612869815819
ate_linear,static_ate,60000013,Expert: linear,1.2382015093690288,1.0907877683639526,0.1474137410050762
ate_linear,static_ate,60000013,Expert: orthogonal,1.2382015093690288,0.9745222330093384,0.26367927635969046
ate_linear,static_ate,60000013,Expert: spline,1.2382015093690288,1.1761095523834229,0.06209195698560599
ate_linear,static_ate,60000013,Expert: interaction,1.2382015093690288,1.1459897756576538,0.09221173371137503
ate_linear,static_ate,60000013,Expert: piecewise,1.2382015093690288,1.1702044010162354,0.06799710835279349
ate_linear,static_ate,60000014,Pretrained soft router,-1.3312650011922464,-1.2517230763334366,0.07954192485880984
ate_linear,static_ate,60000014,Pretrained hard top-1,-1.3312650011922464,-1.2343485355377197,0.09691646565452672
ate_linear,static_ate,60000014,Temperature-scaled router,-1.3312650011922464,-1.251493547197447,0.07977145399479935
ate_linear,static_ate,60000014,Uniform expert mean,-1.3312650011922464,-1.2515743494033813,0.07969065178886514
ate_linear,static_ate,60000014,Median expert,-1.3312650011922464,-1.237269639968872,0.09399536122337437
ate_linear,static_ate,60000014,Best fixed expert,-1.3312650011922464,-1.237269639968872,0.09399536122337437
ate_linear,static_ate,60000014,Metadata-only selector,-1.3312650011922464,-1.237269639968872,0.09399536122337437
ate_linear,static_ate,60000014,Shallow risk selector,-1.3312650011922464,-1.2343485355377197,0.09691646565452672
ate_linear,static_ate,60000014,Convex stack,-1.3312650011922464,-1.251527994596878,0.07973700659536842
ate_linear,static_ate,60000014,Expert: linear,-1.3312650011922464,-1.2343485355377197,0.09691646565452672
ate_linear,static_ate,60000014,Expert: orthogonal,-1.3312650011922464,-1.2553426027297974,0.07592239846244908
ate_linear,static_ate,60000014,Expert: spline,-1.3312650011922464,-1.2966214418411255,0.034643559351120956
ate_linear,static_ate,60000014,Expert: interaction,-1.3312650011922464,-1.237269639968872,0.09399536122337437
ate_linear,static_ate,60000014,Expert: piecewise,-1.3312650011922464,-1.234289526939392,0.09697547425285435
ate_linear,static_ate,60000015,Pretrained soft router,-0.3152412033694942,-0.3417203368238195,0.026479133454325343
ate_linear,static_ate,60000015,Pretrained hard top-1,-0.3152412033694942,-0.265255331993103,0.049985871376391156
ate_linear,static_ate,60000015,Temperature-scaled router,-0.3152412033694942,-0.29041429664467683,0.024826906724817355
ate_linear,static_ate,60000015,Uniform expert mean,-0.3152412033694942,-0.3776190221309662,0.062377818761472026
ate_linear,static_ate,60000015,Median expert,-0.3152412033694942,-0.280917763710022,0.03432343965947221
ate_linear,static_ate,60000015,Best fixed expert,-0.3152412033694942,-0.280917763710022,0.03432343965947221
ate_linear,static_ate,60000015,Metadata-only selector,-0.3152412033694942,-0.280917763710022,0.03432343965947221
ate_linear,static_ate,60000015,Shallow risk selector,-0.3152412033694942,-0.280917763710022,0.03432343965947221
ate_linear,static_ate,60000015,Convex stack,-0.3152412033694942,-0.32240526754439663,0.007164064174902451
ate_linear,static_ate,60000015,Expert: linear,-0.3152412033694942,-0.39169347286224365,0.07645226949274947
ate_linear,static_ate,60000015,Expert: orthogonal,-0.3152412033694942,-0.8056858777999878,0.4904446744304936
ate_linear,static_ate,60000015,Expert: spline,-0.3152412033694942,-0.265255331993103,0.049985871376391156
ate_linear,static_ate,60000015,Expert: interaction,-0.3152412033694942,-0.280917763710022,0.03432343965947221
ate_linear,static_ate,60000015,Expert: piecewise,-0.3152412033694942,-0.1445426642894745,0.1706985390800197
ate_linear,static_ate,60000016,Pretrained soft router,1.4353629222619146,1.308059825013725,0.12730309724818967
ate_linear,static_ate,60000016,Pretrained hard top-1,1.4353629222619146,1.3648957014083862,0.07046722085352841
ate_linear,static_ate,60000016,Temperature-scaled router,1.4353629222619146,1.364390929044761,0.07097199321715375
ate_linear,static_ate,60000016,Uniform expert mean,1.4353629222619146,1.2540500998497008,0.1813128224122138
ate_linear,static_ate,60000016,Median expert,1.4353629222619146,1.3648957014083862,0.07046722085352841
ate_linear,static_ate,60000016,Best fixed expert,1.4353629222619146,1.3555189371109009,0.07984398515101376
ate_linear,static_ate,60000016,Metadata-only selector,1.4353629222619146,1.3555189371109009,0.07984398515101376
ate_linear,static_ate,60000016,Shallow risk selector,1.4353629222619146,1.3798216581344604,0.05554126412745419
ate_linear,static_ate,60000016,Convex stack,1.4353629222619146,1.3837722993059387,0.05159062295597594
ate_linear,static_ate,60000016,Expert: linear,1.4353629222619146,1.412564992904663,0.022797929357251556
ate_linear,static_ate,60000016,Expert: orthogonal,1.4353629222619146,0.757449209690094,0.6779137125718206
ate_linear,static_ate,60000016,Expert: spline,1.4353629222619146,1.3648957014083862,0.07046722085352841
ate_linear,static_ate,60000016,Expert: interaction,1.4353629222619146,1.3555189371109009,0.07984398515101376
ate_linear,static_ate,60000016,Expert: piecewise,1.4353629222619146,1.3798216581344604,0.05554126412745419
ate_linear,static_ate,60000017,Pretrained soft router,1.0035782136185387,1.0812564981051342,0.07767828448659553
ate_linear,static_ate,60000017,Pretrained hard top-1,1.0035782136185387,1.0960031747817993,0.0924249611632606
ate_linear,static_ate,60000017,Temperature-scaled router,1.0035782136185387,1.1207175823333233,0.11713936871478459
ate_linear,static_ate,60000017,Uniform expert mean,1.0035782136185387,1.0366090655326843,0.033030851914145565
ate_linear,static_ate,60000017,Median expert,1.0035782136185387,1.105281949043274,0.10170373542473521
ate_linear,static_ate,60000017,Best fixed expert,1.0035782136185387,1.105281949043274,0.10170373542473521
ate_linear,static_ate,60000017,Metadata-only selector,1.0035782136185387,1.105281949043274,0.10170373542473521
ate_linear,static_ate,60000017,Shallow risk selector,1.0035782136185387,1.105281949043274,0.10170373542473521
ate_linear,static_ate,60000017,Convex stack,1.0035782136185387,1.1330257248153703,0.12944751119683162
ate_linear,static_ate,60000017,Expert: linear,1.0035782136185387,1.1698049306869507,0.16622671706841197
ate_linear,static_ate,60000017,Expert: orthogonal,1.0035782136185387,0.6371931433677673,0.3663850702507714
ate_linear,static_ate,60000017,Expert: spline,1.0035782136185387,1.0960031747817993,0.0924249611632606
ate_linear,static_ate,60000017,Expert: interaction,1.0035782136185387,1.105281949043274,0.10170373542473521
ate_linear,static_ate,60000017,Expert: piecewise,1.0035782136185387,1.1747621297836304,0.17118391616509165
ate_linear,static_ate,60000018,Pretrained soft router,-0.12425621913383256,-0.3683359291152848,0.24407970998145223
ate_linear,static_ate,60000018,Pretrained hard top-1,-0.12425621913383256,-0.33287912607192993,0.20862290693809737
ate_linear,static_ate,60000018,Temperature-scaled router,-0.12425621913383256,-0.334342258484335,0.21008603935050246
ate_linear,static_ate,60000018,Uniform expert mean,-0.12425621913383256,-0.40471457242965697,0.2804583532958244
ate_linear,static_ate,60000018,Median expert,-0.12425621913383256,-0.33287912607192993,0.20862290693809737
ate_linear,static_ate,60000018,Best fixed expert,-0.12425621913383256,-0.310832142829895,0.18657592369606246
ate_linear,static_ate,60000018,Metadata-only selector,-0.12425621913383256,-0.310832142829895,0.18657592369606246
ate_linear,static_ate,60000018,Shallow risk selector,-0.12425621913383256,-0.310832142829895,0.18657592369606246
ate_linear,static_ate,60000018,Convex stack,-0.12425621913383256,-0.33517284468846975,0.2109166255546372
ate_linear,static_ate,60000018,Expert: linear,-0.12425621913383256,-0.33287912607192993,0.20862290693809737
ate_linear,static_ate,60000018,Expert: orthogonal,-0.12425621913383256,-0.7185675501823425,0.59431133104851
ate_linear,static_ate,60000018,Expert: spline,-0.12425621913383256,-0.3679318428039551,0.24367562367012252
ate_linear,static_ate,60000018,Expert: interaction,-0.12425621913383256,-0.310832142829895,0.18657592369606246
ate_linear,static_ate,60000018,Expert: piecewise,-0.12425621913383256,-0.29336220026016235,0.1691059811263298
ate_linear,static_ate,60000019,Pretrained soft router,1.318961794249651,0.7885280189171302,0.5304337753325208
ate_linear,static_ate,60000019,Pretrained hard top-1,1.318961794249651,0.9519086480140686,0.3670531462355824
ate_linear,static_ate,60000019,Temperature-scaled router,1.318961794249651,0.9045958006374699,0.41436599361218107
ate_linear,static_ate,60000019,Uniform expert mean,1.318961794249651,0.7133163124322891,0.6056454818173619
ate_linear,static_ate,60000019,Median expert,1.318961794249651,0.9146156907081604,0.4043461035414906
ate_linear,static_ate,60000019,Best fixed expert,1.318961794249651,0.9146156907081604,0.4043461035414906
ate_linear,static_ate,60000019,Metadata-only selector,1.318961794249651,0.9146156907081604,0.4043461035414906
ate_linear,static_ate,60000019,Shallow risk selector,1.318961794249651,0.9123050570487976,0.4066567372008534
