compiled,correction,estimable,expert_estimates,final,gate,identified_probability,scale,scenario,split,step,support_probability,target,task,weights,world_weights,episode_number,seed,seed_provenance,absolute_error,split_probability,split_truth,structure,structure_correct
-1.0712445974349976,-1.069501678330198e-07,True,"[-1.0621225833892822, -0.947184681892395, -1.1231248378753662, -1.091459035873413, -1.0706543922424316, -0.8770006895065308]",-1.071244716644287,0.006692850962281227,1.0,1.3199291229248047,ate_ood_saturation,validation_ood,100,0.9986549615859985,-0.8835889101028442,static_ate,"[0.25339171290397644, 0.10988089442253113, 0.21952493488788605, 0.23074056208133698, 0.1864619106054306, 0.0]","[0.1667483150959015, 0.1665189266204834, 0.16703511774539948, 0.16650860011577606, 0.16668134927749634, 0.16650773584842682]",3,11021731,reconstructed from saved stream and validate generation order,0.18765580654144287,,,,
1.2280126810073853,0.0,True,"[1.1306045055389404, 2.265669107437134, 1.1422063112258911, 1.074661135673523, 1.1741758584976196, 1.3885517120361328]",1.2280126810073853,0.006692850962281227,1.0,1.1867213249206543,ate_ood_saturation,validation_ood,100,0.998578667640686,1.2900288105010986,static_ate,"[0.23371165990829468, 0.08935452252626419, 0.19104738533496857, 0.27535971999168396, 0.2105267345905304, 0.0]","[0.16674740612506866, 0.16651871800422668, 0.1670348346233368, 0.16650961339473724, 0.16668136417865753, 0.16650806367397308]",4,11021732,reconstructed from saved stream and validate generation order,0.06201612949371338,,,,
,,,,,,,,regime_ood_intercept_split,validation_ood,100,,3.0,observed_regime,,,1,11031729,reconstructed from saved stream and validate generation order,,0.47643351554870605,1.0,3.0,True
,,,,,,,,regime_ood_intercept_split,validation_ood,100,,2.0,observed_regime,,,2,11031730,reconstructed from saved stream and validate generation order,,0.5233233571052551,1.0,3.0,False
,,,,,,,,regime_ood_intercept_split,validation_ood,100,,6.0,observed_regime,,,3,11031731,reconstructed from saved stream and validate generation order,,0.440650075674057,1.0,2.0,False
,,,,,,,,regime_ood_intercept_split,validation_ood,100,,6.0,observed_regime,,,4,11031732,reconstructed from saved stream and validate generation order,,0.467831552028656,1.0,5.0,False
,,,,,,,,regime_ood_variance_split,validation_ood,100,,5.0,observed_regime,,,1,11041729,reconstructed from saved stream and validate generation order,,0.454983651638031,1.0,5.0,True
,,,,,,,,regime_ood_variance_split,validation_ood,100,,6.0,observed_regime,,,2,11041730,reconstructed from saved stream and validate generation order,,0.4888194501399994,1.0,6.0,True
,,,,,,,,regime_ood_variance_split,validation_ood,100,,2.0,observed_regime,,,3,11041731,reconstructed from saved stream and validate generation order,,0.47998958826065063,1.0,2.0,True
,,,,,,,,regime_ood_variance_split,validation_ood,100,,2.0,observed_regime,,,4,11041732,reconstructed from saved stream and validate generation order,,0.48615723848342896,1.0,2.0,True
,,,,,,,,regime_ood_threshold_split,validation_ood,100,,3.0,observed_regime,,,1,11051729,reconstructed from saved stream and validate generation order,,0.46535390615463257,1.0,3.0,True
,,,,,,,,regime_ood_threshold_split,validation_ood,100,,3.0,observed_regime,,,2,11051730,reconstructed from saved stream and validate generation order,,0.4725807011127472,1.0,4.0,False
,,,,,,,,regime_ood_threshold_split,validation_ood,100,,2.0,observed_regime,,,3,11051731,reconstructed from saved stream and validate generation order,,0.4543852210044861,1.0,3.0,False
,,,,,,,,regime_ood_threshold_split,validation_ood,100,,6.0,observed_regime,,,4,11051732,reconstructed from saved stream and validate generation order,,0.4987561106681824,1.0,6.0,True
-0.570151686668396,0.0,True,"[-0.5888618230819702, -0.5642553567886353, -0.774747371673584, -0.6406092643737793, -0.8976595401763916, 0.0]",-0.570151686668396,0.006692850962281227,1.0,0.6887626647949219,interference_ood_small_world,validation_ood,100,0.9989725351333618,-0.44999998807907104,network_interference,"[0.20933541655540466, 0.14831110835075378, 0.13260813057422638, 0.2235211431980133, 0.13063886761665344, 0.15558531880378723]","[0.16656778752803802, 0.16635800898075104, 0.16694721579551697, 0.1666148453950882, 0.16666850447654724, 0.16684362292289734]",1,11061729,reconstructed from saved stream and validate generation order,0.12015169858932495,,,,
-0.731957197189331,0.0,True,"[-0.6610345840454102, -0.7169851660728455, -1.1951630115509033, -0.7971850037574768, -1.2054134607315063, 0.0]",-0.731957197189331,0.006692850962281227,1.0,0.7560996413230896,interference_ood_small_world,validation_ood,100,0.9989489912986755,-1.2907180786132812,network_interference,"[0.19668133556842804, 0.13955983519554138, 0.13353486359119415, 0.23422196507453918, 0.12905743718147278, 0.16694453358650208]","[0.1665666699409485, 0.16635745763778687, 0.16694700717926025, 0.16661562025547028, 0.16666917502880096, 0.16684404015541077]",2,11061730,reconstructed from saved stream and validate generation order,0.5587608814239502,,,,
-0.9677042961120605,8.051086552995912e-08,True,"[-0.9760311841964722, -0.8956435918807983, -1.367971658706665, -1.3133087158203125, -1.191188931465149, 0.0]",-0.9677042365074158,0.006692850962281227,1.0,0.9995261430740356,interference_ood_small_world,validation_ood,100,0.9989487528800964,-1.3111392259597778,network_interference,"[0.19802144169807434, 0.13308368623256683, 0.1374257206916809, 0.23129966855049133, 0.137233704328537, 0.1629357635974884]","[0.16656869649887085, 0.16635741293430328, 0.16694636642932892, 0.16661295294761658, 0.16666844487190247, 0.16684609651565552]",3,11061731,reconstructed from saved stream and validate generation order,0.34343498945236206,,,,
-0.20696602761745453,0.0,True,"[-0.1387261301279068, -0.05698200687766075, -0.3790619969367981, -0.2243315428495407, -0.5663527250289917, 0.0]",-0.20696602761745453,0.006692850962281227,1.0,1.1030446290969849,interference_ood_small_world,validation_ood,100,0.9991080164909363,-0.6302383542060852,network_interference,"[0.20981676876544952, 0.14264976978302002, 0.10245133936405182, 0.24033772945404053, 0.1359219253063202, 0.16882245242595673]","[0.1665669083595276, 0.1663561910390854, 0.1669459044933319, 0.16661369800567627, 0.16666968166828156, 0.1668476164340973]",4,11061732,reconstructed from saved stream and validate generation order,0.4232723265886307,,,,
1.2375621795654297,0.0,True,"[1.2857884168624878, 1.2421573400497437, 1.7005382776260376, 1.2267414331436157, 1.4998646974563599, 0.0]",1.2375621795654297,0.006692850962281227,1.0,0.7342997789382935,interference_ood_erdos_renyi,validation_ood,100,0.9985764026641846,1.340234398841858,network_interference,"[0.2297133058309555, 0.12198808789253235, 0.13995365798473358, 0.27288269996643066, 0.1452917456626892, 0.0901704803109169]","[0.166567862033844, 0.16635674238204956, 0.16694679856300354, 0.16661421954631805, 0.1666685789823532, 0.16684582829475403]",1,11071729,reconstructed from saved stream and validate generation order,0.10267221927642822,,,,
-0.33602413535118103,0.0,True,"[-0.32758039236068726, -0.4478057026863098, -0.6046523451805115, -0.355828195810318, -0.3758678138256073, 0.0]",-0.33602413535118103,0.006692850962281227,1.0,0.7643800973892212,interference_ood_erdos_renyi,validation_ood,100,0.9990597367286682,-0.44999998807907104,network_interference,"[0.20215487480163574, 0.13500572741031647, 0.12427444010972977, 0.22749684751033783, 0.14168067276477814, 0.16938738524913788]","[0.1665685474872589, 0.16635672748088837, 0.16694676876068115, 0.1666136085987091, 0.16666778922080994, 0.16684657335281372]",2,11071730,reconstructed from saved stream and validate generation order,0.11397585272789001,,,,
0.9026893973350525,0.0,True,"[0.8138859272003174, 0.5761380195617676, 1.6403625011444092, 1.2532650232315063, 0.7722300291061401, 0.0]",0.9026893973350525,0.006692850962281227,1.0,0.662419855594635,interference_ood_erdos_renyi,validation_ood,100,0.9985017776489258,1.2929672002792358,network_interference,"[0.246659055352211, 0.15624438226222992, 0.13932761549949646, 0.22535638511180878, 0.13071179389953613, 0.10170086473226547]","[0.16656658053398132, 0.1663563847541809, 0.16694682836532593, 0.1666153222322464, 0.1666690707206726, 0.16684590280056]",3,11071731,reconstructed from saved stream and validate generation order,0.39027780294418335,,,,
1.4401719570159912,-1.5061637270719075e-07,True,"[1.4130839109420776, 1.5137039422988892, 2.2569639682769775, 1.5316755771636963, 1.4445092678070068, 0.0]",1.440171718597412,0.006692850962281227,1.0,0.9197461009025574,interference_ood_erdos_renyi,validation_ood,100,0.9985944628715515,1.3963910341262817,network_interference,"[0.23470532894134521, 0.1364106684923172, 0.13264594972133636, 0.2599853277206421, 0.14152765274047852, 0.09472503513097763]","[0.16656716167926788, 0.16635580360889435, 0.1669461578130722, 0.16661383211612701, 0.16666916012763977, 0.1668478548526764]",4,11071732,reconstructed from saved stream and validate generation order,0.04378068447113037,,,,
-0.8627989888191223,0.0,True,"[-0.6014216542243958, -0.6437384486198425, -3.0561110973358154, -0.5974388718605042, -1.2957290410995483, 0.0]",-0.8627989888191223,0.006692850962281227,1.0,0.893146276473999,interference_ood_nonmonotone,validation_ood,100,0.9988020658493042,-2.7256972789764404,network_interference,"[0.1869090497493744, 0.12314290553331375, 0.11736694723367691, 0.24532948434352875, 0.12800532579421997, 0.19924624264240265]","[0.16656723618507385, 0.16635584831237793, 0.1669463962316513, 0.16661405563354492, 0.1666688472032547, 0.1668475866317749]",1,11081729,reconstructed from saved stream and validate generation order,1.8628982901573181,,,,
-0.34444162249565125,0.0,True,"[-0.20798122882843018, 0.03829598426818848, -1.7698827981948853, -0.25446125864982605, -0.6296010613441467, 0.0]",-0.34444162249565125,0.006692850962281227,1.0,0.9264171719551086,interference_ood_nonmonotone,validation_ood,100,0.9989166259765625,-1.9976640939712524,network_interference,"[0.1869659125804901, 0.10482045263051987, 0.08996199071407318, 0.268148273229599, 0.13042370975017548, 0.21967965364456177]","[0.16656646132469177, 0.16635628044605255, 0.1669466495513916, 0.16661520302295685, 0.16666942834854126, 0.16684599220752716]",2,11081730,reconstructed from saved stream and validate generation order,1.6532224714756012,,,,
0.4209357798099518,0.0,True,"[0.0897023156285286, 0.140873983502388, 1.6917431354522705, 0.23537716269493103, 0.5068933367729187, 0.0]",0.4209357798099518,0.006692850962281227,1.0,0.675761878490448,interference_ood_nonmonotone,validation_ood,100,0.9988111257553101,1.6859630346298218,network_interference,"[0.24980947375297546, 0.18118572235107422, 0.15378932654857635, 0.19108723104000092, 0.13386112451553345, 0.09026708453893661]","[0.1665676087141037, 0.16635620594024658, 0.1669464260339737, 0.16661402583122253, 0.1666688770055771, 0.16684682667255402]",3,11081731,reconstructed from saved stream and validate generation order,1.26502725481987,,,,
0.25417378544807434,0.0,True,"[0.0717010423541069, 0.3261168599128723, 0.8507436513900757, 0.14994162321090698, 0.36380308866500854, 0.0]",0.25417378544807434,0.006692850962281227,1.0,0.7417418956756592,interference_ood_nonmonotone,validation_ood,100,0.9989076852798462,0.8999999761581421,network_interference,"[0.2344740927219391, 0.13468851149082184, 0.1236356720328331, 0.22777944803237915, 0.1487114429473877, 0.13071081042289734]","[0.16656824946403503, 0.16635626554489136, 0.1669466495513916, 0.16661350429058075, 0.16666798293590546, 0.1668473482131958]",4,11081732,reconstructed from saved stream and validate generation order,0.6458261907100677,,,,
