scenario,1,2,3,4
ate_ood_hinge,0.10765951871871948,0.049185872077941895,0.11655735969543457,0.3554392457008362
ate_ood_multiplicative,0.015598058700561523,0.2450769543647766,0.2959371507167816,0.12992018461227417
ate_ood_saturation,0.6351756006479263,0.34267133474349976,0.18765580654144287,0.06201612949371338
interference_ood_erdos_renyi,0.10267221927642822,0.11397585272789001,0.39027780294418335,0.04378068447113037
interference_ood_nonmonotone,1.8628982901573181,1.6532224714756012,1.26502725481987,0.6458261907100677
interference_ood_small_world,0.12015169858932495,0.5587608814239502,0.34343498945236206,0.4232723265886307
