scenario,task,seed,method,truth,estimate,answered,absolute_error
ate_linear,0,80000011,Untrained seed 1732,0.23306628926031836,0.7235067486763,True,0.4904404594159817
ate_linear,0,80000012,Untrained seed 1732,-1.435326149266032,-1.6550787687301636,True,0.2197526194641315
ate_linear,0,80000013,Untrained seed 1732,-0.1250803587265814,-0.6098291277885437,True,0.4847487690619623
ate_linear,0,80000014,Untrained seed 1732,-0.7673344025872524,-0.7671390175819397,True,0.0001953850053126871
ate_linear,0,80000015,Untrained seed 1732,-1.3351535494554552,-1.3995600938796997,True,0.06440654442424454
ate_linear,0,80000016,Untrained seed 1732,-0.5845062155625822,-0.35350659489631653,True,0.23099962066626567
ate_linear,0,80000017,Untrained seed 1732,-0.8677418688214685,-0.8799949288368225,True,0.012253060015353978
ate_linear,0,80000018,Untrained seed 1732,0.43980671278695027,0.17809435725212097,True,0.2617123555348293
ate_linear,0,80000019,Untrained seed 1732,-0.8300034664678128,-0.7367342710494995,True,0.09326919541831324
ate_linear,0,80000020,Untrained seed 1732,0.6370861230545408,0.7866475582122803,True,0.14956143515773945
ate_linear,0,80000021,Untrained seed 1732,-1.0074310229142902,-0.9299062490463257,True,0.07752477386796452
ate_linear,0,80000022,Untrained seed 1732,1.0352914642200524,0.8882554173469543,True,0.14703604687309801
ate_linear,0,80000023,Untrained seed 1732,0.14983719318553312,0.2965277433395386,True,0.14669055015400545
ate_linear,0,80000024,Untrained seed 1732,-1.0427883517088967,-0.8868633508682251,True,0.15592500084067162
ate_linear,0,80000025,Untrained seed 1732,0.7279818203425856,0.6890444159507751,True,0.03893740439181048
ate_linear,0,80000026,Untrained seed 1732,0.6570302803270938,0.46885305643081665,True,0.1881772238962771
ate_linear,0,80000027,Untrained seed 1732,0.8087447022059581,0.5256236791610718,True,0.2831210230448863
ate_linear,0,80000028,Untrained seed 1732,-1.1131374221146686,-1.3195109367370605,True,0.20637351462239195
ate_linear,0,80000029,Untrained seed 1732,-0.36444189843306374,-0.19146044552326202,True,0.17298145290980171
ate_linear,0,80000030,Untrained seed 1732,0.4311127529762486,0.3744741976261139,True,0.056638555350134734
ate_linear,0,80000031,Untrained seed 1732,-1.3223804872821925,-1.2318838834762573,True,0.09049660380593516
ate_linear,0,80000000,Untrained seed 1733,0.2726269682232747,0.048558514565229416,True,0.22406845365804529
ate_linear,0,80000001,Untrained seed 1733,-0.8229746633551448,-1.0563902854919434,True,0.23341562213679856
ate_linear,0,80000002,Untrained seed 1733,-1.4328932215129877,-1.2099263668060303,True,0.22296685470695743
ate_linear,0,80000003,Untrained seed 1733,-0.9989179352585822,-0.9717056155204773,True,0.027212319738104895
ate_linear,0,80000004,Untrained seed 1733,0.3534992938832926,0.38594794273376465,True,0.03244864885047205
ate_linear,0,80000005,Untrained seed 1733,-0.3413343294437368,-0.43524569272994995,True,0.09391136328621313
ate_linear,0,80000006,Untrained seed 1733,-0.26407244222962056,-0.2715611457824707,True,0.00748870355285014
ate_linear,0,80000007,Untrained seed 1733,0.8808100959333274,1.055111289024353,True,0.17430119309102565
ate_linear,0,80000008,Untrained seed 1733,1.2367804302585592,1.4813640117645264,True,0.24458358150596715
ate_linear,0,80000009,Untrained seed 1733,-1.4175087262998536,-1.1846612691879272,True,0.23284745711192634
ate_linear,0,80000010,Untrained seed 1733,1.1752121800157986,1.226115107536316,True,0.05090292752051728
ate_linear,0,80000011,Untrained seed 1733,0.23306628926031836,0.6907863616943359,True,0.4577200724340176
ate_linear,0,80000012,Untrained seed 1733,-1.435326149266032,-1.6564984321594238,True,0.22117228289339175
ate_linear,0,80000013,Untrained seed 1733,-0.1250803587265814,-0.6081314086914062,True,0.48305104996482484
ate_linear,0,80000014,Untrained seed 1733,-0.7673344025872524,-0.7693114280700684,True,0.001977025482815975
ate_linear,0,80000015,Untrained seed 1733,-1.3351535494554552,-1.419918179512024,True,0.08476463005656876
ate_linear,0,80000016,Untrained seed 1733,-0.5845062155625822,-0.3549245297908783,True,0.2295816857717039
ate_linear,0,80000017,Untrained seed 1733,-0.8677418688214685,-0.8846560716629028,True,0.0169142028414343
ate_linear,0,80000018,Untrained seed 1733,0.43980671278695027,0.18754421174526215,True,0.2522625010416881
ate_linear,0,80000019,Untrained seed 1733,-0.8300034664678128,-0.7325435280799866,True,0.09745993838782618
ate_linear,0,80000020,Untrained seed 1733,0.6370861230545408,0.7769157290458679,True,0.1398296059913271
ate_linear,0,80000021,Untrained seed 1733,-1.0074310229142902,-0.9319638609886169,True,0.07546716192567327
ate_linear,0,80000022,Untrained seed 1733,1.0352914642200524,0.8779825568199158,True,0.1573089074001366
ate_linear,0,80000023,Untrained seed 1733,0.14983719318553312,0.30618351697921753,True,0.1563463237936844
ate_linear,0,80000024,Untrained seed 1733,-1.0427883517088967,-0.8939258456230164,True,0.14886250608588036
ate_linear,0,80000025,Untrained seed 1733,0.7279818203425856,0.6764613389968872,True,0.05152048134569842
ate_linear,0,80000026,Untrained seed 1733,0.6570302803270938,0.48538610339164734,True,0.17164417693544642
ate_linear,0,80000027,Untrained seed 1733,0.8087447022059581,0.543485164642334,True,0.2652595375636241
ate_linear,0,80000028,Untrained seed 1733,-1.1131374221146686,-1.17238450050354,True,0.059247078388871444
ate_linear,0,80000029,Untrained seed 1733,-0.36444189843306374,-0.17425982654094696,True,0.19018207189211678
ate_linear,0,80000030,Untrained seed 1733,0.4311127529762486,0.36402401328086853,True,0.0670887396953801
ate_linear,0,80000031,Untrained seed 1733,-1.3223804872821925,-1.2297550439834595,True,0.09262544329873301
ate_linear,0,80000000,Uniform,0.2726269682232747,0.05397728085517883,True,0.21864968736809587
ate_linear,0,80000000,Mean pretrained weights,0.2726269682232747,0.13645756244659424,True,0.13616940577668046
ate_linear,0,80000001,Uniform,-0.8229746633551448,-1.0491419196128846,True,0.2261672562577398
ate_linear,0,80000001,Mean pretrained weights,-0.8229746633551448,-1.037420630455017,True,0.2144459670998723
ate_linear,0,80000002,Uniform,-1.4328932215129877,-1.209685230255127,True,0.22320799125786062
ate_linear,0,80000002,Mean pretrained weights,-1.4328932215129877,-1.2051403522491455,True,0.2277528692638422
ate_linear,0,80000003,Uniform,-0.9989179352585822,-0.9760678887367249,True,0.022850046521857292
ate_linear,0,80000003,Mean pretrained weights,-0.9989179352585822,-0.983376145362854,True,0.015541789895728186
ate_linear,0,80000004,Uniform,0.3534992938832926,0.3813041687011719,True,0.0278048748178793
ate_linear,0,80000004,Mean pretrained weights,0.3534992938832926,0.38946184515953064,True,0.03596255127623804
ate_linear,0,80000005,Uniform,-0.3413343294437368,-0.439034903049469,True,0.0977005736057322
ate_linear,0,80000005,Mean pretrained weights,-0.3413343294437368,-0.4552265405654907,True,0.1138922111217539
ate_linear,0,80000006,Uniform,-0.26407244222962056,-0.2756671607494354,True,0.011594718519814862
ate_linear,0,80000006,Mean pretrained weights,-0.26407244222962056,-0.2923949360847473,True,0.02832249385512675
ate_linear,0,80000007,Uniform,0.8808100959333274,1.0449064135551454,True,0.16409631762181798
ate_linear,0,80000007,Mean pretrained weights,0.8808100959333274,1.057389259338379,True,0.17657916340505153
ate_linear,0,80000008,Uniform,1.2367804302585592,1.460292625427246,True,0.2235121951686867
ate_linear,0,80000008,Mean pretrained weights,1.2367804302585592,1.4973090887069702,True,0.260528658448411
ate_linear,0,80000009,Uniform,-1.4175087262998536,-1.2035951852798463,True,0.21391354102000726
ate_linear,0,80000009,Mean pretrained weights,-1.4175087262998536,-1.245618462562561,True,0.17189026373729255
ate_linear,0,80000010,Uniform,1.1752121800157986,1.2674483299255372,True,0.09223614990973861
ate_linear,0,80000010,Mean pretrained weights,1.1752121800157986,1.196268916130066,True,0.021056736114267283
ate_linear,0,80000011,Uniform,0.23306628926031836,0.7235307455062866,True,0.49046445624596824
ate_linear,0,80000011,Mean pretrained weights,0.23306628926031836,0.6838409900665283,True,0.45077470080620996
ate_linear,0,80000012,Uniform,-1.435326149266032,-1.6547608137130738,True,0.21943466444704174
ate_linear,0,80000012,Mean pretrained weights,-1.435326149266032,-1.6525853872299194,True,0.21725923796388735
ate_linear,0,80000013,Uniform,-0.1250803587265814,-0.606703555583954,True,0.48162319685737254
ate_linear,0,80000013,Mean pretrained weights,-0.1250803587265814,-0.6017826795578003,True,0.4767023208312189
ate_linear,0,80000014,Uniform,-0.7673344025872524,-0.7774543762207032,True,0.010119973633450852
ate_linear,0,80000014,Mean pretrained weights,-0.7673344025872524,-0.7915632724761963,True,0.024228869888943905
ate_linear,0,80000015,Uniform,-1.3351535494554552,-1.4066723346710206,True,0.07151878521556543
ate_linear,0,80000015,Mean pretrained weights,-1.3351535494554552,-1.3994717597961426,True,0.06431821034068741
ate_linear,0,80000016,Uniform,-0.5845062155625822,-0.35606017112731936,True,0.22844604443526284
ate_linear,0,80000016,Mean pretrained weights,-0.5845062155625822,-0.3513626456260681,True,0.23314356993651408
ate_linear,0,80000017,Uniform,-0.8677418688214685,-0.8765178203582764,True,0.00877595153680788
ate_linear,0,80000017,Mean pretrained weights,-0.8677418688214685,-0.8819660544395447,True,0.014224185618076146
ate_linear,0,80000018,Uniform,0.43980671278695027,0.19318643435835842,True,0.24662027842859185
ate_linear,0,80000018,Mean pretrained weights,0.43980671278695027,0.2186472862958908,True,0.22115942649105946
ate_linear,0,80000019,Uniform,-0.8300034664678128,-0.7364249229431152,True,0.09357854352469752
ate_linear,0,80000019,Mean pretrained weights,-0.8300034664678128,-0.7352887392044067,True,0.09471472726340602
ate_linear,0,80000020,Uniform,0.6370861230545408,0.7707304477691651,True,0.13364432471462429
ate_linear,0,80000020,Mean pretrained weights,0.6370861230545408,0.7881364822387695,True,0.1510503591842287
ate_linear,0,80000021,Uniform,-1.0074310229142902,-0.9367233157157898,True,0.07070770719850039
ate_linear,0,80000021,Mean pretrained weights,-1.0074310229142902,-0.9494321346282959,True,0.05799888828599431
ate_linear,0,80000022,Uniform,1.0352914642200524,0.8729016184806825,True,0.16238984573936988
ate_linear,0,80000022,Mean pretrained weights,1.0352914642200524,0.8838918805122375,True,0.1513995837078148
ate_linear,0,80000023,Uniform,0.14983719318553312,0.3570513293147087,True,0.20721413612917555
ate_linear,0,80000023,Mean pretrained weights,0.14983719318553312,0.2570412755012512,True,0.1072040823157181
ate_linear,0,80000024,Uniform,-1.0427883517088967,-0.8812591552734375,True,0.16152919643545927
ate_linear,0,80000024,Mean pretrained weights,-1.0427883517088967,-0.8617543578147888,True,0.1810339938941079
ate_linear,0,80000025,Uniform,0.7279818203425856,0.671454930305481,True,0.05652689003710465
ate_linear,0,80000025,Mean pretrained weights,0.7279818203425856,0.6840503811836243,True,0.04393143915896136
ate_linear,0,80000026,Uniform,0.6570302803270938,0.485757315158844,True,0.17127296516824975
ate_linear,0,80000026,Mean pretrained weights,0.6570302803270938,0.4695364534854889,True,0.18749382684160487
ate_linear,0,80000027,Uniform,0.8087447022059581,0.513116192817688,True,0.29562850938827
ate_linear,0,80000027,Mean pretrained weights,0.8087447022059581,0.5388595461845398,True,0.26988515602141827
ate_linear,0,80000028,Uniform,-1.1131374221146686,-1.1677487254142762,True,0.054611303299607616
ate_linear,0,80000028,Mean pretrained weights,-1.1131374221146686,-1.048991322517395,True,0.06414609959727358
ate_linear,0,80000029,Uniform,-0.36444189843306374,-0.1830884486436844,True,0.18135344978937934
ate_linear,0,80000029,Mean pretrained weights,-0.36444189843306374,-0.1698216199874878,True,0.19462027844557594
ate_linear,0,80000030,Uniform,0.4311127529762486,0.37339473813772206,True,0.057718014838526566
ate_linear,0,80000030,Mean pretrained weights,0.4311127529762486,0.34544801712036133,True,0.0856647358558873
ate_linear,0,80000031,Uniform,-1.3223804872821925,-1.2303560733795167,True,0.0920244139026758
ate_linear,0,80000031,Mean pretrained weights,-1.3223804872821925,-1.2442665100097656,True,0.07811397727242686
ate_linear,0,80000032,Pretrained,-1.0624097078992636,-1.049472689628601,True,0.012937018270662515
ate_linear,0,80000033,Pretrained,-0.1632859926801049,-0.04665479436516762,True,0.11663119831493729
ate_linear,0,80000034,Pretrained,0.29483683112047565,0.5915298461914062,True,0.2966930150709306
ate_linear,0,80000035,Pretrained,1.328217762658172,1.374322772026062,True,0.04610500936789008
ate_linear,0,80000036,Pretrained,-0.05353440520816255,0.08738502860069275,True,0.1409194338088553
ate_linear,0,80000037,Pretrained,1.1300282165602802,0.9922448992729187,True,0.13778331728736148
ate_linear,0,80000038,Pretrained,0.4141702315561382,0.34383445978164673,True,0.07033577177449146
ate_linear,0,80000039,Pretrained,0.09706692428467223,0.2269253432750702,True,0.12985841899039796
ate_linear,0,80000040,Pretrained,0.5888525777811179,0.4362703859806061,True,0.1525821918005118
ate_linear,0,80000041,Pretrained,0.7306622023064362,0.8590859174728394,True,0.12842371516640316
ate_linear,0,80000042,Pretrained,1.372084871002525,1.201451301574707,True,0.17063356942781804
ate_linear,0,80000043,Pretrained,1.474749564587966,1.5677964687347412,True,0.09304690414677519
ate_linear,0,80000044,Pretrained,-0.9430579042037782,-0.9875972270965576,True,0.0445393228927794
ate_linear,0,80000045,Pretrained,-0.5282664590659093,-0.80254727602005,True,0.27428081695414075
ate_linear,0,80000046,Pretrained,-0.5341005248037982,-0.2667274475097656,True,0.2673730772940326
ate_linear,0,80000047,Pretrained,-1.272497533917438,-1.6612728834152222,True,0.38877534949778414
ate_linear,0,80000048,Pretrained,1.2267274013981224,1.3236843347549438,True,0.09695693335682143
ate_linear,0,80000049,Pretrained,0.31266369196929933,0.4789004325866699,True,0.1662367406173706
ate_linear,0,80000050,Pretrained,0.46323417019579427,0.6655803918838501,True,0.20234622168805583
