scenario,task,seed,method,truth,estimate,answered,absolute_error
ate_linear,0,80000000,Pretrained,0.2726269682232747,0.1463380604982376,True,0.1262889077250371
ate_linear,0,80000001,Pretrained,-0.8229746633551448,-1.035154104232788,True,0.2121794408776433
ate_linear,0,80000002,Pretrained,-1.4328932215129877,-1.2024601697921753,True,0.2304330517208124
ate_linear,0,80000003,Pretrained,-0.9989179352585822,-0.985008716583252,True,0.013909218675330237
ate_linear,0,80000004,Pretrained,0.3534992938832926,0.3871533274650574,True,0.033654033581764775
ate_linear,0,80000005,Pretrained,-0.3413343294437368,-0.45236045122146606,True,0.11102612177772925
ate_linear,0,80000006,Pretrained,-0.26407244222962056,-0.2999715209007263,True,0.035899078671105755
ate_linear,0,80000007,Pretrained,0.8808100959333274,1.0563641786575317,True,0.17555408272420436
ate_linear,0,80000008,Pretrained,1.2367804302585592,1.4933234453201294,True,0.2565430150615702
ate_linear,0,80000009,Pretrained,-1.4175087262998536,-1.2552422285079956,True,0.16226649779185798
ate_linear,0,80000010,Pretrained,1.1752121800157986,1.1831506490707397,True,0.00793846905494111
ate_linear,0,80000011,Pretrained,0.23306628926031836,0.6744987368583679,True,0.44143244759804956
ate_linear,0,80000012,Pretrained,-1.435326149266032,-1.6535648107528687,True,0.21823866148683657
ate_linear,0,80000013,Pretrained,-0.1250803587265814,-0.6014432907104492,True,0.4763629319838678
ate_linear,0,80000014,Pretrained,-0.7673344025872524,-0.791131854057312,True,0.023797451470059627
ate_linear,0,80000015,Pretrained,-1.3351535494554552,-1.3977652788162231,True,0.06261172936076798
ate_linear,0,80000016,Pretrained,-0.5845062155625822,-0.3530876040458679,True,0.23141861151671428
ate_linear,0,80000017,Pretrained,-0.8677418688214685,-0.884874701499939,True,0.017132832678470433
ate_linear,0,80000018,Pretrained,0.43980671278695027,0.21615785360336304,True,0.22364885918358723
ate_linear,0,80000019,Pretrained,-0.8300034664678128,-0.7368691563606262,True,0.09313431010718654
ate_linear,0,80000020,Pretrained,0.6370861230545408,0.7922359108924866,True,0.15514978783794575
ate_linear,0,80000021,Pretrained,-1.0074310229142902,-0.9493178725242615,True,0.058113150390028734
ate_linear,0,80000022,Pretrained,1.0352914642200524,0.8833664655685425,True,0.15192499865150988
ate_linear,0,80000023,Pretrained,0.14983719318553312,0.22193792462348938,True,0.07210073143795626
ate_linear,0,80000024,Pretrained,-1.0427883517088967,-0.8643235564231873,True,0.17846479528570947
ate_linear,0,80000025,Pretrained,0.7279818203425856,0.6844393610954285,True,0.04354245924715716
ate_linear,0,80000026,Pretrained,0.6570302803270938,0.47114837169647217,True,0.1858819086306216
ate_linear,0,80000027,Pretrained,0.8087447022059581,0.5315671563148499,True,0.2771775458911082
ate_linear,0,80000028,Pretrained,-1.1131374221146686,-1.0565437078475952,True,0.05659371426707338
ate_linear,0,80000029,Pretrained,-0.36444189843306374,-0.1706249713897705,True,0.19381692704329323
ate_linear,0,80000030,Pretrained,0.4311127529762486,0.3514254689216614,True,0.07968728405458725
ate_linear,0,80000031,Pretrained,-1.3223804872821925,-1.250238299369812,True,0.07214218791238047
ate_linear,0,80000000,Untrained seed 1729,0.2726269682232747,0.10287851095199585,True,0.16974845727127885
ate_linear,0,80000001,Untrained seed 1729,-0.8229746633551448,-1.0381840467453003,True,0.2152093833901555
ate_linear,0,80000002,Untrained seed 1729,-1.4328932215129877,-1.2187045812606812,True,0.21418864025230655
ate_linear,0,80000003,Untrained seed 1729,-0.9989179352585822,-0.9855160713195801,True,0.013401863939002112
ate_linear,0,80000004,Untrained seed 1729,0.3534992938832926,0.37692174315452576,True,0.02342244927123316
ate_linear,0,80000005,Untrained seed 1729,-0.3413343294437368,-0.42318978905677795,True,0.08185545961304114
ate_linear,0,80000006,Untrained seed 1729,-0.26407244222962056,-0.2864062190055847,True,0.022333776775964154
ate_linear,0,80000007,Untrained seed 1729,0.8808100959333274,1.0476182699203491,True,0.16680817398702175
ate_linear,0,80000008,Untrained seed 1729,1.2367804302585592,1.4494030475616455,True,0.2126226173030863
ate_linear,0,80000009,Untrained seed 1729,-1.4175087262998536,-1.2404520511627197,True,0.17705667513713386
ate_linear,0,80000010,Untrained seed 1729,1.1752121800157986,1.2476974725723267,True,0.07248529255652802
ate_linear,0,80000011,Untrained seed 1729,0.23306628926031836,0.7124160528182983,True,0.47934976355798
ate_linear,0,80000012,Untrained seed 1729,-1.435326149266032,-1.6543595790863037,True,0.21903342982027163
ate_linear,0,80000013,Untrained seed 1729,-0.1250803587265814,-0.6239184737205505,True,0.49883811499396913
ate_linear,0,80000014,Untrained seed 1729,-0.7673344025872524,-0.7842115759849548,True,0.01687717339770245
ate_linear,0,80000015,Untrained seed 1729,-1.3351535494554552,-1.4002940654754639,True,0.0651405160200087
ate_linear,0,80000016,Untrained seed 1729,-0.5845062155625822,-0.3530726432800293,True,0.2314335722825529
ate_linear,0,80000017,Untrained seed 1729,-0.8677418688214685,-0.868606448173523,True,0.0008645793520544176
ate_linear,0,80000018,Untrained seed 1729,0.43980671278695027,0.20418845117092133,True,0.23561826161602895
ate_linear,0,80000019,Untrained seed 1729,-0.8300034664678128,-0.7310388088226318,True,0.09896465764518092
ate_linear,0,80000020,Untrained seed 1729,0.6370861230545408,0.7813954949378967,True,0.1443093718833559
ate_linear,0,80000021,Untrained seed 1729,-1.0074310229142902,-0.9514939188957214,True,0.05593710401856877
ate_linear,0,80000022,Untrained seed 1729,1.0352914642200524,0.8747990727424622,True,0.1604923914775902
ate_linear,0,80000023,Untrained seed 1729,0.14983719318553312,0.2837512195110321,True,0.13391402632549898
ate_linear,0,80000024,Untrained seed 1729,-1.0427883517088967,-0.8679265379905701,True,0.17486181371832665
ate_linear,0,80000025,Untrained seed 1729,0.7279818203425856,0.6754627227783203,True,0.052519097564265316
ate_linear,0,80000026,Untrained seed 1729,0.6570302803270938,0.4735763967037201,True,0.18345388362337367
ate_linear,0,80000027,Untrained seed 1729,0.8087447022059581,0.4940888583660126,True,0.3146558438399455
ate_linear,0,80000028,Untrained seed 1729,-1.1131374221146686,-1.1141235828399658,True,0.0009861607252972249
ate_linear,0,80000029,Untrained seed 1729,-0.36444189843306374,-0.20588162541389465,True,0.15856027301916908
ate_linear,0,80000030,Untrained seed 1729,0.4311127529762486,0.3442724347114563,True,0.08684031826479233
ate_linear,0,80000031,Untrained seed 1729,-1.3223804872821925,-1.2322471141815186,True,0.09013337310067393
ate_linear,0,80000000,Untrained seed 1730,0.2726269682232747,0.17673346400260925,True,0.09589350422066545
ate_linear,0,80000001,Untrained seed 1730,-0.8229746633551448,-1.0496551990509033,True,0.22668053569575852
ate_linear,0,80000002,Untrained seed 1730,-1.4328932215129877,-1.2061306238174438,True,0.22676259769554385
ate_linear,0,80000003,Untrained seed 1730,-0.9989179352585822,-0.9716531038284302,True,0.027264831430152014
ate_linear,0,80000004,Untrained seed 1730,0.3534992938832926,0.40631550550460815,True,0.052816211621315556
ate_linear,0,80000005,Untrained seed 1730,-0.3413343294437368,-0.4563256502151489,True,0.11499132077141211
ate_linear,0,80000006,Untrained seed 1730,-0.26407244222962056,-0.2657631039619446,True,0.001690661732324017
ate_linear,0,80000007,Untrained seed 1730,0.8808100959333274,1.0621782541275024,True,0.18136815819417507
ate_linear,0,80000008,Untrained seed 1730,1.2367804302585592,1.5137944221496582,True,0.277013991891099
ate_linear,0,80000009,Untrained seed 1730,-1.4175087262998536,-1.1724909543991089,True,0.2450177719007447
ate_linear,0,80000010,Untrained seed 1730,1.1752121800157986,1.1764894723892212,True,0.001277292373422556
ate_linear,0,80000011,Untrained seed 1730,0.23306628926031836,0.6981075406074524,True,0.46504125134713403
ate_linear,0,80000012,Untrained seed 1730,-1.435326149266032,-1.6574246883392334,True,0.22209853907320132
ate_linear,0,80000013,Untrained seed 1730,-0.1250803587265814,-0.5935577154159546,True,0.4684773566893732
ate_linear,0,80000014,Untrained seed 1730,-0.7673344025872524,-0.7683359384536743,True,0.001001535866421932
ate_linear,0,80000015,Untrained seed 1730,-1.3351535494554552,-1.4079095125198364,True,0.07275596306438126
ate_linear,0,80000016,Untrained seed 1730,-0.5845062155625822,-0.34760311245918274,True,0.23690310310339946
ate_linear,0,80000017,Untrained seed 1730,-0.8677418688214685,-0.8903962969779968,True,0.022654428156528295
ate_linear,0,80000018,Untrained seed 1730,0.43980671278695027,0.23815815150737762,True,0.20164856127957265
ate_linear,0,80000019,Untrained seed 1730,-0.8300034664678128,-0.7326697707176208,True,0.0973336957501919
ate_linear,0,80000020,Untrained seed 1730,0.6370861230545408,0.8145071864128113,True,0.17742106335827046
ate_linear,0,80000021,Untrained seed 1730,-1.0074310229142902,-0.9217164516448975,True,0.08571457126939275
ate_linear,0,80000022,Untrained seed 1730,1.0352914642200524,0.8900666236877441,True,0.14522484053230822
ate_linear,0,80000023,Untrained seed 1730,0.14983719318553312,0.37896275520324707,True,0.22912556201771395
ate_linear,0,80000024,Untrained seed 1730,-1.0427883517088967,-0.885880172252655,True,0.1569081794562417
ate_linear,0,80000025,Untrained seed 1730,0.7279818203425856,0.6961666345596313,True,0.03181518578295428
ate_linear,0,80000026,Untrained seed 1730,0.6570302803270938,0.46422603726387024,True,0.19280424306322352
ate_linear,0,80000027,Untrained seed 1730,0.8087447022059581,0.5159568190574646,True,0.29278788314849347
ate_linear,0,80000028,Untrained seed 1730,-1.1131374221146686,-1.1493135690689087,True,0.036176146954240096
ate_linear,0,80000029,Untrained seed 1730,-0.36444189843306374,-0.1630089282989502,True,0.20143297013411354
ate_linear,0,80000030,Untrained seed 1730,0.4311127529762486,0.32213398814201355,True,0.10897876483423508
ate_linear,0,80000031,Untrained seed 1730,-1.3223804872821925,-1.2354462146759033,True,0.08693427260628916
ate_linear,0,80000000,Untrained seed 1731,0.2726269682232747,0.09072034806013107,True,0.18190662016314363
ate_linear,0,80000001,Untrained seed 1731,-0.8229746633551448,-1.048261284828186,True,0.22528662147304124
ate_linear,0,80000002,Untrained seed 1731,-1.4328932215129877,-1.214639663696289,True,0.21825355781669864
ate_linear,0,80000003,Untrained seed 1731,-0.9989179352585822,-0.9834256768226624,True,0.015492258435919837
ate_linear,0,80000004,Untrained seed 1731,0.3534992938832926,0.3749426305294037,True,0.02144333664611109
ate_linear,0,80000005,Untrained seed 1731,-0.3413343294437368,-0.41998419165611267,True,0.07864986221237585
ate_linear,0,80000006,Untrained seed 1731,-0.26407244222962056,-0.28694218397140503,True,0.022869741741784466
ate_linear,0,80000007,Untrained seed 1731,0.8808100959333274,1.0188790559768677,True,0.1380689600435403
ate_linear,0,80000008,Untrained seed 1731,1.2367804302585592,1.4149373769760132,True,0.17815694671745397
ate_linear,0,80000009,Untrained seed 1731,-1.4175087262998536,-1.229935646057129,True,0.18757308024272468
ate_linear,0,80000010,Untrained seed 1731,1.1752121800157986,1.3593515157699585,True,0.18413933575415986
ate_linear,0,80000011,Untrained seed 1731,0.23306628926031836,0.7615931630134583,True,0.5285268737531399
ate_linear,0,80000012,Untrained seed 1731,-1.435326149266032,-1.6473469734191895,True,0.21202082415315737
ate_linear,0,80000013,Untrained seed 1731,-0.1250803587265814,-0.6226998567581177,True,0.49761949803153627
ate_linear,0,80000014,Untrained seed 1731,-0.7673344025872524,-0.7737870216369629,True,0.006452619049710506
ate_linear,0,80000015,Untrained seed 1731,-1.3351535494554552,-1.415907859802246,True,0.08075431034679093
ate_linear,0,80000016,Untrained seed 1731,-0.5845062155625822,-0.3524631857872009,True,0.23204302977538127
ate_linear,0,80000017,Untrained seed 1731,-0.8677418688214685,-0.8636796474456787,True,0.004062221375789821
ate_linear,0,80000018,Untrained seed 1731,0.43980671278695027,0.18523009121418,True,0.2545766215727703
ate_linear,0,80000019,Untrained seed 1731,-0.8300034664678128,-0.7296572327613831,True,0.1003462337064297
ate_linear,0,80000020,Untrained seed 1731,0.6370861230545408,0.7501758933067322,True,0.11308977025219136
ate_linear,0,80000021,Untrained seed 1731,-1.0074310229142902,-0.9587958455085754,True,0.04863517740571477
ate_linear,0,80000022,Untrained seed 1731,1.0352914642200524,0.8517466187477112,True,0.18354484547234118
ate_linear,0,80000023,Untrained seed 1731,0.14983719318553312,0.38000407814979553,True,0.2301668849642624
ate_linear,0,80000024,Untrained seed 1731,-1.0427883517088967,-0.8722307085990906,True,0.17055764310980615
ate_linear,0,80000025,Untrained seed 1731,0.7279818203425856,0.6423341631889343,True,0.0856476571536513
ate_linear,0,80000026,Untrained seed 1731,0.6570302803270938,0.5312198996543884,True,0.12581038067270534
ate_linear,0,80000027,Untrained seed 1731,0.8087447022059581,0.5076199769973755,True,0.3011247252085826
ate_linear,0,80000028,Untrained seed 1731,-1.1131374221146686,-1.0329450368881226,True,0.08019238522654604
ate_linear,0,80000029,Untrained seed 1731,-0.36444189843306374,-0.19240790605545044,True,0.1720339923776133
ate_linear,0,80000030,Untrained seed 1731,0.4311127529762486,0.45923519134521484,True,0.02812243836896622
ate_linear,0,80000031,Untrained seed 1731,-1.3223804872821925,-1.2226147651672363,True,0.09976572211495616
ate_linear,0,80000000,Untrained seed 1732,0.2726269682232747,-0.07212600111961365,True,0.34475296934288835
ate_linear,0,80000001,Untrained seed 1732,-0.8229746633551448,-1.0470541715621948,True,0.22407950820705003
ate_linear,0,80000002,Untrained seed 1732,-1.4328932215129877,-1.2155424356460571,True,0.21735078586693057
ate_linear,0,80000003,Untrained seed 1732,-0.9989179352585822,-0.9742526412010193,True,0.024665294057562903
ate_linear,0,80000004,Untrained seed 1732,0.3534992938832926,0.3773142397403717,True,0.023814945857079106
ate_linear,0,80000005,Untrained seed 1732,-0.3413343294437368,-0.4329727590084076,True,0.09163842956467078
ate_linear,0,80000006,Untrained seed 1732,-0.26407244222962056,-0.2760743796825409,True,0.01200193745292033
ate_linear,0,80000007,Untrained seed 1732,0.8808100959333274,1.0680752992630005,True,0.1872652033296731
ate_linear,0,80000008,Untrained seed 1732,1.2367804302585592,1.4851421117782593,True,0.24836168151970006
ate_linear,0,80000009,Untrained seed 1732,-1.4175087262998536,-1.2005231380462646,True,0.21698558825358893
ate_linear,0,80000010,Untrained seed 1732,1.1752121800157986,1.180195927619934,True,0.004983747604135447
