scenario,seed,Mean pretrained weights,Pretrained,Uniform,Untrained seed 1729,Untrained seed 1730,Untrained seed 1731,Untrained seed 1732,Untrained seed 1733,Untrained mean
ate_linear,80000017,0.014224185618076146,0.017132832678470433,0.00877595153680788,0.0008645793520544176,0.022654428156528295,0.004062221375789821,0.012253060015353978,0.0169142028414343,0.011349698348232162
ate_linear,80000018,0.22115942649105946,0.22364885918358723,0.24662027842859185,0.23561826161602895,0.20164856127957265,0.2545766215727703,0.2617123555348293,0.2522625010416881,0.24116366020897786
ate_linear,80000019,0.09471472726340602,0.09313431010718654,0.09357854352469752,0.09896465764518092,0.0973336957501919,0.1003462337064297,0.09326919541831324,0.09745993838782618,0.09747474418158839
ate_linear,80000020,0.1510503591842287,0.15514978783794575,0.13364432471462429,0.1443093718833559,0.17742106335827046,0.11308977025219136,0.14956143515773945,0.1398296059913271,0.14484224932857687
ate_linear,80000021,0.05799888828599431,0.058113150390028734,0.07070770719850039,0.05593710401856877,0.08571457126939275,0.04863517740571477,0.07752477386796452,0.07546716192567327,0.06865575769746282
ate_linear,80000022,0.1513995837078148,0.15192499865150988,0.16238984573936988,0.1604923914775902,0.14522484053230822,0.18354484547234118,0.14703604687309801,0.1573089074001366,0.15872140635109483
ate_linear,80000023,0.1072040823157181,0.07210073143795626,0.20721413612917555,0.13391402632549898,0.22912556201771395,0.2301668849642624,0.14669055015400545,0.1563463237936844,0.17924866945103304
ate_linear,80000024,0.1810339938941079,0.17846479528570947,0.16152919643545927,0.17486181371832665,0.1569081794562417,0.17055764310980615,0.15592500084067162,0.14886250608588036,0.1614230286421853
ate_linear,80000025,0.04393143915896136,0.04354245924715716,0.05652689003710465,0.052519097564265316,0.03181518578295428,0.0856476571536513,0.03893740439181048,0.05152048134569842,0.05208796524767596
ate_linear,80000026,0.18749382684160487,0.1858819086306216,0.17127296516824975,0.18345388362337367,0.19280424306322352,0.12581038067270534,0.1881772238962771,0.17164417693544642,0.17237798163820522
ate_linear,80000027,0.26988515602141827,0.2771775458911082,0.29562850938827,0.3146558438399455,0.29278788314849347,0.3011247252085826,0.2831210230448863,0.2652595375636241,0.2913898025611064
ate_linear,80000028,0.06414609959727358,0.05659371426707338,0.054611303299607616,0.0009861607252972249,0.036176146954240096,0.08019238522654604,0.20637351462239195,0.059247078388871444,0.07659505718346934
ate_linear,80000029,0.19462027844557594,0.19381692704329323,0.18135344978937934,0.15856027301916908,0.20143297013411354,0.1720339923776133,0.17298145290980171,0.19018207189211678,0.17903815206656287
ate_linear,80000030,0.0856647358558873,0.07968728405458725,0.057718014838526566,0.08684031826479233,0.10897876483423508,0.02812243836896622,0.056638555350134734,0.0670887396953801,0.0695337633027017
ate_linear,80000031,0.07811397727242686,0.07214218791238047,0.0920244139026758,0.09013337310067393,0.08693427260628916,0.09976572211495616,0.09049660380593516,0.09262544329873301,0.09199108298531748
ate_linear,80000032,0.018044063444307534,0.012937018270662515,0.003542223577329473,0.046015092725923745,0.04186873734457186,0.06225306689279386,0.03383319676382235,0.027290990953275474,0.04225221693607746
ate_linear,80000033,0.1074109744410836,0.11663119831493729,0.13634730578771465,0.15416528900525206,0.13563993537238472,0.16345039173458842,0.12904509493521088,0.1300765942912423,0.14247546106773568
ate_linear,80000034,0.3110806226453935,0.2966930150709306,0.39839829799749005,0.36726360318280804,0.3642775892934953,0.4835609078130876,0.32693802115537274,0.34595553872205365,0.3775991320333635
ate_linear,80000035,0.046409112265534125,0.04610500936789008,0.026760298064179233,0.028813940337128363,0.053423506071991644,0.016164559075408258,0.03946552877706977,0.03739081030172797,0.0350516689126652
ate_linear,80000036,0.1361301111941855,0.1409194338088553,0.14770153639369415,0.15808423785024095,0.13761560050301958,0.16898972717576433,0.15098693398290086,0.14833655384831834,0.1528026106720488
ate_linear,80000037,0.13565435858527408,0.13778331728736148,0.16130984278479799,0.16816070528784977,0.12757751198569522,0.17833891363898502,0.14571896048346744,0.14549419136801944,0.15305805655280338
ate_linear,80000038,0.07018375012799183,0.07033577177449146,0.07237311813755909,0.0741993150465099,0.07159146282597462,0.06592434260769764,0.06985216948910633,0.06995743129177967,0.07030494425221363
ate_linear,80000039,0.12963296442153505,0.12985841899039796,0.12031268446567109,0.12186744778277925,0.11713057725551179,0.10998089580657533,0.11667184500815919,0.11885008185031465,0.11690016954066804
ate_linear,80000040,0.1504573756212363,0.1525821918005118,0.1731131011003622,0.16950091061536166,0.13465961155835482,0.20663701829854342,0.17362516460362765,0.17370974359456393,0.17162648973409028
ate_linear,80000041,0.13570114427025448,0.12842371516640316,0.19376001410896904,0.18332018905098568,0.14910986476357113,0.2798557525199188,0.14479401164467465,0.14675118976051937,0.18076620154793394
ate_linear,80000042,0.16667403287538884,0.17063356942781804,0.15974139279970512,0.17690290517458318,0.19830133027681707,0.12764228887209295,0.1938674599612653,0.1543225199664533,0.17020730085024235
ate_linear,80000043,0.09307622963200468,0.09304690414677519,0.06725623661290059,0.06386423164616484,0.10000693851719755,0.03773987346897978,0.0803009276987161,0.08309578949223417,0.07300155216465849
ate_linear,80000044,0.046418657342547465,0.0445393228927794,0.06900556329881569,0.061408987084979105,0.062743296662921,0.060403218309039164,0.08089815620576768,0.07837723735963731,0.06876617912446885
ate_linear,80000045,0.2761046594796229,0.27428081695414075,0.2919304675278712,0.3018392628846217,0.27193674508905896,0.2951833314118434,0.31757655803537854,0.2915299243149806,0.29561316434717666
ate_linear,80000046,0.26672118129412414,0.2673730772940326,0.25367975952307464,0.2633132857290912,0.25990893664042236,0.25496777119318725,0.24305578293482544,0.2478323799578357,0.2538156312910724
ate_linear,80000047,0.39160859668253756,0.38877534949778414,0.4219896324872858,0.4076832541227231,0.4357768305539975,0.38469076240061617,0.44108319365977144,0.4287164219617734,0.41959009253977636
ate_linear,80000048,0.09721168360859145,0.09695693335682143,0.11123257956653809,0.10956581912189711,0.09295340857654799,0.13461312136799086,0.10057541213184584,0.10392745814472426,0.10832704386860122
ate_linear,80000049,0.16142333772621154,0.1662367406173706,0.18471095588645936,0.20043764737091063,0.19040332463226317,0.1897039833351135,0.1777113201900482,0.16055060651741027,0.18376137640914916
ate_linear,80000050,0.1994214217689274,0.20234622168805583,0.20850875783231249,0.2209336917426823,0.20052452492978556,0.21369077372815592,0.22285474944379313,0.1961175363090275,0.21082425523068887
ate_linear,80000051,0.013052804698256315,0.009680016268996061,0.015277416934279309,0.01033137582710153,0.01840700365135306,0.015015347232130827,0.0163149998290264,0.025572402705458464,0.017128225849014057
ate_linear,80000052,0.004805446122538859,0.002370427842486089,0.023468015636551567,0.03647925193910617,0.001759898368966395,0.06127513341163415,0.037671974408674425,0.018648312906968778,0.031166914207069983
ate_linear,80000053,0.06194383876899234,0.05852188395837299,0.10419016557315341,0.08512959110120288,0.04120814281085483,0.11386982577422611,0.14742555695155612,0.09902467059472553,0.09733155744651309
ate_linear,80000054,0.045514405173349703,0.04515314142136606,0.03382195274262467,0.03965723554520639,0.022820651930857028,0.05357235710053476,0.027177691859293307,0.030275404852915133,0.03470066825776132
ate_linear,80000055,0.21501441134458066,0.22049017085080624,0.24373073710446835,0.2505302561665106,0.21079332961087704,0.29720480574613095,0.23369653357511044,0.2244011296177435,0.2433252109432745
ate_linear,80000056,0.3128434909423803,0.3116081846794103,0.3689825398763631,0.3639749778350805,0.26306288371886954,0.428509165151975,0.37147830854263053,0.3519399059852575,0.3557930482467626
ate_linear,80000057,0.08729110269556539,0.08589146642694967,0.0755586793900539,0.07464502363214987,0.07541112213144796,0.0509000828743984,0.061652820396523644,0.08852819709787862,0.0702274492264797
ate_linear,80000058,0.1689115653909501,0.16826014622819985,0.1950601647771653,0.19708545908105934,0.17048527702463234,0.20115296944749916,0.18838398560655678,0.18463941320551003,0.18834942087305154
ate_linear,80000059,0.08427488859434185,0.08835136945982036,0.07800944503088048,0.09482407625455913,0.11425334270734844,0.08797913845319805,0.11709922607679424,0.06550407465238628,0.09593197162885722
ate_linear,80000060,0.08530785778163807,0.08751048782466786,0.02221343854068658,0.05036695936321156,0.08050136902927296,0.07201089599727528,0.04322383663059337,0.01977618673442738,0.05317584955095611
ate_linear,80000061,0.045249974151094,0.045994436164338626,0.049816834350068784,0.03233865441842798,0.059426819701631106,0.03036574067636255,0.06349805535836939,0.052515780349214114,0.04762901010080103
ate_linear,80000062,0.2573449576100295,0.25944745184983664,0.24600352885331578,0.2511057818135207,0.2828836405476516,0.2166265213688796,0.277288194914717,0.24816882254685813,0.25521459223832543
ate_linear,80000063,0.2737530176389902,0.2758831088293283,0.3626206212539165,0.36859396145231416,0.21644261524564912,0.45733204529173066,0.3799371425855844,0.3181606833685129,0.34809328958875824
ate_linear,80000064,0.08314607869853363,0.07931272517909393,0.06755535732974394,0.06571473013629303,0.09865461122264252,0.052808059565919496,0.08399326931704865,0.07401721011866913,0.07503757607211456
ate_linear,80000065,0.09027701642568076,0.09320065405423605,0.09421471979672869,0.10252934720571005,0.09792530562932455,0.10606065418775046,0.10220792915875876,0.09250950839574301,0.10024654891545737
ate_linear,80000066,0.06571839063244012,0.05951531289892342,0.044673306334783114,0.04296404181795266,0.07126316486673501,0.015590929079820182,0.04465129284935143,0.04655529617147591,0.04420494495706704
ate_linear,80000067,0.02589956992901521,0.02303580516613679,0.05125723356045442,0.02447275394238191,0.07849089378155427,0.024819652974974682,0.05587105029858308,0.06585137122906404,0.049901144445311595
ate_linear,80000068,0.006456568800194518,0.004676774181143983,0.061092802919165856,0.0464615971219704,0.004605337940438048,0.024655267633216127,0.11918617788674091,0.0672280937802956,0.05242729487253221
ate_linear,80000069,0.0873099140740089,0.08797265811926647,0.05635257287985607,0.05396707578665538,0.08335466905600353,0.019147651634281115,0.07475985809332653,0.07585592790610118,0.061417036495273546
ate_linear,80000070,0.4595825507623407,0.454018878596023,0.47110101751436323,0.46938488989521593,0.47750441062648624,0.4615413605553362,0.47221589911182255,0.4702898998131308,0.4701872920003983
ate_linear,80000071,0.13518748144633908,0.10974583487041134,0.2098413930369153,0.17483649115092892,0.13428006033427853,0.27768740515239376,0.1337758646441235,0.15264317850597042,0.17464459995753903
ate_linear,80000072,0.06447853328974507,0.06518162967951557,0.07163473846705215,0.06073220255167744,0.05255623342783711,0.0935941505649831,0.06885995151789448,0.08114411117823384,0.0713773298481252
ate_linear,80000073,0.05759613139309683,0.063767998644493,0.10045043572538297,0.09851128531374731,0.08608990085997381,0.14733517093338766,0.07789733929314413,0.09288696123041906,0.1005441315261344
ate_linear,80000074,0.2149895087960234,0.2895754979136458,0.38594828556804567,0.4449111179593077,0.14582974958746342,0.4329242960694304,0.7064760879757872,0.37651197176008133,0.421330644670414
ate_linear,80000075,0.3877127590221372,0.3856591405910459,0.39169717455329556,0.3934892835658994,0.4070532145542112,0.3748612823528257,0.3887739005130735,0.38119952106895116,0.3890754404109922
ate_linear,80000076,0.4304585632211855,0.4296926435358217,0.43227772082158833,0.4256659921533754,0.42747350300618914,0.4359487470514467,0.42538298929998186,0.43497444952794817,0.42988913620778824
ate_linear,80000077,0.23571193852284544,0.23708648123601073,0.24805513062337037,0.25353593268254393,0.22807264962056273,0.24661994614461058,0.24751997628071898,0.24201262631276244,0.24355222620823974
ate_linear,80000078,0.08515208189146128,0.0852336806501588,0.0692544979299744,0.08057265703336802,0.06566333000318614,0.0757540983404359,0.06789105360166636,0.058710030957623394,0.06971823398725596
ate_linear,80000079,0.015217018854149167,0.01617593837929565,0.003935802709587488,0.007081104051597897,0.02442098928643066,0.01237182544516724,0.012099934350975339,0.007654917966850583,0.012725754220204343
ate_linear,80000080,0.08530579389489112,0.07885448516762672,0.12735119344151435,0.10911311091340004,0.14195901037609993,0.12392614663994728,0.12389647842801033,0.13132551194584785,0.12604405166066107
ate_linear,80000081,0.015478652745290589,0.02118090990166266,0.021647769183115173,0.014597338467641663,0.055061656207040954,0.004649442463918518,0.023972111910776306,0.041862684458688904,0.02802864670161327
ate_linear,80000082,0.015306351901940296,0.01590455901806731,0.015859211059264133,0.028880840362957905,0.027131235422543476,0.00755548310463805,0.0020902587193765143,0.008026464106491993,0.014736856343201588
ate_linear,80000083,0.08050213696031983,0.08150933624773438,0.06779648901491586,0.06935225369005615,0.0948577964451831,0.04295252205400879,0.08495221973925049,0.07061646820574219,0.07254625202684814
ate_linear,80000084,0.06641084947176767,0.07791815199442698,0.09415881135054427,0.0953978697259028,0.07801500954218699,0.11637050904818369,0.10095302261896921,0.09444914259501291,0.09703711070605112
ate_linear,80000085,0.16975202318021654,0.18035086150953172,0.2489418452579677,0.26286908145734666,0.13086553569623827,0.37268950696775316,0.2427147841055095,0.20554187055417894,0.2429361557562053
ate_linear,80000086,0.04438908582633738,0.04843928104346995,0.009100364503324077,0.014807211217343852,0.02823420053428416,0.023394597712099507,0.03406839257186656,0.03220133667892222,0.02654114774290326
ate_linear,80000087,0.32980257256395906,0.3339340089119205,0.3614611266411074,0.3670039175308475,0.31931787712938875,0.408159792260004,0.3443762658394107,0.3441600797928104,0.3566035865104923
ate_linear,80000088,0.04187817148925843,0.03395719103576722,0.0031027180695337164,0.0036930365109246743,0.025739379451294564,0.0236897391819757,0.04281692929504333,0.013625643923262931,0.02191294567250024
ate_linear,80000089,0.2414380827997007,0.24542175923326393,0.2590852418992796,0.26726531182268043,0.24371080790498634,0.28608953152635475,0.25879930649736305,0.24725501929262061,0.26062399540880105
ate_linear,80000090,0.2123295969024852,0.21316072406923325,0.23817759218370482,0.2252840703979686,0.19529846372758897,0.29896602096712144,0.20052090349351914,0.2338825172439769,0.230790395166035
ate_linear,80000091,0.36565977245978076,0.35905420691183765,0.4303717768233176,0.383415638510501,0.49474912792853076,0.41283267647436817,0.4299636474292632,0.4434991470020171,0.432892047468936
ate_linear,80000092,0.037490436634390445,0.02859682758745441,0.09366410990652335,0.07411182840761432,0.034425476393072696,0.05296186526712665,0.1976160498469759,0.09752089699205646,0.0913272233813692
ate_linear,80000093,0.14625597823244169,0.14570642340761258,0.13128105629068448,0.12460405457597806,0.1537363611517532,0.14128089774232938,0.13321144211870267,0.1410313926992996,0.1387728296576126
ate_linear,80000094,0.12770466413630832,0.1244126996053635,0.15300660934581145,0.13614480104579318,0.16082005109919895,0.1422828873647629,0.15557132568492282,0.16163633670939792,0.15129108038081515
ate_linear,80000095,0.026864818831472626,0.024916104575186004,0.02086528946974775,0.018041662474661102,0.029300294419317474,0.00165685226538681,0.015883020659475555,0.021042696734457245,0.017184905310659637
ate_linear,80000096,0.19374809390173886,0.19164393073187802,0.21370136862860645,0.2091790211783502,0.17900452738867734,0.24379477625952695,0.20275244837866757,0.20520851737128232,0.20798785811530088
ate_linear,80000097,0.11199949699769346,0.11344033497701017,0.13025906727964606,0.13077311235795347,0.13467046636472074,0.1245242061031851,0.11935304123292295,0.12489967066178648,0.12684409934411373
ate_linear,80000098,0.07354487941235455,0.07645006940335186,0.044840456700028564,0.04532607362240704,0.09323896930188091,0.023516078447999078,0.025973935579957086,0.06191178128689678,0.04999336764782818
ate_linear,80000099,0.18175789078738958,0.17835625371005803,0.1762819167044427,0.16504832467105657,0.1636333104040888,0.18765398224857122,0.1704336043265131,0.1882452603247431,0.17500289639499456
ate_linear,80000100,0.24644088233595896,0.247790808330832,0.2654619165766816,0.2681951471675019,0.2443108507502656,0.29426168883925485,0.2514444538462739,0.2537835785258393,0.26239914382582713
ate_linear,80000101,0.016680324825294246,0.01992663219834112,0.03040426746273775,0.04742846861744665,0.021809006484992732,0.03163617328072332,0.027228022369392146,0.026257181915290584,0.030871770533569088
ate_linear,80000102,0.09411435945948732,0.133517678818313,0.05839745179692146,0.01146381720027101,0.0066555105062402475,0.24311274663487303,0.07590633257350099,0.05875390394648683,0.07917846217227442
ate_linear,80000103,0.09518812284265032,0.10885785207543841,0.038408523652892046,0.10406844005380145,0.034779507066865056,0.09264830932412615,0.0372507987955617,0.013606649492125422,0.056470740946495956
ate_linear,80000104,0.25485321035465425,0.25558509578785127,0.23183221569141566,0.26581551780780976,0.20466943731388276,0.25835331430515474,0.22937514534076875,0.22104021062931245,0.2358507250793857
ate_linear,80000105,0.09306004596206757,0.09270295453521821,0.07246251953098393,0.09751665544960114,0.06861698580238434,0.08310511661026093,0.06362786841842744,0.05946552706214997,0.07446643066856476
ate_linear,80000106,0.5254611194707044,0.5273908645487912,0.5523662130921669,0.5554994240976461,0.5387359083272107,0.5839873076058515,0.5431677669860013,0.5441355303503164,0.5531051874734052
ate_linear,80000107,0.2326717929914095,0.22802954483772298,0.18847330380226157,0.2135111050679781,0.22216760683799763,0.22073709536338826,0.1411486225202181,0.1740228490903475,0.19431745577598591
ate_linear,80000108,0.2941488447536438,0.26850668815269163,0.39268023995055845,0.32888732579841307,0.3416082086910217,0.4270262542118042,0.3435969176639526,0.3569001975406616,0.3596037807811706
ate_linear,80000109,0.17764438797533144,0.18035115410387148,0.1479511420875751,0.14760030914842714,0.1302092831283771,0.13585461784898867,0.15155591179430117,0.13813038279115786,0.14067010094225038
ate_linear,80000110,0.09114858156634909,0.09829613214923483,0.12970592028094852,0.14234718328906637,0.08777615076495748,0.18777534014178854,0.10549673086597067,0.09845789915515524,0.12437066084338766
ate_linear,80000111,0.24491150618956836,0.2421795869009331,0.2632561469213799,0.24700517894194873,0.26927979232238086,0.24854512454436573,0.2660089278356865,0.2698397183554009,0.26013574839995657
ate_linear,80000112,0.1906103280599647,0.18972031150417856,0.18644598994808725,0.188116827350431,0.18333248172359995,0.19692055259304575,0.18238393340664438,0.18509737525539927,0.18717023406582406
ate_linear,80000113,0.14853427263656477,0.14799207898536543,0.16874995159664968,0.16765436979690412,0.1614659175530992,0.17206366809764723,0.17234558316627363,0.17218375655570844,0.16914265903392653
ate_linear,80000114,0.153023456455051,0.15178793412524372,0.15820806142765192,0.14067144435721546,0.16202532243806034,0.163265754700481,0.15381365013199955,0.16646034014302402,0.15724730235415607
ate_linear,80000115,0.13612733356592166,0.1339609431469153,0.11009867660638784,0.14663825504419314,0.08376060001489627,0.14438674919244754,0.08867953292963016,0.07414470188257205,0.10752196781274784
ate_linear,80000116,0.2993798559381622,0.2753482168390411,0.3829892819597381,0.31593334729215083,0.430222303219046,0.3435021346285003,0.38520407731076656,0.38629692847272334,0.3722317581846374
ate_linear,80000117,0.34910832494561306,0.28999583572213283,0.4688156113034927,0.369040296972438,0.4691532120115005,0.47808919996087185,0.37362365573708645,0.38878987878625026,0.4157392486936294
ate_linear,80000118,0.1819323220364022,0.1840981015077996,0.22645381475605247,0.21078648353733298,0.21536669815696952,0.27103816653408286,0.19868472899116751,0.2163907804600167,0.2224533715359139
ate_linear,80000119,0.18562740661957378,0.19072408058502788,0.18042833783486,0.19603598692276591,0.16134811022141093,0.17873284795143718,0.19088322498657817,0.17483857848503703,0.18036774971344585
ate_linear,80000120,0.19535339706763688,0.20286993020400468,0.2226984181366867,0.22380382650718156,0.19206862979754868,0.26090742730721894,0.22631912761554185,0.2231350027881569,0.2252468028031296
ate_linear,80000121,0.15350921522605365,0.1513568915032143,0.15436504255759653,0.14820177923667377,0.14064331423270648,0.1595242179535622,0.14259655844199604,0.15767248045432514,0.14972767006385274
ate_linear,80000122,0.25102086014748115,0.24975953645706672,0.3330970937728931,0.32136457808018226,0.19259763903618354,0.33989163882732887,0.42773535497189064,0.29963269479275245,0.3162443811416676
ate_linear,80000123,0.09795594142430897,0.11038720534795399,0.045926641688285974,0.0644822113370287,0.11791527198308582,0.007592440381110954,0.09886288569921131,0.06168395207875843,0.07010735229583905
ate_linear,80000124,0.09416636258932887,0.09153744012686549,0.14570623666617222,0.13334103853079615,0.1398043277916604,0.11404761106344996,0.18987783223959742,0.15413662225577174,0.14624148637625514
ate_linear,80000125,0.35995561287594147,0.35162142322254486,0.32016444907379454,0.3222561816949875,0.3571397404451401,0.3127954046506912,0.3010037879724533,0.3212287466306717,0.32288477227878876
ate_linear,80000126,0.3177688377096777,0.3175512211516027,0.33322638442064567,0.32827272583986566,0.3375172870352392,0.33145841528917597,0.3349131005003576,0.3402678029730444,0.3344858663275366
ate_linear,80000127,0.06905032282651691,0.06897294109643726,0.05973330771507053,0.06116333564699916,0.06880537008823184,0.06021524181546001,0.0610736343819025,0.061249699051988404,0.06250145619691638
ate_linear,80000128,0.0049427435115013685,0.0030947611048851575,0.04377212074249648,0.0436895206257667,0.04239114973098379,0.10309401300400156,0.02891340997665781,0.02824553993194956,0.049266726653871884
ate_linear,80000129,0.029064051043706574,0.03854464104445521,0.10074922366114203,0.10157778410287444,0.010653466749471985,0.10800955368252341,0.16458169294567648,0.08906203618319575,0.09477690673274841
ate_linear,80000130,0.25567793288172846,0.2449651900762475,0.2971827332014001,0.26797675528468257,0.3112183753484643,0.2689956370824731,0.3062624875539697,0.3152265492910302,0.293935960912124
ate_linear,80000131,0.10980283258202905,0.10087614295724268,0.16394490239861836,0.14981334445718164,0.10604243514779443,0.12842386005166406,0.21813540694955225,0.16481613157037134,0.15344623563531273
ate_linear,80000132,0.2328109689568295,0.23127245386588713,0.3049774952744261,0.2543826051567807,0.29466342409598967,0.23448669394004484,0.36096703489768645,0.3360902019356503,0.2961179920052304
ate_linear,80000133,0.09003683505084226,0.09280234155680844,0.11059853611018367,0.11137896356608579,0.07232403335597226,0.12944334325816342,0.1053669708731384,0.1058605867388458,0.10487477955844113
ate_linear,80000134,0.0374859912861647,0.0363641126622023,0.07459326820266854,0.08148840503585952,0.08577248887909072,0.09037921266449112,0.07158008651626724,0.08537444906128067,0.08291892843139785
ate_linear,80000135,0.1086702649969764,0.10831028274485544,0.1515993034023948,0.12917968682238534,0.12217557481715158,0.1278222506422706,0.17433422855326608,0.1725132768530555,0.14520500353762583
ate_linear,80000136,0.00743453789350923,0.00763791639206346,0.013626089951371503,0.012143602853988966,0.017005665487026533,0.03899441499111589,0.029249875134205183,0.02188800114986833,0.023856311923240982
ate_linear,80000137,0.1092511940226587,0.11045586349821412,0.11725245001173334,0.10037600281095826,0.130514435790542,0.098867707274917,0.12373333456373536,0.12648438694334352,0.11599517347669923
ate_linear,80000138,0.06862407901155665,0.06907993533479884,0.03698608406650736,0.04968696811067774,0.037662043951627755,0.0302396265493603,0.037411510728475594,0.028960227750417733,0.03679207541811182
ate_linear,80000139,0.055759929922076346,0.06385468771741021,0.07878397634312734,0.09350936939999688,0.035906039979907156,0.07613857915684807,0.0675948195724212,0.06628271272465813,0.06788630416676629
ate_linear,80000140,0.027719192411768123,0.026735075023042842,0.006096701119077508,0.020827807690965816,0.03837586214767663,0.029273457620275334,0.01919082531703742,0.026052079889905766,0.026744006533172195
ate_linear,80000141,0.08907642864719201,0.08808234238162804,0.12317392134204674,0.1200689961864071,0.09623435043826867,0.10667922997012902,0.14458337330356408,0.1173565676166134,0.11698450350299645
ate_linear,80000142,0.09014061179046651,0.09476319041137715,0.07082678761367822,0.07292303528671285,0.08618238654022237,0.052591652535248,0.06906965460662862,0.08337763037567159,0.07282887186889668
ate_linear,80000143,0.1555524915097104,0.1549329459307538,0.16078633001202808,0.14706021543720826,0.1624804734824048,0.1654147356388913,0.16115435954311952,0.171822749042307,0.16158650662878618
ate_linear,80000144,0.13517139733390593,0.13709543526725554,0.1367132979686716,0.14108346283988737,0.14868257821159148,0.13631020367698454,0.15393648922996306,0.13505624116019987,0.14301379502372527
ate_linear,80000145,0.006277434114633662,0.006237737421213252,0.009846774820505333,0.004506818536935908,0.0035038073022974903,0.03376721549433337,0.002921946760000127,0.011246315721689326,0.011189220763051243
ate_linear,80000146,0.18228765730645524,0.18777688746240007,0.18370608095910412,0.18161889319207536,0.18845244650628434,0.16650589709069596,0.19653602843072282,0.18489881758477555,0.1836024165609108
ate_linear,80000147,0.19933500064937437,0.20192148460475767,0.19851813687412107,0.2231936372670349,0.23210760130016173,0.16453876270381773,0.20620705856410826,0.17971055878726805,0.20115152372447814
ate_linear,80000148,0.2088190542011863,0.20244582755857765,0.19298167093092267,0.17871721847349464,0.21647926433378517,0.17510058744245827,0.19127687080198585,0.20078595741087257,0.1924719796925193
ate_linear,80000149,0.35090528158651824,0.35796105591761107,0.3930182668398523,0.40217263726698393,0.34841462699877257,0.4680533829163217,0.41999678043829436,0.3824675056170129,0.4042209866474771
ate_linear,80000150,0.19999472331323354,0.1995178824297401,0.19116387832977502,0.20288081374087064,0.19291405286707608,0.1688271788886997,0.18354406859793393,0.1817927500239822,0.18599177282371251
ate_linear,80000151,0.20271427987465085,0.20590847043642224,0.21257582029649438,0.21931318624266805,0.20408683700808705,0.22874011529931249,0.21531872136840047,0.21258990897187413,0.21600975377806844
